id,N,D,C,E,I,K,F,P,S,V,APAAC3,APAAC4,APAAC5,APAAC6,APAAC10,APAAC19,_PolarizabilityC3,_SolventAccessibilityC2,_SolventAccessibilityC3,_SecondaryStrC2,_SecondaryStrC3,_ChargeC2,_ChargeC3,_PolarityC2,_PolarityC3,_NormalizedVDWVC1,_NormalizedVDWVC2,_NormalizedVDWVC3,_HydrophobicityC1,_HydrophobicityC2,_PolarizabilityT23,_SolventAccessibilityT12,_SolventAccessibilityT13,_SecondaryStrT12,_SecondaryStrT13,_ChargeT13,_ChargeT23,_PolarityT13,_NormalizedVDWVT23,_HydrophobicityT13,_PolarizabilityD1001,_PolarizabilityD2001,_SolventAccessibilityD1001,_SolventAccessibilityD2001,_SolventAccessibilityD2100,_SecondaryStrD2001,_SecondaryStrD3001,_ChargeD1001,_ChargeD1100,_ChargeD2001,_ChargeD3001,_ChargeD3075,_ChargeD3100,_PolarityD2001,_PolarityD3001,_NormalizedVDWVD1001,_NormalizedVDWVD2001,_HydrophobicityD1001,_HydrophobicityD1100,_HydrophobicityD2001,AP,RP,DI,DK,CL,CS,EI,IA,ID,IE,IK,LC,LP,KD,KE,KI,KF,FD,FE,PA,PR,PG,PP,PS,SC,SP,YI,VD,PAAC2,PAAC3,PAAC4,PAAC5,PAAC10,PAAC12,PAAC14,PAAC15,PAAC16,PAAC21,PAAC22,PAAC25,label
Positive_211,3.989,2.128,1.862,0.798,11.702,1.862,9.043,5.319,6.649,6.915,1.464,0.781,0.683,0.293,4.295,2.538,0.282,0.144,0.285,0.436,0.239,0.926,0.029,0.269,0.173,0.309,0.41,0.282,0.144,0.367,0.253,0.147,0.293,0.251,0.163,0.005,0.053,0.195,0.221,0.128,1.33,0.532,0.798,0.532,99.734,0.798,0.532,2.66,97.074,0.266,14.096,78.723,98.138,1.33,0.532,1.33,0.532,0.532,99.734,1.064,0.0,0.0,0.27,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.27,0.27,1.33,0.0,0.0,0.27,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,1.488,2.231,1.19,1.042,6.546,1.042,5.059,2.975,3.719,4.274,4.335,4.223,1
Negative_198,0.929,4.025,4.644,6.811,1.238,2.477,3.715,9.598,7.74,5.882,0.635,2.75,3.173,4.654,0.846,0.635,0.229,0.263,0.297,0.211,0.337,0.777,0.108,0.443,0.322,0.529,0.241,0.229,0.263,0.511,0.174,0.224,0.242,0.227,0.252,0.022,0.183,0.168,0.099,0.121,0.619,1.858,0.619,1.548,100.0,4.644,1.858,1.548,98.452,0.31,2.167,77.09,99.69,0.619,1.548,0.619,2.167,1.548,100.0,0.619,0.62,2.17,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.31,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.31,2.17,0.93,0.62,0.31,0.31,0.0,0.0,4.684,0.485,2.1,2.423,0.646,1.292,1.938,5.008,4.038,4.956,4.826,5.155,0
Positive_26,4.598,3.831,1.533,4.215,5.364,4.215,3.448,4.981,4.598,9.579,5.172,4.309,1.724,4.741,6.034,1.292,0.161,0.261,0.188,0.261,0.299,0.835,0.08,0.398,0.268,0.452,0.387,0.161,0.261,0.418,0.15,0.319,0.204,0.246,0.296,0.019,0.135,0.212,0.135,0.2,0.766,1.916,0.766,2.299,99.617,1.916,2.682,2.299,98.851,0.383,10.728,70.881,97.318,0.766,2.299,0.766,3.065,2.299,99.617,0.766,1.15,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0,0.38,0.0,0.0,1.15,0.38,0.0,0.0,0.38,0.0,0.38,0.77,0.0,0.38,0.0,0.38,0.0,0.0,0.0,0.38,2.264,2.47,2.058,0.824,2.882,2.264,1.852,2.676,2.47,4.889,4.918,4.526,1
Negative_58,1.379,4.368,1.379,8.046,1.609,2.299,2.989,14.253,11.034,3.448,0.938,2.972,0.938,5.475,1.095,0.157,0.186,0.29,0.324,0.143,0.405,0.754,0.124,0.503,0.308,0.561,0.253,0.186,0.29,0.524,0.143,0.233,0.233,0.118,0.341,0.025,0.177,0.108,0.092,0.104,0.92,0.46,0.69,1.379,99.54,0.69,0.46,1.379,99.31,0.23,2.069,51.494,99.54,0.46,1.149,0.46,0.69,1.379,99.54,0.46,2.3,0.69,0.0,0.0,0.23,0.23,0.0,0.0,0.46,0.0,0.0,0.69,1.15,0.23,0.23,0.23,0.0,0.0,0.46,2.53,1.84,1.84,1.38,2.3,0.23,1.61,0.0,0.0,5.063,0.706,2.237,0.706,0.824,1.177,1.531,7.3,5.651,4.804,5.017,5.053,0
Negative_48,5.882,3.294,3.529,6.824,4.471,4.471,3.529,8.471,7.765,6.353,7.032,3.938,4.219,8.158,5.345,3.657,0.242,0.304,0.306,0.285,0.311,0.802,0.101,0.32,0.339,0.388,0.369,0.242,0.304,0.386,0.212,0.267,0.21,0.219,0.245,0.014,0.165,0.259,0.163,0.222,0.471,0.941,0.941,3.059,98.824,0.941,0.471,3.059,98.824,0.235,5.176,60.706,96.0,0.471,3.059,0.471,0.941,3.059,98.824,0.471,0.0,0.0,0.0,0.24,0.47,0.47,0.24,0.0,0.0,0.47,0.0,0.24,0.71,0.24,0.0,0.47,0.0,0.0,0.24,1.18,0.47,0.47,1.18,0.71,0.0,1.18,0.24,0.24,2.697,3.065,1.717,1.839,2.33,2.33,1.839,4.415,4.047,4.878,5.097,4.828,0
Positive_207,5.603,4.629,0.0,5.481,5.359,6.456,2.558,3.41,9.988,5.725,4.429,3.659,0.0,4.333,4.236,3.659,0.223,0.309,0.287,0.263,0.323,0.794,0.101,0.376,0.322,0.423,0.354,0.223,0.309,0.435,0.166,0.228,0.216,0.21,0.256,0.024,0.154,0.183,0.151,0.143,3.045,0.244,0.609,0.244,100.0,1.827,0.365,1.096,100.0,0.122,0.853,66.748,98.051,3.045,0.244,3.045,0.244,0.244,100.0,3.045,0.37,0.24,0.12,0.37,0.0,0.0,0.73,0.61,0.24,0.61,0.24,0.0,0.49,0.49,0.49,0.37,0.24,0.24,0.0,0.49,0.12,0.24,0.0,0.61,0.0,0.49,0.0,0.37,2.118,2.953,2.44,0.0,2.825,3.403,1.348,1.797,5.265,4.652,4.96,4.728,1
Positive_38,3.969,5.378,1.408,6.146,4.225,3.329,1.665,4.481,5.378,6.914,4.171,5.652,1.48,6.459,4.44,2.288,0.204,0.301,0.255,0.234,0.264,0.802,0.115,0.333,0.335,0.401,0.396,0.204,0.301,0.389,0.181,0.245,0.21,0.237,0.255,0.014,0.186,0.228,0.165,0.19,0.256,0.512,0.256,0.512,99.872,0.384,0.768,2.305,91.805,0.128,0.768,83.099,99.872,0.256,0.512,0.256,0.512,0.512,99.872,0.256,0.38,0.0,0.51,0.26,0.26,0.13,0.13,0.0,0.13,0.38,0.13,0.26,0.38,0.0,0.26,0.0,0.13,0.26,0.0,0.51,0.13,0.26,0.26,0.77,0.0,0.38,0.0,0.38,2.636,2.095,2.839,0.743,2.23,1.757,0.879,2.366,2.839,4.617,5.018,4.762,1
Negative_169,3.687,6.452,3.687,4.147,5.069,5.991,2.765,5.991,8.295,6.452,4.185,7.323,4.185,4.707,5.754,2.615,0.253,0.29,0.281,0.263,0.276,0.783,0.106,0.276,0.327,0.378,0.369,0.253,0.29,0.336,0.269,0.231,0.269,0.241,0.255,0.065,0.13,0.255,0.204,0.208,0.922,1.382,0.922,2.304,98.618,1.843,4.147,4.608,98.618,0.461,5.069,77.88,96.313,0.922,2.304,0.922,1.382,2.304,98.618,0.922,0.46,0.46,0.0,0.93,0.0,0.46,0.0,0.46,0.0,0.46,0.0,0.46,1.85,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.93,0.0,0.0,0.0,0.46,2.626,1.91,3.342,1.91,2.626,3.103,1.432,3.103,4.297,4.458,4.525,4.631,0
Positive_77,5.567,4.069,1.499,7.066,4.711,5.139,2.355,4.069,5.996,6.21,5.487,4.011,1.478,6.965,4.644,0.845,0.21,0.302,0.233,0.221,0.27,0.792,0.111,0.349,0.334,0.405,0.385,0.21,0.302,0.39,0.221,0.26,0.221,0.24,0.27,0.024,0.17,0.227,0.191,0.197,0.642,0.428,0.857,0.428,100.0,0.642,0.428,1.071,100.0,0.214,1.499,73.662,97.859,0.642,0.428,0.642,0.428,0.428,100.0,0.642,0.43,0.43,0.21,0.43,0.0,0.0,0.64,0.43,0.21,0.43,0.0,0.21,0.21,0.21,0.21,0.43,0.21,0.21,0.43,0.21,0.21,0.43,0.0,0.0,0.0,0.0,0.0,0.0,2.372,2.937,2.146,0.791,2.485,2.711,1.242,2.146,3.163,4.732,5.024,4.79,1
Positive_43,4.036,4.036,0.897,6.278,6.278,5.381,4.933,5.83,8.52,8.52,4.148,4.148,0.922,6.452,6.452,5.53,0.251,0.278,0.265,0.327,0.291,0.803,0.103,0.296,0.296,0.345,0.404,0.251,0.278,0.368,0.239,0.266,0.252,0.23,0.279,0.032,0.176,0.212,0.203,0.171,4.036,0.897,2.242,0.897,97.758,3.139,0.897,1.345,97.758,0.448,7.175,73.543,94.17,1.794,0.897,1.794,0.897,0.897,97.758,1.794,0.45,0.0,0.0,0.0,0.0,0.0,0.9,0.45,0.0,0.45,0.45,0.45,0.9,0.0,0.45,0.45,0.9,0.45,0.0,0.9,0.45,0.0,0.45,0.0,0.0,0.0,0.45,0.0,2.026,2.026,2.026,0.45,3.152,2.702,2.477,2.927,4.278,5.151,5.252,5.43,1
Positive_106,5.23,7.741,0.628,6.067,5.858,4.812,5.649,6.695,6.695,4.603,5.209,7.71,0.625,6.043,5.835,5.001,0.259,0.308,0.285,0.278,0.335,0.77,0.138,0.337,0.337,0.421,0.32,0.259,0.308,0.416,0.216,0.26,0.262,0.212,0.218,0.027,0.224,0.231,0.18,0.178,0.418,0.628,1.883,0.628,99.791,0.418,1.255,0.837,97.49,0.209,0.628,84.1,99.791,0.418,0.628,0.418,0.628,0.628,99.791,0.418,1.05,0.21,0.0,0.63,0.0,0.0,0.42,0.42,0.42,0.63,0.42,0.0,0.63,0.63,0.0,0.21,0.0,1.05,0.0,0.21,0.21,0.42,0.21,0.21,0.0,0.42,0.63,0.84,2.224,2.648,3.92,0.318,2.966,2.437,2.86,3.39,3.39,4.962,5.003,4.671,1
Negative_201,4.011,3.734,3.043,5.394,6.362,5.533,3.596,4.288,8.99,6.916,4.274,3.979,3.242,5.747,6.779,3.832,0.232,0.277,0.296,0.306,0.267,0.813,0.091,0.303,0.31,0.371,0.397,0.232,0.277,0.372,0.216,0.23,0.245,0.274,0.222,0.017,0.15,0.23,0.179,0.179,0.415,0.277,0.277,1.66,99.862,1.521,0.415,1.66,98.617,0.138,2.628,69.018,99.862,0.415,1.66,0.415,0.277,1.66,99.862,0.415,0.14,0.28,0.0,0.0,0.42,0.14,0.42,0.42,0.14,0.28,0.0,0.55,0.55,0.55,0.14,0.14,0.42,0.0,0.28,0.28,0.0,0.14,0.14,0.0,0.28,0.14,0.28,0.28,2.155,2.155,2.006,1.635,3.418,2.973,1.932,2.304,4.83,4.475,4.98,4.765,0
Negative_90,1.695,3.814,1.977,5.367,1.695,1.554,3.672,9.887,8.192,7.486,1.557,3.504,1.816,4.931,1.557,1.687,0.186,0.227,0.294,0.247,0.342,0.822,0.092,0.449,0.25,0.507,0.306,0.186,0.227,0.49,0.149,0.24,0.293,0.202,0.291,0.014,0.133,0.15,0.107,0.122,1.13,0.282,0.282,0.424,99.576,0.847,0.989,0.424,99.294,0.141,4.379,71.186,96.469,0.989,0.424,0.989,0.282,0.424,99.576,0.989,0.99,0.42,0.0,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.14,0.28,0.99,0.14,0.14,0.0,0.0,0.0,0.0,0.99,0.57,0.99,1.27,0.71,0.28,0.71,0.14,0.14,3.645,0.875,1.969,1.021,0.875,0.802,1.896,5.104,4.229,4.894,4.447,5.033,0
Negative_106,1.445,3.852,1.445,7.705,0.321,2.247,1.445,9.952,4.494,5.136,1.172,3.124,1.172,6.249,0.26,0.26,0.13,0.234,0.201,0.141,0.326,0.806,0.116,0.499,0.242,0.552,0.318,0.13,0.234,0.51,0.106,0.268,0.211,0.15,0.326,0.023,0.19,0.13,0.082,0.124,0.963,0.321,0.963,0.803,100.0,1.284,0.321,3.21,97.753,0.161,1.124,67.095,99.518,0.321,0.803,0.321,0.803,0.803,100.0,0.321,1.77,0.8,0.0,0.16,0.16,0.16,0.0,0.16,0.0,0.0,0.0,0.32,1.29,0.32,0.0,0.0,0.0,0.0,0.32,1.77,0.0,2.09,1.29,0.32,0.16,0.32,0.0,0.16,2.944,0.757,2.019,0.757,0.168,1.178,0.757,5.216,2.355,4.675,4.481,4.861,0
Positive_102,4.058,4.638,1.159,5.217,5.217,3.478,4.058,5.217,5.797,5.217,5.057,5.779,1.444,6.501,6.501,2.167,0.191,0.293,0.22,0.22,0.275,0.814,0.099,0.371,0.319,0.429,0.38,0.191,0.293,0.414,0.157,0.294,0.157,0.206,0.267,0.012,0.145,0.218,0.128,0.195,0.87,0.58,0.87,0.58,99.71,1.159,2.319,2.029,99.71,0.29,5.217,73.333,97.391,0.87,0.58,0.87,0.58,0.58,99.71,0.87,0.29,0.87,0.58,0.0,0.0,0.0,0.58,0.58,0.0,0.29,0.29,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.29,0.29,0.29,0.0,0.29,0.0,0.58,0.58,0.0,0.0,2.738,2.13,2.435,0.608,2.738,1.826,2.13,2.738,3.043,4.916,4.643,4.472,1
Positive_111,5.704,4.991,0.891,5.169,4.991,3.565,3.743,8.556,4.278,6.774,5.838,5.108,0.912,5.291,5.108,3.101,0.223,0.266,0.289,0.317,0.323,0.818,0.102,0.399,0.285,0.458,0.319,0.223,0.266,0.449,0.193,0.245,0.255,0.227,0.23,0.02,0.18,0.204,0.146,0.175,0.178,0.713,0.535,2.317,99.465,0.357,0.178,5.348,99.465,0.178,3.03,81.283,99.287,0.178,2.317,0.178,0.891,2.317,99.465,0.178,0.71,0.71,0.71,0.18,0.0,0.18,0.54,0.54,0.18,0.54,0.18,0.0,1.07,0.18,0.18,0.18,0.18,0.0,0.36,0.54,0.54,0.89,0.54,0.18,0.0,0.36,0.54,0.0,2.319,2.969,2.597,0.464,2.597,1.855,1.948,4.453,2.226,5.074,4.642,4.588,1
Negative_166,1.681,3.361,1.681,5.462,3.782,6.723,2.941,12.185,13.445,5.042,1.205,2.408,1.205,3.914,2.71,1.205,0.235,0.311,0.387,0.227,0.34,0.777,0.088,0.391,0.349,0.441,0.324,0.235,0.311,0.445,0.207,0.139,0.257,0.177,0.291,0.038,0.122,0.135,0.165,0.11,4.622,0.84,5.882,1.681,99.58,7.563,0.84,1.681,99.58,0.42,10.084,72.689,94.538,0.84,1.681,0.84,3.782,1.681,99.58,0.84,0.42,0.42,0.42,0.42,0.0,0.0,0.0,0.0,0.42,0.0,0.42,0.0,0.84,0.84,0.84,0.0,0.42,0.42,0.42,0.42,0.42,0.42,0.84,1.27,1.27,1.69,0.0,0.0,3.646,0.912,1.823,0.912,2.051,3.646,1.595,6.607,7.291,3.945,4.3,4.566,0
Positive_188,4.005,5.039,0.258,4.91,2.455,3.488,3.618,5.556,6.848,8.14,4.029,5.069,0.26,4.94,2.47,3.249,0.231,0.309,0.236,0.243,0.304,0.788,0.099,0.35,0.319,0.403,0.366,0.231,0.309,0.393,0.201,0.278,0.213,0.223,0.294,0.027,0.151,0.206,0.166,0.182,0.258,0.517,1.809,0.388,100.0,0.258,0.517,0.388,99.483,0.129,5.943,64.858,99.096,0.258,0.388,0.258,1.421,0.388,100.0,0.258,0.13,0.91,0.13,0.13,0.0,0.0,0.13,0.13,0.13,0.0,0.13,0.0,0.13,0.0,0.13,0.13,0.13,0.26,0.0,1.16,0.52,0.39,0.0,0.65,0.0,0.26,0.13,0.39,3.812,1.969,2.478,0.127,1.207,1.715,1.779,2.732,3.367,5.01,5.313,4.944,1
Negative_85,1.458,3.79,3.499,7.58,0.583,6.414,2.041,7.872,11.37,5.831,1.042,2.709,2.501,5.418,0.417,0.417,0.213,0.362,0.262,0.195,0.327,0.746,0.114,0.388,0.376,0.461,0.327,0.213,0.362,0.408,0.181,0.301,0.222,0.173,0.31,0.023,0.164,0.202,0.126,0.193,0.583,1.166,0.583,1.458,99.708,2.624,0.875,1.749,95.627,0.292,10.496,79.883,99.708,0.583,1.458,0.583,1.166,1.458,99.708,0.583,0.0,1.17,0.0,0.0,0.29,0.88,0.0,0.0,0.0,0.0,0.0,0.29,1.17,0.29,0.29,0.0,0.0,0.29,0.0,0.58,2.34,0.58,0.58,0.58,0.29,0.58,0.0,0.29,3.801,0.731,1.901,1.755,0.292,3.216,1.023,3.947,5.702,5.157,5.092,4.899,0
Negative_173,3.11,3.828,1.914,5.502,4.785,3.828,4.545,6.459,13.158,6.22,2.935,3.613,1.807,5.193,4.516,2.71,0.234,0.261,0.349,0.285,0.316,0.823,0.093,0.344,0.304,0.402,0.364,0.234,0.261,0.416,0.197,0.194,0.288,0.204,0.254,0.017,0.151,0.216,0.158,0.168,0.478,0.718,0.718,1.196,99.761,1.435,0.478,2.632,98.565,0.239,1.196,84.928,99.761,0.478,1.196,0.478,0.718,1.196,99.761,0.478,0.0,0.72,0.48,0.0,0.24,0.24,0.24,0.0,0.0,0.0,0.48,0.48,0.72,0.24,0.24,0.24,0.0,0.24,0.0,0.48,0.0,0.0,0.72,0.96,0.0,0.96,0.0,0.48,2.452,1.678,2.065,1.033,2.582,2.065,2.452,3.485,7.099,4.689,4.57,4.484,0
Negative_18,1.349,4.046,2.312,7.9,1.156,5.202,2.505,9.249,8.671,3.276,0.71,2.13,1.217,4.159,0.609,0.71,0.216,0.339,0.26,0.145,0.318,0.751,0.119,0.372,0.368,0.435,0.349,0.216,0.339,0.414,0.208,0.255,0.193,0.125,0.319,0.027,0.147,0.178,0.153,0.147,0.385,0.578,0.385,1.156,100.0,0.771,0.578,1.156,100.0,0.193,2.697,52.987,97.495,0.385,1.156,0.385,0.771,1.156,100.0,0.385,0.77,0.77,0.39,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.19,0.19,0.39,0.0,0.39,0.0,0.0,0.0,0.0,0.19,0.58,0.97,0.77,1.54,0.58,1.74,0.0,0.39,3.994,0.699,2.097,1.198,0.599,2.696,1.298,4.793,4.494,4.908,4.913,4.6,0
Negative_89,6.933,2.521,0.84,4.202,2.101,3.571,2.941,5.462,14.076,3.782,6.141,2.233,0.744,3.722,1.861,1.489,0.162,0.25,0.275,0.172,0.521,0.868,0.067,0.538,0.271,0.571,0.267,0.162,0.25,0.576,0.12,0.248,0.255,0.116,0.269,0.008,0.109,0.114,0.105,0.101,1.05,0.84,0.63,0.42,99.58,0.63,1.05,0.42,99.58,0.21,4.202,73.319,89.916,1.05,0.42,1.05,0.84,0.42,99.58,1.05,0.21,0.0,0.0,0.0,0.42,0.0,0.21,0.0,0.0,0.21,0.0,0.21,0.0,0.0,0.21,0.0,0.42,0.21,0.0,0.21,0.0,1.89,0.63,0.63,0.0,0.42,0.0,0.0,1.649,3.888,1.414,0.471,1.178,2.002,1.649,3.063,7.893,4.724,4.761,4.691,0
Negative_124,6.135,6.135,3.681,3.988,7.055,2.454,2.147,4.294,8.589,6.135,8.056,8.056,4.834,5.237,9.265,4.028,0.206,0.282,0.285,0.319,0.328,0.828,0.101,0.353,0.316,0.451,0.344,0.206,0.282,0.417,0.163,0.249,0.24,0.249,0.191,0.006,0.178,0.228,0.145,0.188,0.92,0.613,1.84,0.613,98.773,0.92,0.613,7.669,96.012,0.307,3.374,70.859,98.773,0.92,0.613,0.92,0.613,0.613,98.773,0.92,0.31,0.0,0.0,0.0,0.62,0.31,0.31,0.62,0.31,0.0,0.62,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.31,0.0,0.62,0.0,0.0,0.0,0.62,0.31,0.0,2.391,3.188,3.188,1.913,3.666,1.275,1.115,2.231,4.463,4.723,4.544,4.71,0
Positive_200,3.581,5.882,0.895,6.522,2.941,5.754,3.964,5.371,5.882,7.545,3.391,5.57,0.848,6.176,2.785,2.664,0.233,0.324,0.228,0.253,0.298,0.765,0.124,0.359,0.341,0.427,0.34,0.233,0.324,0.405,0.204,0.291,0.213,0.23,0.277,0.027,0.17,0.206,0.179,0.173,0.256,0.384,0.256,0.639,99.616,1.535,0.384,0.639,99.105,0.128,5.882,84.271,99.616,0.256,0.512,0.256,1.279,0.639,99.616,0.256,0.51,0.26,0.0,0.13,0.0,0.26,0.0,0.13,0.0,0.38,0.0,0.26,0.51,0.38,0.38,0.26,0.13,0.26,0.26,1.02,0.26,0.26,0.26,0.26,0.0,0.13,0.26,0.26,2.673,1.782,2.927,0.445,1.464,2.863,1.973,2.673,2.927,4.874,5.245,4.867,1
Positive_159,3.03,5.628,1.299,6.494,5.195,8.225,4.762,2.597,5.628,7.359,3.757,6.978,1.611,8.052,6.441,4.831,0.303,0.355,0.229,0.286,0.212,0.719,0.121,0.247,0.377,0.316,0.381,0.303,0.355,0.307,0.274,0.287,0.217,0.287,0.217,0.043,0.178,0.291,0.252,0.243,3.463,1.299,1.299,1.732,100.0,1.299,2.165,2.597,96.104,0.433,1.732,77.056,100.0,3.463,1.732,3.463,1.299,1.732,100.0,3.463,0.0,0.0,0.43,0.43,0.0,0.0,0.0,0.43,0.87,0.43,0.43,0.43,0.43,0.87,0.43,0.0,0.0,0.43,0.0,0.43,0.43,0.0,0.0,0.0,0.0,0.43,0.0,0.0,3.703,1.44,2.674,0.617,2.469,3.908,2.263,1.234,2.674,5.042,5.191,5.731,1
Negative_223,2.781,4.474,4.232,4.353,3.99,4.111,3.869,4.353,9.915,6.771,2.256,3.63,3.434,3.532,3.237,1.962,0.218,0.256,0.264,0.278,0.285,0.815,0.088,0.36,0.283,0.447,0.335,0.218,0.256,0.411,0.177,0.245,0.252,0.249,0.271,0.021,0.14,0.199,0.151,0.171,0.726,0.242,0.846,0.242,100.0,0.846,0.363,2.66,99.154,0.121,0.242,73.881,100.0,0.484,0.242,0.484,0.242,0.242,100.0,0.484,0.48,0.12,0.36,0.0,0.48,0.48,0.24,0.48,0.36,0.24,0.24,0.48,0.24,0.61,0.24,0.24,0.0,0.24,0.12,0.36,0.12,0.12,0.0,0.48,0.36,0.36,0.12,0.24,2.919,1.459,2.348,2.221,2.094,2.157,2.03,2.284,5.203,4.699,4.57,4.767,0
Positive_57,6.615,4.28,0.778,6.226,5.837,10.117,1.946,1.946,6.226,10.506,7.346,4.753,0.864,6.914,6.482,2.161,0.214,0.319,0.222,0.307,0.28,0.774,0.105,0.3,0.346,0.35,0.436,0.214,0.319,0.346,0.184,0.297,0.203,0.25,0.219,0.035,0.152,0.246,0.18,0.219,1.946,1.556,2.335,0.778,100.0,1.946,1.556,0.778,100.0,0.389,13.619,70.817,98.833,1.946,0.778,1.946,1.556,0.778,100.0,1.946,0.0,0.0,0.0,0.78,0.39,0.0,0.0,0.0,0.0,0.78,1.17,0.39,0.39,0.39,0.78,0.0,0.78,0.0,0.0,0.0,0.0,0.78,0.0,0.39,0.0,0.0,0.0,0.39,1.022,3.474,2.248,0.409,3.065,5.313,1.022,1.022,3.27,4.677,5.086,4.435,1
Positive_133,1.747,2.62,0.0,9.17,3.93,3.057,6.987,7.424,6.55,5.677,1.929,2.893,0.0,10.127,4.34,2.893,0.279,0.297,0.231,0.223,0.271,0.742,0.118,0.371,0.323,0.397,0.323,0.279,0.297,0.424,0.193,0.294,0.197,0.228,0.285,0.044,0.175,0.202,0.145,0.171,2.183,1.31,1.31,0.873,98.69,1.31,2.183,0.873,98.69,0.437,2.183,65.939,84.279,3.93,0.873,2.183,1.31,0.873,98.69,3.93,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.44,0.44,0.44,0.0,0.0,0.44,0.44,0.88,0.44,0.88,0.0,0.0,0.88,0.0,0.0,5.014,0.802,1.203,0.0,1.805,1.404,3.209,3.409,3.008,5.483,5.348,5.532,1
Negative_200,2.857,4.286,1.429,8.571,2.143,3.571,6.429,10.0,11.429,5.0,4.001,6.003,2.001,12.004,3.001,2.001,0.243,0.3,0.3,0.221,0.314,0.793,0.129,0.336,0.321,0.393,0.364,0.243,0.3,0.371,0.237,0.245,0.23,0.187,0.266,0.043,0.194,0.23,0.194,0.194,3.571,1.429,2.143,2.857,100.0,9.286,1.429,28.571,99.286,0.714,2.857,78.571,100.0,1.429,2.857,1.429,2.143,2.857,100.0,1.429,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.72,0.0,0.0,0.72,0.0,0.72,0.0,0.0,0.0,1.44,2.88,0.0,0.72,0.72,0.0,2.214,1.476,2.214,0.738,1.107,1.845,3.322,5.167,5.905,4.513,5.175,4.932,0
Positive_15,4.011,4.011,3.152,7.163,7.163,7.163,4.298,4.298,3.725,9.169,3.756,3.756,2.951,6.707,6.707,1.342,0.206,0.292,0.186,0.301,0.264,0.794,0.112,0.312,0.315,0.384,0.41,0.206,0.292,0.35,0.224,0.325,0.187,0.227,0.216,0.023,0.172,0.23,0.19,0.21,0.573,1.719,0.573,1.146,99.427,1.719,0.86,1.146,93.696,0.287,9.456,74.499,99.427,0.573,1.146,0.573,1.719,1.146,99.427,0.573,0.0,0.0,0.57,0.29,0.29,0.29,0.57,0.86,0.0,0.29,0.29,0.0,0.57,0.29,0.57,0.57,0.57,0.29,0.29,0.29,0.29,0.29,0.29,0.0,0.29,0.0,0.0,0.86,1.218,2.131,2.131,1.675,3.806,3.806,2.284,2.284,1.979,4.796,5.303,4.907,1
Positive_86,2.113,7.394,0.352,3.873,3.873,1.761,1.056,5.634,4.577,13.028,1.926,6.74,0.321,3.531,3.531,0.963,0.169,0.25,0.187,0.246,0.303,0.796,0.113,0.405,0.271,0.482,0.349,0.169,0.25,0.437,0.148,0.297,0.194,0.23,0.24,0.018,0.201,0.205,0.127,0.173,0.704,1.056,1.056,2.465,99.648,2.113,0.704,8.451,98.944,0.352,5.634,62.324,99.648,0.704,2.465,0.704,1.056,2.465,99.648,0.704,1.06,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.35,0.0,0.0,0.35,0.0,0.35,0.0,0.0,0.0,0.0,0.35,0.35,1.06,0.35,0.0,0.0,0.0,0.0,1.41,3.702,1.058,3.702,0.176,1.939,0.882,0.529,2.821,2.292,5.298,4.932,4.787,1
Negative_122,1.244,2.488,2.239,2.488,2.736,1.99,0.498,15.423,7.214,4.229,1.138,2.275,2.048,2.275,2.502,0.455,0.177,0.204,0.351,0.201,0.405,0.843,0.05,0.565,0.234,0.612,0.211,0.177,0.204,0.6,0.11,0.167,0.304,0.14,0.332,0.012,0.087,0.072,0.057,0.057,0.498,1.493,0.498,0.746,99.502,0.995,1.244,0.746,99.502,0.249,1.244,77.612,88.806,0.498,0.746,0.498,1.493,0.746,99.502,0.498,1.75,1.0,0.25,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24,1.0,2.74,1.75,1.25,0.5,0.75,0.0,0.0,4.568,0.653,1.305,1.175,1.435,1.044,0.261,8.092,3.785,4.701,4.633,4.523,0
