APAAC1,APAAC2,APAAC3,APAAC4,APAAC5,APAAC6,APAAC7,APAAC8,APAAC9,APAAC10,APAAC11,APAAC12,APAAC13,APAAC14,APAAC15,APAAC16,APAAC17,APAAC18,APAAC19,APAAC20,APAAC21,APAAC22,APAAC23,APAAC24,APAAC25,APAAC26,APAAC27,APAAC28,APAAC29,APAAC30,APAAC31,APAAC32,APAAC33,APAAC34,APAAC35,APAAC36,APAAC37,APAAC38,APAAC39,APAAC40,id,label
5.318,3.42,3.42,3.039,3.039,7.028,3.039,5.508,3.039,5.128,8.358,7.028,2.09,3.039,5.128,8.738,4.559,0.949,3.039,5.508,3.3,4.34,-4.159,-2.984,-1.537,-1.627,4.928,3.436,2.215,3.436,0.316,0.769,-2.215,0.995,-1.311,1.627,-1.627,-0.995,-0.542,1.221,Positive_199,1
5.661,3.538,4.246,4.482,1.179,8.963,1.415,7.077,1.887,4.01,10.615,7.784,1.415,5.19,4.01,4.01,2.831,0.708,4.482,4.954,-2.565,1.636,-6.103,-5.352,1.592,1.681,-1.061,2.875,1.061,2.875,1.902,1.592,-1.238,0.044,-3.14,1.813,3.981,6.634,1.15,2.167,Positive_113,1
4.568,4.429,2.215,3.738,1.661,5.537,4.568,5.122,1.523,1.938,7.752,2.354,1.246,2.215,8.582,8.859,4.429,0.831,0.831,4.291,1.84,1.956,0.46,-0.307,2.071,2.416,3.029,2.492,2.109,2.722,-1.764,0.652,2.761,2.876,1.687,4.371,-2.722,-1.457,-2.377,0.498,Negative_221,0
8.947,8.676,1.356,2.982,1.627,4.338,2.44,7.863,0.542,0.813,4.88,2.44,0.271,1.356,9.218,7.32,2.44,1.084,1.084,3.796,5.547,6.907,-2.719,2.057,0.588,3.857,-2.131,-0.441,-2.314,0.625,0.073,1.029,-0.11,0.367,-0.037,2.241,4.592,4.96,-2.021,3.453,Negative_141,0
8.126,4.375,5.209,7.71,0.625,6.043,2.5,7.085,2.917,5.835,7.71,4.793,2.084,5.626,6.668,6.668,5.001,1.042,5.001,4.585,-2.59,-0.747,-1.096,0.05,-0.747,-0.847,-0.249,-2.241,1.793,2.689,-2.689,-1.544,1.245,3.386,-0.1,3.137,-1.494,-0.946,0.896,2.49,Positive_105,1
11.709,7.206,1.801,5.104,2.402,5.705,9.908,7.206,4.203,2.702,11.709,2.402,1.201,4.503,9.307,8.106,6.005,2.102,3.903,6.906,0.342,1.141,2.168,-1.426,-1.141,3.195,-0.799,-5.134,-3.423,2.168,1.084,0.228,-5.134,-3.023,-2.795,-1.711,-1.312,-0.913,1.141,1.255,Positive_163,1
7.822,6.727,0.938,2.972,0.938,5.475,2.034,6.414,1.251,1.095,5.319,1.564,0.626,2.034,9.699,7.509,2.816,0.313,0.157,2.346,0.715,3.675,-1.939,1.327,4.015,5.682,0.238,1.905,0.17,1.565,-0.476,2.246,2.212,4.083,-1.497,0.544,0.306,2.586,0.919,3.675,Negative_58,0
5.704,6.741,4.408,6.999,0.519,5.704,3.111,5.704,4.148,5.445,8.555,5.962,3.888,3.371,6.222,6.482,3.371,1.297,5.962,7.778,-4.105,-6.538,-4.004,-4.562,7.907,5.981,5.474,1.622,-5.474,-2.23,-0.101,1.926,-0.355,1.825,0.558,0.253,2.027,2.382,-2.737,-1.216,Positive_41,1
7.365,6.421,0.85,3.021,1.133,6.138,3.211,4.438,1.416,0.661,7.176,0.944,0.566,0.85,3.021,3.116,2.549,0.472,0.566,2.549,-1.355,1.863,0.395,3.219,3.868,4.743,3.953,4.348,2.005,4.122,-1.27,1.863,3.755,6.07,-1.807,2.146,-0.819,1.694,0.311,4.433,Negative_16,0
16.365,8.694,1.535,7.16,1.022,4.603,4.092,9.462,1.535,3.58,11.763,2.046,1.278,2.302,5.625,4.092,6.137,1.022,2.046,9.973,-1.982,-1.617,0.574,-0.782,1.721,1.304,-1.095,-0.574,-0.991,0.417,0.104,1.2,-1.043,0.574,0.365,0.782,-2.66,-2.295,0.052,1.617,Positive_110,1
15.89,0.311,0.935,0.935,0.468,8.257,1.402,5.297,0.156,0.0,0.311,4.362,0.156,0.935,5.452,4.985,0.935,0.0,0.0,0.935,1.319,5.689,1.784,5.198,-0.336,4.008,0.233,3.517,-0.0,5.482,-0.465,3.982,0.155,4.862,1.577,5.043,-0.776,3.491,-0.336,3.853,Negative_67,0
5.345,5.345,4.008,6.68,1.336,4.008,4.008,5.345,1.336,4.008,9.352,5.345,1.336,5.345,5.345,25.386,4.008,2.672,2.672,9.352,-0.112,9.371,-0.898,-6.566,-0.056,-5.668,-4.826,-10.887,5.948,4.994,2.357,10.213,-10.438,-2.357,-9.259,-4.77,1.571,4.377,-2.245,7.015,Negative_131,0
6.332,4.627,1.583,2.435,0.609,5.48,4.749,5.114,1.339,1.827,6.575,3.896,0.853,1.096,9.376,9.863,4.749,0.244,0.609,1.827,1.061,4.391,-0.439,1.61,2.049,1.39,-2.452,-0.146,2.708,2.854,0.512,0.768,-2.708,1.829,3.403,4.574,-0.146,3.256,0.146,2.159,Negative_215,0
12.12,4.329,4.04,4.04,2.309,6.925,4.905,8.658,2.598,5.772,9.812,7.503,1.154,2.309,5.483,5.772,6.349,0.866,3.751,6.349,4.044,4.517,-5.357,-3.309,-1.418,-0.263,-0.893,0.84,-0.105,-0.945,-0.945,-0.683,1.05,5.252,-0.368,-1.208,-3.256,-3.466,-0.105,1.576,Positive_68,1
5.092,2.851,3.462,4.685,0.407,4.99,2.648,5.397,0.713,4.481,4.481,5.499,1.324,2.444,2.546,3.564,4.787,0.204,1.528,4.685,1.053,2.599,-1.217,1.184,2.237,2.796,2.796,3.783,-0.066,1.678,-0.526,1.546,3.618,5.395,0.921,1.579,0.0,2.467,0.954,1.414,Positive_192,1
2.809,3.403,3.187,2.863,1.458,4.538,2.107,2.917,0.702,1.999,4.43,4.808,0.757,1.783,3.673,7.401,3.025,0.054,0.594,2.755,4.366,5.057,0.746,1.989,1.409,3.343,1.078,2.736,0.857,1.851,2.349,4.228,0.774,1.962,0.995,2.321,0.111,2.929,1.492,4.145,Negative_228,0
6.082,1.216,2.919,2.433,0.486,4.622,1.703,3.892,2.189,3.163,5.352,1.216,0.973,1.216,7.785,11.92,10.461,0.973,1.459,5.352,1.018,0.302,1.961,0.98,0.603,1.131,2.753,1.471,2.225,3.243,2.3,-0.302,1.546,0.943,0.867,0.905,2.451,2.074,-0.339,-1.546,Negative_140,0
2.984,3.979,0.995,2.984,1.244,3.979,3.481,2.735,1.989,1.244,7.46,6.714,1.492,1.741,3.979,5.471,2.487,0.995,1.244,1.492,0.059,2.406,-5.252,-2.083,6.338,7.306,2.025,5.692,1.702,2.113,2.993,4.577,5.604,5.194,-0.235,2.612,0.998,2.083,-2.171,-0.646,Negative_43,0
3.939,5.908,4.267,5.908,5.252,5.581,4.924,3.939,2.297,5.252,7.878,6.236,1.642,4.267,4.924,7.878,5.581,2.626,1.642,8.535,2.117,1.871,-3.496,-4.579,4.284,1.576,1.92,-0.788,-2.117,-2.265,-2.166,1.28,1.822,2.954,2.806,2.954,-0.64,3.89,-4.677,-5.219,Negative_7,0
6.74,3.177,4.429,3.659,0.0,4.333,3.755,6.836,0.963,4.236,6.74,5.104,1.926,2.022,2.696,7.896,5.585,0.77,3.659,4.526,2.688,1.581,-2.292,-0.435,-0.751,-0.553,1.581,1.304,2.016,2.332,0.83,1.383,1.621,3.083,1.581,2.134,0.988,0.988,0.83,0.04,Positive_207,1
17.9,2.557,6.819,5.967,1.705,2.557,4.262,11.082,1.705,4.262,11.082,11.934,3.41,4.262,2.557,5.115,9.377,0.852,2.557,8.524,8.649,6.694,-3.377,-1.066,1.6,-4.562,1.481,3.021,-0.533,-2.429,-6.872,-5.628,-1.363,0.118,-10.012,-4.206,-1.718,0.533,4.206,-3.021,Positive_126,1
7.261,3.08,4.84,5.281,0.88,5.281,5.501,3.08,2.2,3.96,14.081,6.381,3.08,5.281,7.041,11.221,12.101,0.66,1.54,7.261,-3.19,-3.685,1.21,1.1,0.055,-0.66,1.21,2.035,0.055,-0.165,-4.4,-2.365,1.76,1.65,0.66,-2.31,0.605,1.155,-1.1,-3.63,Positive_95,1
12.946,9.157,4.105,7.579,0.948,8.211,5.052,12.631,2.211,4.737,10.105,1.579,1.579,6.0,8.842,4.421,6.631,1.263,4.421,6.631,-2.738,-1.548,3.274,0.417,-2.024,1.548,2.619,-0.238,-5.893,-1.845,-6.667,-6.19,-4.583,0.893,-2.202,-5.0,0.179,-0.357,4.881,6.429,Positive_150,1
13.44,5.679,4.353,6.247,0.379,4.732,6.058,8.14,2.083,5.301,9.843,3.597,3.218,3.407,5.49,6.247,3.597,1.135,2.461,10.412,-0.529,-1.693,-2.275,-1.058,2.751,-0.159,3.862,2.751,-2.222,-2.169,-0.0,-0.899,-0.317,1.323,-2.963,-1.587,-1.481,-0.37,1.005,0.212,Positive_62,1
7.385,4.908,1.171,3.467,0.945,6.664,7.024,6.844,2.432,2.296,7.115,3.377,1.261,1.666,8.601,7.024,5.088,0.72,0.54,4.458,-2.158,0.83,-2.988,0.705,-0.456,1.535,1.743,2.946,-0.29,2.49,1.203,1.992,1.66,2.282,-1.037,-0.249,0.083,2.531,1.162,3.029,Negative_132,0
11.535,7.91,3.955,7.251,1.318,7.91,3.626,8.899,1.318,6.591,13.184,7.91,3.296,3.296,4.944,7.251,5.273,1.978,3.296,11.206,-4.451,-3.232,-11.22,-6.28,2.134,2.561,6.951,5.122,-3.902,-0.671,-0.122,2.378,4.268,4.573,-4.756,-6.341,-6.585,-3.232,2.5,-1.646,Positive_191,1
7.906,9.172,0.948,3.796,3.796,8.856,3.479,7.274,1.582,3.162,10.436,2.846,1.582,3.796,7.274,6.326,3.162,2.214,1.582,6.326,4.298,1.098,-4.871,-1.194,-2.913,-1.528,-0.191,0.334,2.579,1.194,-1.003,0.573,1.337,1.098,1.051,0.048,-2.436,0.621,1.146,3.247,Negative_83,0
5.295,0.0,0.53,2.118,3.706,3.177,0.53,5.824,3.177,1.589,2.118,10.06,1.589,2.118,2.118,1.059,0.53,0.0,0.0,2.648,0.578,1.927,-0.53,-1.084,0.337,2.674,5.854,8.384,2.12,4.384,-0.41,2.024,5.204,9.612,3.614,2.578,-0.626,0.819,0.265,4.095,Positive_127,1
5.388,3.593,2.395,1.796,0.599,3.593,4.79,3.593,1.796,0.0,6.586,5.388,1.796,2.395,6.586,7.185,3.593,0.0,1.796,1.796,-3.104,-1.067,0.517,1.552,6.208,5.723,-0.776,-1.487,7.921,8.309,-2.522,0.776,0.744,1.326,1.035,4.138,-0.905,0.259,3.265,3.427,Positive_2,1
5.185,2.161,7.346,4.753,0.864,6.914,3.025,9.938,3.025,6.482,12.963,11.235,1.296,2.161,2.161,6.914,9.074,1.728,2.161,11.667,0.611,2.332,-5.053,-7.718,2.443,-0.111,-1.333,5.275,3.443,5.664,-5.053,-1.61,-4.831,-0.444,-0.833,0.999,-0.777,-0.5,-0.833,-2.721,Positive_57,1
5.777,2.439,1.925,1.733,0.45,4.3,8.345,3.274,1.476,5.071,5.263,5.134,1.925,0.77,7.639,10.976,9.692,0.193,0.963,7.51,2.376,2.376,-0.933,0.976,-0.0,0.976,1.443,1.994,0.679,0.679,-1.4,-0.552,1.358,2.121,1.697,2.079,-1.146,0.509,-0.552,0.467,Negative_81,0
12.644,8.955,1.053,5.795,3.161,7.902,2.634,10.536,0.0,1.053,12.117,3.687,0.527,4.742,13.697,7.376,5.268,1.053,1.053,4.215,1.182,4.836,1.29,4.191,-7.684,-0.752,-4.836,-3.278,-5.266,-3.332,-0.322,2.74,-2.364,1.128,-3.546,1.558,2.311,4.138,-0.215,0.752,Negative_55,0
7.513,3.886,6.994,5.829,1.813,7.383,4.015,6.864,1.684,7.901,7.513,8.419,1.555,4.922,4.015,7.254,4.145,0.777,3.756,5.699,-0.765,2.65,-7.645,-5.046,1.478,4.536,0.306,3.364,-1.58,-1.172,-0.51,1.274,1.223,4.689,-2.192,1.529,-3.619,-3.772,0.968,2.345,Positive_107,1
9.994,9.751,1.707,5.606,1.95,7.313,4.875,10.969,2.681,3.656,12.432,4.388,1.707,3.656,10.482,6.582,6.582,2.681,1.95,10.725,-3.89,-0.958,-5.087,-1.017,2.394,9.216,-5.566,-3.531,-3.291,-1.137,-2.813,-0.898,-6.284,-4.249,-1.915,-0.718,4.548,3.591,-0.06,1.975,Negative_94,0
2.532,5.958,1.341,1.043,3.575,5.809,2.086,4.022,4.469,2.086,4.171,3.873,0.447,2.234,1.937,6.852,2.83,0.298,2.383,1.937,1.856,0.749,-3.563,-4.521,3.413,5.719,-1.737,-2.395,-2.695,-0.988,11.527,9.581,4.072,4.521,0.299,-2.066,7.365,7.186,0.09,1.707,Negative_235,0
7.616,2.487,2.332,6.684,1.088,8.704,2.021,4.508,1.709,3.575,7.15,7.305,0.777,5.129,3.264,3.575,3.575,0.777,1.865,4.818,-0.474,2.25,-3.672,-0.671,1.105,7.343,-3.119,2.013,-1.816,2.487,-2.329,0.553,-0.553,3.829,2.092,5.645,1.579,4.935,-1.263,1.105,Positive_96,1
7.801,8.719,0.459,1.836,2.753,4.13,2.294,5.047,4.589,0.459,6.425,2.753,0.918,2.294,15.143,6.883,2.753,0.0,1.376,2.294,-4.262,0.237,-1.223,0.474,4.183,5.13,-2.723,-0.316,1.46,3.157,4.893,4.972,1.736,0.552,-1.46,2.999,-3.631,1.381,0.75,2.762,Negative_27,0
17.921,7.719,0.275,5.79,1.93,6.066,3.032,10.477,3.584,1.654,10.201,1.93,2.481,1.378,3.309,6.066,4.687,1.654,1.103,9.65,-0.202,0.303,-2.775,-4.591,-0.555,-0.101,-0.908,1.715,0.757,2.775,1.362,0.303,-2.775,-2.523,-4.591,-1.261,0.959,1.261,3.734,6.206,Positive_137,1
4.603,1.895,1.083,0.812,1.354,2.979,2.708,3.791,0.812,2.979,7.312,4.603,2.166,1.083,2.979,5.687,2.166,0.812,0.271,3.249,2.187,3.788,3.548,3.308,3.788,2.294,4.775,4.721,1.014,1.307,2.987,3.361,-1.84,-0.8,4.748,2.187,-0.48,0.08,2.614,3.067,Negative_188,0
9.905,8.08,3.388,7.82,0.0,6.256,4.692,7.038,3.128,3.65,8.602,2.867,2.606,5.995,5.735,3.128,7.038,1.303,6.517,6.256,-4.576,-3.848,-1.664,-1.04,-6.344,-3.016,1.82,0.52,-1.404,-2.236,-1.04,-0.884,4.368,3.796,5.044,4.628,1.144,3.068,-1.872,-0.468,Positive_134,1
5.86,4.396,2.605,4.232,3.093,6.186,6.349,4.396,2.279,5.21,6.512,5.21,1.953,3.907,4.232,7.814,4.232,0.489,2.605,3.582,1.064,0.979,-1.064,-3.023,3.065,1.703,0.0,-0.766,2.767,1.788,-1.958,-2.341,1.149,0.681,1.447,0.681,1.831,1.32,2.682,2.852,Positive_221,1
5.11,6.759,1.154,2.308,1.319,4.615,3.626,5.11,1.154,1.648,6.593,3.956,0.66,2.802,6.264,4.78,1.814,0.66,1.154,2.802,-1.35,1.511,0.193,2.347,2.411,2.604,4.886,3.857,1.189,2.861,-1.993,1.286,-3.407,0.804,-0.257,1.575,4.597,5.561,3.761,3.279,Positive_157,1
14.025,6.297,3.148,3.148,0.286,11.162,4.579,9.159,2.29,8.014,9.732,6.011,2.863,3.721,4.866,2.576,4.293,1.145,4.008,7.728,1.854,2.126,-6.379,-3.217,2.29,0.709,2.345,4.035,1.799,-0.763,-0.218,0.109,-3.599,-2.345,-2.944,-0.654,-0.6,-0.491,-2.399,-0.709,Positive_136,1
8.202,7.339,1.08,5.611,1.943,7.771,5.396,7.986,3.022,2.375,12.519,3.885,0.648,3.453,6.907,8.418,2.375,0.863,2.806,7.554,-0.501,1.903,-2.303,0.501,2.504,2.654,-3.806,-0.401,-5.308,-5.408,-4.907,-3.956,3.956,3.055,5.408,3.856,0.951,2.103,-2.354,1.903,Negative_3,0
12.14,6.698,5.023,7.117,2.512,9.21,5.442,7.535,3.767,6.279,15.49,8.373,2.093,3.35,10.465,6.698,5.023,2.931,5.861,10.048,-0.816,0.34,-8.503,-7.211,0.34,0.884,1.156,-0.408,-3.741,-0.136,-6.667,0.952,0.476,5.102,-6.122,-3.878,-2.313,2.041,-2.585,-4.966,Positive_209,1
12.032,4.433,5.487,4.011,1.478,6.965,3.799,7.177,3.166,4.644,10.976,5.066,3.799,2.321,4.011,5.91,5.276,1.056,0.845,6.121,-0.444,0.591,-3.795,-3.351,2.612,1.873,0.246,1.281,-3.105,-1.922,-1.725,-1.626,2.514,2.957,-3.351,1.626,-1.429,-0.049,4.781,3.746,Positive_77,1
7.243,3.449,4.483,4.828,2.759,5.864,6.208,7.932,2.759,5.864,11.727,5.864,3.449,4.828,6.208,6.898,3.104,2.07,3.104,6.898,3.694,5.541,-8.232,-7.652,2.005,-0.528,2.058,2.744,3.588,3.219,-1.319,-3.799,-3.483,-4.749,3.166,1.478,1.214,-0.053,-1.953,-2.48,Positive_219,1
14.563,5.259,3.236,6.067,0.405,4.449,4.045,11.326,2.023,8.09,10.922,3.641,4.045,2.831,5.259,6.472,5.259,1.618,2.427,6.877,-1.795,-1.85,-6.202,-4.733,-0.163,-2.394,5.713,2.503,-2.666,-2.339,-1.034,-3.591,-1.415,-3.156,6.039,1.959,1.904,0.49,4.298,-0.381,Positive_30,1
8.905,3.365,6.332,5.245,0.396,3.661,5.047,7.323,0.989,4.552,8.015,3.463,1.88,4.156,4.254,8.708,9.103,1.385,3.265,7.421,-0.195,-1.17,1.023,-0.39,-2.534,-1.706,2.485,0.78,-0.244,0.877,1.462,0.292,-0.975,0.536,1.072,-0.682,2.096,1.365,0.146,-1.706,Positive_167,1
5.556,2.072,0.282,0.942,1.318,1.224,1.507,3.579,1.036,1.789,5.744,1.224,0.942,2.731,3.767,4.049,3.202,0.565,1.507,4.426,4.651,2.753,5.292,3.251,4.248,2.515,5.244,3.204,3.037,1.637,2.658,1.424,2.871,1.448,1.637,0.902,3.156,0.451,1.305,0.854,Negative_133,0
7.708,6.423,3.854,1.285,2.57,3.854,3.854,3.854,0.0,1.285,8.993,7.708,1.285,3.854,5.138,3.854,2.57,0.0,0.0,1.285,-4.128,-1.318,-1.526,2.046,0.069,-2.428,14.083,13.077,-5.064,-2.046,-1.318,5.307,-0.937,1.665,1.873,4.266,11.689,4.336,-7.631,-1.387,Negative_49,0
6.578,2.024,1.518,6.072,2.024,7.59,1.012,4.554,0.506,4.554,7.084,12.65,2.024,2.53,3.036,6.072,3.542,0.506,3.036,7.084,8.652,13.65,3.57,6.636,-2.982,-0.126,-0.966,0.924,-3.402,-1.428,-3.822,-3.696,-5.04,0.504,2.352,2.268,-1.89,2.814,-3.024,1.008,Positive_202,1
13.61,7.205,5.604,6.805,0.4,6.805,4.402,9.607,2.802,4.803,14.409,8.405,2.802,6.404,11.207,6.404,6.004,3.202,5.203,7.606,-1.07,-2.406,-1.872,-5.08,0.869,3.142,-9.893,-6.618,1.805,-1.604,7.553,7.086,1.003,-0.535,-7.286,-5.749,-4.746,-0.668,-5.214,-2.406,Positive_82,1
4.866,3.954,1.064,3.649,0.76,5.779,2.281,4.41,1.064,0.913,4.562,2.585,1.064,1.064,8.06,4.866,2.585,0.76,0.0,3.649,-1.564,1.999,3.795,4.809,3.071,4.867,-0.55,3.389,1.825,3.447,0.261,2.984,-0.869,2.231,0.811,2.723,0.898,4.316,-0.261,3.882,Negative_126,0
7.196,8.568,3.427,2.399,6.511,6.511,3.77,5.484,3.084,1.714,8.568,4.798,0.685,1.714,5.484,3.77,3.084,1.028,0.685,5.484,6.045,3.568,-1.217,2.267,-2.771,-1.637,1.847,1.553,0.84,-0.63,-0.798,1.469,-4.114,-1.217,-0.672,1.134,0.546,1.637,4.702,3.484,Negative_195,0
6.196,7.125,4.956,3.717,4.027,4.027,2.169,5.266,0.62,1.239,8.054,2.479,1.859,3.098,2.479,7.125,3.098,1.239,3.098,6.196,7.923,8.041,1.171,1.405,5.894,2.303,3.552,1.561,1.21,1.522,-0.195,-1.444,1.21,-0.468,-0.664,-3.279,-3.591,-1.171,-4.176,1.132,Negative_24,0
8.575,9.079,1.513,3.531,0.0,7.061,1.009,6.557,3.027,6.557,9.079,5.044,2.017,5.044,6.052,4.035,4.035,1.513,5.044,6.557,-2.05,-0.429,-8.675,-7.15,-2.336,3.861,5.005,4.004,10.772,6.292,-3.051,-6.101,3.527,4.099,8.484,8.055,-4.242,-3.765,-7.054,-4.576,Positive_18,1
0.99,7.429,1.981,1.486,0.496,2.476,5.943,16.344,2.476,0.496,1.486,1.981,1.486,4.457,14.363,12.381,4.457,0.99,4.953,1.981,-0.931,0.355,3.457,-0.0,1.551,-1.374,-2.793,-0.355,2.66,1.33,-0.621,3.059,-0.31,0.044,-0.222,-0.709,6.649,3.546,-1.64,-2.349,Negative_129,0
2.947,4.631,2.315,2.947,2.526,5.683,2.526,3.368,1.473,2.736,7.999,5.473,1.894,2.526,6.104,8.42,2.315,1.684,1.894,5.052,0.708,2.981,-2.943,-0.261,0.037,3.092,0.037,1.304,1.08,4.769,1.826,3.204,2.161,2.906,-2.049,-0.82,2.124,2.943,0.41,1.975,Negative_12,0
5.667,3.4,2.266,1.134,7.933,6.799,0.0,11.332,5.667,0.0,3.4,11.332,2.266,4.533,6.799,3.4,4.533,1.134,3.4,2.266,-2.225,2.661,-9.817,-9.729,1.614,0.436,8.159,6.85,-8.944,1.222,4.276,3.098,5.585,5.236,-7.504,-4.974,-1.265,0.829,11.736,5.497,Negative_216,0
10.099,5.394,1.148,1.722,0.688,3.213,2.869,7.918,1.492,1.033,6.082,2.18,0.804,1.262,14.689,6.426,4.131,0.918,0.459,2.295,1.908,1.684,1.235,1.085,2.394,2.319,-0.187,1.122,-1.085,-0.374,1.422,2.394,1.122,1.833,-0.636,1.309,1.235,0.973,2.282,3.143,Negative_186,0
13.532,8.458,0.564,5.074,1.691,5.074,9.585,8.458,2.819,2.255,13.532,2.819,1.128,6.203,5.638,6.203,6.767,1.128,3.383,9.585,1.595,3.303,0.399,-0.797,7.289,-0.399,-0.057,-3.018,-4.043,-0.797,-4.1,-0.456,0.569,1.139,-6.948,-7.062,-1.481,-1.765,2.392,0.342,Positive_178,1
6.303,2.311,2.942,3.782,1.26,8.825,5.252,2.731,2.521,3.362,9.034,3.992,2.101,2.101,8.614,8.404,3.782,0.63,0.42,2.311,-4.478,0.565,1.331,5.526,-2.985,-1.17,3.267,4.518,-2.057,0.081,0.04,3.429,0.403,0.887,1.17,3.873,1.008,1.452,-1.21,3.671,Negative_220,0
14.574,11.261,0.662,9.275,1.325,3.975,4.637,10.6,5.962,5.3,11.261,0.0,3.312,1.987,3.975,5.962,8.612,4.637,2.65,9.936,-4.017,-7.134,0.839,5.576,-0.42,-5.336,5.635,7.554,3.777,0.6,4.556,2.578,-5.336,-4.736,-11.391,-2.998,-10.612,-3.777,0.3,4.436,Positive_108,1
14.943,2.324,5.645,5.313,0.0,4.316,5.976,9.297,1.66,4.316,11.29,8.633,2.324,3.984,4.981,8.633,4.649,1.992,3.321,8.633,-4.153,-5.443,1.852,-0.505,2.469,1.066,-4.489,-0.449,-0.393,-1.627,-1.627,-5.556,-1.01,-3.03,1.964,2.862,2.974,3.928,0.337,-1.403,Positive_175,1
10.498,7.049,2.999,4.499,1.499,7.198,7.798,8.098,5.249,3.899,14.996,4.049,2.549,5.699,6.898,8.848,3.45,2.1,3.599,7.649,0.771,3.084,-4.626,-3.262,-0.237,-1.008,1.008,-0.237,-0.178,-0.83,-5.813,-3.677,-0.652,-0.474,0.297,-0.297,-1.364,-0.593,-0.89,0.356,Positive_33,1
8.052,9.662,3.757,6.978,1.611,8.052,5.368,5.368,2.684,6.441,14.492,10.198,3.757,5.905,3.22,6.978,6.978,0.537,4.831,9.125,3.596,0.992,-1.674,-2.418,-0.558,3.162,0.186,-1.116,-10.353,-7.936,-2.976,0.806,-3.472,3.782,1.984,0.744,-5.394,3.782,-2.108,-5.022,Positive_159,1
5.216,2.981,1.118,1.49,0.745,1.863,0.372,5.961,1.49,4.098,5.589,1.863,0.745,1.49,2.236,4.471,1.863,0.0,0.372,2.236,-0.092,-0.023,4.366,2.287,4.99,3.326,6.838,3.095,2.841,1.733,3.604,1.155,3.996,3.165,0.993,-0.231,3.604,0.462,3.742,3.95,Negative_95,0
10.549,2.83,5.918,5.918,1.802,6.947,1.544,10.292,1.286,4.888,9.778,10.807,3.602,4.117,4.374,6.175,4.374,1.029,1.029,10.035,-5.204,-1.663,-1.931,-1.234,0.054,-0.483,3.219,2.897,-2.79,-0.376,-3.541,0.697,5.365,6.974,1.019,2.146,-2.414,-0.0,-3.433,-6.599,Positive_214,1
3.565,2.971,0.891,1.783,0.594,3.862,2.08,1.783,1.783,1.189,1.485,4.159,0.594,0.297,3.268,5.051,2.377,0.297,0.891,2.377,4.997,5.761,0.496,2.292,3.634,5.72,3.139,5.162,1.156,1.528,1.569,3.428,1.611,3.283,-0.723,2.209,0.268,4.563,3.18,5.431,Negative_114,0
5.115,2.813,0.767,3.836,7.673,4.86,4.348,3.581,1.535,3.069,7.673,4.86,2.302,3.069,5.115,2.813,4.603,1.279,1.79,3.581,2.465,1.27,2.315,2.353,-2.427,-2.763,-1.68,1.382,2.614,0.709,0.747,0.635,3.659,1.232,3.51,3.286,1.83,2.203,-0.336,2.315,Negative_2,0
4.162,5.827,2.081,2.497,0.832,6.243,3.33,6.243,1.665,3.33,3.746,4.162,1.665,2.913,2.913,9.573,2.497,1.248,1.248,1.665,-2.985,2.748,0.984,2.544,3.596,3.528,-0.678,2.205,2.171,2.035,-2.001,-1.255,3.019,4.037,1.628,3.596,-1.798,1.153,5.495,2.137,Negative_32,0
12.947,5.548,1.541,8.631,1.233,3.699,5.548,7.089,2.158,4.624,12.021,4.007,2.158,2.466,3.699,4.932,3.699,0.0,1.85,4.315,3.226,1.382,-3.134,-1.244,2.396,5.207,3.871,5.207,-5.069,-2.627,-5.346,0.876,-0.783,0.829,1.521,1.935,2.488,1.705,-3.917,-0.691,Positive_59,1
11.244,7.393,3.388,6.007,0.308,3.388,4.774,10.319,1.541,4.158,6.623,1.232,0.924,2.619,7.393,7.856,8.779,1.541,3.388,6.777,-1.644,-1.196,1.395,1.495,-2.74,-1.993,-1.395,-0.199,-1.295,-0.199,3.438,2.94,-0.249,-0.199,-0.05,1.744,1.395,1.395,-2.591,0.299,Positive_79,1
4.311,4.311,4.311,5.095,1.176,5.879,1.96,4.703,0.784,3.92,7.447,3.527,2.744,3.527,1.96,4.311,3.527,0.392,1.568,5.095,-3.175,-1.552,-5.397,-3.386,1.834,4.938,10.617,9.347,-0.388,-3.175,-0.635,2.998,-0.035,3.069,5.185,2.469,-0.317,2.434,2.434,2.187,Positive_160,1
10.168,5.155,5.37,5.728,1.432,7.304,4.798,10.526,2.578,5.943,11.672,5.155,2.721,3.151,5.37,6.087,5.442,1.145,3.58,8.091,-0.947,-1.17,-3.398,-3.51,-1.894,0.056,0.223,-0.613,0.0,-1.003,-0.947,-0.947,-1.281,-1.337,1.56,2.396,-0.167,-0.557,1.226,0.891,Positive_122,1
2.786,3.04,1.52,2.026,2.786,2.153,1.773,3.419,1.14,2.913,6.839,3.04,1.013,1.773,2.406,3.673,3.04,1.013,1.9,3.546,5.387,6.035,3.108,3.289,4.17,4.04,3.626,4.688,4.351,2.59,0.492,0.285,-0.492,-0.44,2.176,1.761,0.337,1.166,0.648,0.984,Negative_219,0
4.831,5.124,1.025,3.221,1.903,5.124,5.27,5.27,1.025,2.635,5.563,3.513,1.464,2.635,5.27,6.002,2.489,0.586,1.025,3.367,2.088,3.098,-0.808,-0.438,3.973,4.175,1.515,1.01,5.084,4.478,0.606,1.448,-0.842,1.886,0.067,2.795,1.313,1.785,-0.842,0.269,Positive_66,1
