APAAC1,APAAC2,APAAC3,APAAC4,APAAC5,APAAC6,APAAC7,APAAC8,APAAC9,APAAC10,APAAC11,APAAC12,APAAC13,APAAC14,APAAC15,APAAC16,APAAC17,APAAC18,APAAC19,APAAC20,APAAC21,APAAC22,APAAC23,APAAC24,APAAC25,APAAC26,APAAC27,APAAC28,APAAC29,APAAC30,APAAC31,APAAC32,APAAC33,APAAC34,APAAC35,APAAC36,APAAC37,APAAC38,APAAC39,APAAC40,id,label
0.851,1.702,3.403,3.403,2.552,1.702,1.702,2.552,3.403,1.702,6.806,4.254,4.254,1.702,0.851,9.358,3.403,0.851,1.702,2.552,3.728,8.013,0.616,4.696,3.61,5.841,1.82,2.143,-1.291,1.409,6.017,3.258,3.258,0.352,-2.788,-2.055,1.644,1.79,0.029,-0.792,Negative_212,0
5.807,5.212,6.552,7.744,1.787,8.19,4.616,5.659,3.128,10.573,11.317,8.935,2.829,5.361,5.659,9.977,6.106,1.043,2.978,9.232,-3.681,-3.374,-7.914,-6.196,3.865,3.497,-3.742,-0.736,-4.908,-3.19,-0.123,0.675,1.35,3.681,-3.436,-0.429,3.19,0.982,-1.718,-0.491,Positive_901,1
6.069,8.316,5.17,5.62,2.023,6.069,5.62,4.945,5.17,4.945,13.936,3.147,2.472,5.394,3.821,10.79,4.72,1.573,3.372,5.17,0.542,-1.788,-1.3,-1.842,-1.571,0.163,-1.517,0.054,-3.629,-2.004,2.221,2.709,-2.113,-0.542,-5.146,-4.063,5.796,1.246,2.167,2.275,Positive_1151,1
8.753,3.868,4.071,5.089,3.664,6.005,3.563,8.041,1.018,7.125,8.449,7.125,2.545,4.377,6.311,7.634,6.412,1.119,2.442,6.718,-0.365,0.417,-5.112,-2.347,1.617,0.574,-0.991,-2.66,-1.982,-1.043,-1.617,-2.139,4.225,3.182,2.243,1.304,-1.982,0.73,1.252,0.365,Negative_368,0
13.186,9.321,3.41,6.366,2.956,7.048,7.503,12.959,4.774,5.229,12.959,5.456,2.728,2.956,7.957,7.957,5.684,2.956,4.32,9.321,-6.28,-1.283,-2.026,-2.836,-2.633,-0.338,-5.537,-2.768,-0.068,-2.296,0.945,0.405,-0.203,0.27,2.228,1.148,-5.199,-4.119,-3.309,-1.148,Negative_207,0
4.231,4.394,2.115,3.58,2.441,5.533,2.766,5.696,0.977,2.929,7.486,4.882,2.929,3.255,6.347,5.859,3.905,0.163,1.79,2.604,1.552,1.847,-0.924,-1.367,1.773,4.211,3.288,3.066,1.736,0.85,0.628,2.475,-0.924,2.992,-0.665,0.887,0.259,1.441,1.034,1.958,Positive_28,1
5.658,4.788,9.793,5.876,1.306,8.27,1.523,6.746,1.959,10.446,10.011,10.229,1.523,4.57,3.264,5.223,4.57,0.218,4.135,8.705,3.21,6.366,-2.829,-3.373,1.36,0.925,-1.197,-1.959,-0.381,0.762,1.523,3.428,0.326,-1.523,-1.578,-1.904,-5.658,-4.57,-2.013,0.272,Positive_1181,1
3.367,3.251,2.67,2.67,0.929,4.876,1.857,2.903,1.045,4.644,4.76,2.206,1.509,4.064,2.554,4.412,3.019,0.464,2.09,4.18,2.098,3.075,1.207,1.609,6.897,4.856,1.236,0.948,-0.23,0.144,6.006,3.793,3.046,1.897,0.489,-0.948,3.707,1.724,0.172,0.805,Positive_419,1
11.945,16.722,0.0,4.777,2.389,4.777,7.167,2.389,2.389,7.167,11.945,0.0,4.777,7.167,19.112,11.945,9.556,4.777,0.0,4.777,7.023,0.87,-10.1,-9.097,3.746,-7.625,14.114,0.87,14.448,5.886,-12.508,-12.91,-1.538,6.555,22.876,7.692,-17.726,-7.625,-22.274,-16.455,Negative_1061,0
7.56,8.247,1.719,3.093,2.749,3.093,4.124,8.935,2.062,3.093,16.496,3.093,1.031,2.062,4.124,7.56,1.374,1.719,2.062,4.811,-3.56,-2.047,-4.406,-2.136,4.406,2.359,6.631,1.558,-7.121,-3.338,2.448,3.115,2.759,5.429,-1.914,-1.424,0.445,0.312,4.628,2.848,Negative_800,0
3.083,1.136,1.298,1.136,0.974,1.542,0.974,4.625,0.487,2.596,4.219,2.353,1.136,2.759,2.272,3.083,1.704,0.487,1.542,3.164,4.909,3.327,2.921,2.312,3.103,2.312,4.909,3.529,2.84,1.724,2.515,2.718,3.712,3.671,2.84,2.819,2.515,2.961,1.866,1.927,Positive_363,1
12.077,2.357,2.062,2.651,1.767,5.892,3.535,9.131,2.357,5.302,10.015,6.775,2.357,2.946,5.302,6.186,4.418,1.472,1.179,8.837,-0.193,-0.676,-3.72,-7.633,1.111,-1.111,3.092,2.222,1.932,0.821,2.995,1.304,2.657,0.87,0.58,-2.029,-0.531,-1.014,1.498,1.208,Positive_32,1
10.594,3.885,3.531,8.122,0.706,7.769,2.825,12.36,1.766,9.182,4.945,8.829,2.825,5.651,2.825,4.591,8.122,0.354,3.178,7.769,3.185,3.515,-2.636,2.032,-0.0,0.275,-4.119,-2.197,3.185,-1.428,-0.22,-0.604,-2.142,0.275,-0.0,-2.691,-1.043,2.087,-4.064,-3.24,Positive_284,1
8.604,7.888,1.792,1.792,2.51,5.378,3.226,11.83,1.434,1.076,9.68,3.585,2.151,3.226,8.962,7.528,3.226,2.51,0.358,3.944,1.134,3.946,-2.358,-2.494,-0.726,-1.406,-0.771,-3.9,4.535,1.723,-4.082,-4.354,-2.449,1.361,3.084,2.857,0.635,2.268,7.846,2.449,Negative_152,0
6.14,2.791,2.791,0.558,2.233,1.674,3.35,3.35,0.558,2.233,7.815,1.117,2.791,2.233,8.374,5.582,6.14,2.233,0.558,5.024,6.282,3.073,-3.107,1.182,-2.499,-1.148,1.25,1.283,5.539,2.465,4.222,3.276,-0.068,0.068,2.263,0.979,3.715,0.439,1.857,1.385,Negative_20,0
4.431,2.531,3.797,0.633,0.633,5.696,3.165,3.797,0.0,3.797,1.899,5.696,1.899,0.633,8.228,3.165,1.266,0.0,0.633,3.797,-1.448,3.899,0.529,5.737,3.008,2.98,-1.782,1.448,-1.949,-1.476,-3.147,2.785,4.678,8.131,-0.473,5.959,-0.919,3.676,4.4,8.271,Negative_888,0
10.172,8.607,2.348,5.478,4.694,3.912,6.26,10.954,0.0,3.13,14.084,2.348,3.13,1.564,5.478,14.084,4.694,3.13,1.564,5.478,-7.0,-1.333,2.278,-0.556,2.222,4.222,-13.167,-9.167,9.833,3.333,1.222,5.778,8.167,-0.667,-5.278,-1.222,-2.0,0.111,-1.778,-6.111,Negative_309,0
5.691,3.903,3.415,4.391,4.228,6.505,4.716,8.293,2.927,2.277,7.155,4.878,1.464,4.554,9.106,9.757,4.554,0.975,2.602,4.716,2.835,5.43,-5.911,-5.815,-2.931,-3.316,1.297,3.027,2.066,2.355,-2.307,-2.499,1.105,2.21,0.961,5.574,1.009,2.21,-2.066,-1.346,Negative_750,0
3.42,2.177,2.177,0.933,0.622,1.866,2.488,3.731,0.622,3.42,5.597,1.244,0.933,4.975,1.555,3.109,3.731,0.311,2.798,4.353,7.86,4.255,2.178,1.927,3.98,0.551,3.454,2.829,2.003,0.275,2.929,1.352,4.481,1.477,3.079,1.151,2.778,1.051,1.727,0.601,Negative_422,0
9.767,9.217,1.651,3.989,2.476,7.566,7.566,10.867,2.476,1.238,15.132,2.613,0.825,0.963,6.053,7.566,5.64,1.1,1.651,7.016,-3.688,-2.055,-1.264,-0.948,-1.949,0.632,2.16,4.795,-2.266,-1.423,-5.216,-3.635,9.536,10.221,-2.74,1.159,-2.16,-2.055,-3.635,-0.843,Negative_380,0
14.764,11.996,3.691,9.228,2.768,10.149,2.768,7.381,2.768,8.304,12.918,6.46,1.845,2.768,9.228,5.536,9.228,1.845,4.613,10.149,-7.197,-4.221,-10.657,0.346,0.277,5.19,-0.692,0.83,-14.879,-4.983,-8.858,-4.36,4.36,3.391,-1.315,-2.422,4.221,2.422,2.63,-2.491,Negative_256,0
4.719,2.975,4.411,2.975,2.359,3.078,2.257,2.667,2.462,6.361,9.028,2.77,1.641,3.693,2.77,6.053,3.693,0.615,2.359,4.411,0.214,-1.426,2.21,1.283,4.029,1.783,1.176,0.143,2.709,0.82,2.103,0.392,0.927,0.927,4.777,4.171,2.246,0.856,-0.071,-0.57,Positive_256,1
7.34,3.336,1.334,5.337,2.002,1.334,0.667,11.343,0.667,2.669,1.334,4.003,1.334,0.667,4.67,2.669,0.667,0.0,0.0,0.667,-2.238,3.175,2.524,2.784,-0.625,2.758,3.799,6.583,-0.156,3.227,-0.286,1.691,2.966,5.256,-0.442,3.331,4.736,8.691,-1.275,1.457,Negative_680,0
1.687,4.64,3.796,2.109,4.64,8.013,0.422,2.53,1.265,2.952,8.435,5.061,1.687,2.952,3.796,5.061,2.53,1.687,1.687,4.64,1.079,1.392,1.148,3.445,-0.696,3.375,8.594,9.708,0.418,2.053,-1.566,2.958,-1.009,2.714,-1.496,-0.278,-2.331,1.67,-1.322,0.557,Negative_208,0
10.428,10.428,1.422,4.266,2.37,2.37,3.792,8.058,1.422,3.792,7.584,3.318,4.74,1.896,8.058,7.584,2.844,1.422,5.214,9.954,2.776,1.615,-2.625,0.05,2.978,1.615,-1.312,-2.12,-2.928,-3.887,-1.868,-0.656,6.108,1.767,-4.341,-3.635,-0.707,-0.606,4.997,1.817,Negative_714,0
5.76,1.44,3.84,2.4,5.28,0.96,3.36,5.76,0.96,3.36,5.76,1.44,2.4,1.44,11.52,5.76,5.76,0.48,4.8,4.8,2.241,1.777,-0.541,-1.739,0.541,0.348,-0.348,0.425,0.58,-1.159,2.009,1.275,5.719,3.091,4.753,0.348,0.425,-0.889,3.709,0.155,Negative_596,0
4.403,2.001,3.202,2.001,3.202,2.802,2.001,3.602,2.802,3.202,9.607,1.601,2.402,3.602,5.604,8.006,3.602,2.001,1.201,4.403,3.812,3.028,-2.138,-2.066,2.244,0.499,1.14,-0.926,-0.463,-1.568,4.133,2.28,1.603,1.354,1.389,0.784,2.244,2.672,5.237,3.491,Negative_263,0
11.818,5.659,3.829,5.992,0.333,8.156,4.66,5.992,1.499,3.496,10.154,4.328,1.332,3.662,5.326,5.16,5.16,1.831,2.83,8.489,-3.938,-1.296,0.598,1.745,-1.496,-0.648,2.293,4.237,-1.446,0.449,-0.299,-1.595,-1.994,0.548,2.891,1.595,-2.343,1.446,-1.296,0.847,Positive_753,1
11.77,13.078,0.0,2.616,0.0,0.0,2.616,9.154,2.616,1.308,7.847,0.0,1.308,3.923,14.386,0.0,3.923,0.0,0.0,5.231,5.146,2.353,-4.188,0.399,1.795,2.353,-7.02,-2.353,5.146,4.148,5.544,1.316,-3.949,-1.675,-0.399,5.106,-8.097,-2.593,11.488,5.704,Negative_306,0
4.449,4.449,2.472,3.626,3.626,4.944,4.285,3.79,1.483,3.296,8.075,3.79,0.659,2.637,4.449,6.592,3.131,0.165,2.967,3.79,3.343,5.087,-1.126,2.253,-0.509,1.635,-1.126,2.943,2.18,4.688,0.763,1.744,0.763,4.033,1.235,2.108,-0.036,2.58,-2.834,-2.398,Negative_297,0
4.301,3.91,6.256,3.714,4.692,8.407,2.737,7.038,1.955,4.888,5.475,5.475,1.174,4.105,2.933,5.279,6.061,1.368,3.128,7.234,-1.532,-0.0,-2.569,-1.082,3.38,2.884,-1.037,-0.541,-2.479,-1.487,2.434,2.614,1.082,1.803,1.712,-0.27,2.929,1.758,-0.631,0.901,Positive_69,1
6.575,5.591,5.331,6.678,1.916,5.591,4.4,5.436,3.054,10.405,14.029,5.953,2.329,4.608,5.384,9.836,8.076,1.708,4.762,5.436,0.117,-0.585,-6.148,-4.157,-0.761,-0.293,0.468,-0.644,-1.171,-0.761,1.23,1.932,-1.464,-1.054,0.293,0.0,-0.234,-0.585,-1.054,-2.225,Positive_368,1
0.0,4.897,2.449,2.449,4.897,0.0,0.0,34.279,0.0,0.0,3.673,0.0,1.224,6.121,1.224,6.121,0.0,0.0,20.812,0.0,4.363,-2.777,-1.102,0.088,8.242,4.584,2.16,-0.881,-0.793,4.936,-1.587,-2.777,0.088,-1.454,-0.264,1.366,-5.641,2.424,0.661,0.22,Negative_567,0
9.703,9.988,3.139,6.278,2.853,10.559,4.281,7.705,5.422,4.281,14.553,5.708,2.569,4.566,6.564,9.131,3.709,3.709,4.851,9.131,0.837,4.118,-5.019,-4.311,-3.539,-2.703,1.931,-0.772,-3.411,-5.148,9.073,3.539,-11.583,-7.915,-2.896,0.257,-0.515,-2.317,-0.386,2.059,Positive_919,1
11.868,3.39,1.696,2.825,2.261,2.261,1.13,9.607,1.696,2.825,5.651,3.956,1.13,3.956,3.956,2.825,6.782,1.13,3.956,6.782,0.637,-1.036,3.546,-1.275,6.653,6.892,7.849,2.789,-0.598,-2.869,1.076,-0.757,1.793,-0.12,-1.235,-1.474,-0.04,-0.438,-0.478,-0.598,Negative_664,0
4.063,4.992,2.786,4.063,2.09,6.269,2.554,2.322,1.509,4.18,5.921,4.18,2.786,2.786,3.948,4.528,3.367,0.697,1.974,3.831,1.756,1.928,1.377,1.102,3.064,5.645,-2.169,1.205,0.103,2.547,1.652,2.203,0.62,3.442,0.379,0.516,0.585,2.306,0.207,2.685,Positive_991,1
6.479,3.703,7.404,5.09,3.24,6.479,10.644,6.942,5.09,6.016,14.347,9.256,6.016,5.553,8.793,8.793,7.404,2.777,5.09,7.867,-5.342,-4.589,-7.329,-4.452,5.411,6.644,0.89,0.89,-3.767,-4.521,-2.603,-2.466,0.068,-0.0,-3.356,-3.151,-3.219,-3.562,-0.274,-2.26,Positive_676,1
6.463,6.463,4.691,4.691,2.294,4.899,5.213,6.567,1.877,3.753,9.174,4.274,1.251,2.814,8.131,7.297,6.358,1.147,3.649,8.548,-6.919,-1.294,2.091,1.344,-0.846,-0.05,0.249,-1.394,0.548,-0.597,1.444,1.493,0.896,0.0,-1.792,-0.996,0.0,0.647,2.837,2.787,Negative_620,0
8.646,6.052,4.323,3.458,2.378,7.132,4.323,6.7,4.107,4.971,11.671,4.323,2.593,4.107,6.052,7.132,5.188,0.649,1.513,7.349,2.567,1.694,-3.183,-2.721,-2.772,-2.31,6.982,5.903,0.103,-0.616,-4.774,-4.107,2.721,0.308,-2.875,1.078,-3.439,-0.565,2.464,0.873,Negative_361,0
4.234,0.926,2.117,0.529,1.324,2.117,1.588,2.911,0.662,3.176,3.837,1.456,1.985,3.97,2.647,2.25,3.176,0.662,2.514,3.97,4.605,3.27,3.73,2.533,3.546,2.602,4.352,1.865,4.237,1.75,3.016,1.681,3.891,2.878,1.819,0.921,3.408,1.658,1.704,0.484,Positive_548,1
7.683,4.611,4.611,5.378,2.305,8.067,6.531,3.458,2.689,6.146,12.678,6.531,1.537,1.921,4.995,10.757,4.226,2.305,1.537,7.299,-2.421,1.526,-1.053,-3.263,-0.895,2.579,-1.263,2.895,-3.0,-3.842,-3.316,-2.579,2.158,2.421,8.368,9.0,-2.895,-1.053,-4.895,-3.737,Positive_334,1
6.015,5.263,2.29,3.622,2.631,7.45,4.956,5.366,2.495,2.734,11.278,2.631,1.982,2.631,5.4,7.109,3.998,1.332,1.914,4.921,1.419,3.269,-3.957,-1.118,0.43,2.624,2.409,3.742,-0.86,0.688,-1.978,-0.172,0.645,2.237,0.731,1.333,0.043,0.817,0.473,1.204,Negative_1214,0
8.54,6.599,6.212,8.153,2.717,7.764,4.658,5.434,3.882,5.434,13.587,10.094,2.33,5.047,6.988,8.929,3.493,1.165,5.434,8.929,3.574,1.003,-1.191,-3.511,0.251,4.263,-8.15,-4.953,-3.135,-3.323,-7.085,0.752,-4.514,1.129,-0.251,0.69,6.27,11.411,-7.649,-10.972,Positive_329,1
2.35,0.783,0.94,0.47,0.157,1.096,1.41,2.976,2.663,2.193,5.326,0.47,1.723,3.603,2.036,3.289,3.759,1.88,1.723,2.036,4.088,3.536,2.617,1.594,4.17,2.024,3.148,1.431,3.741,2.903,3.618,2.249,2.596,1.778,3.823,2.392,3.761,2.78,3.496,3.373,Negative_1116,0
9.255,7.119,2.135,6.407,0.0,2.847,1.424,2.847,2.847,6.407,5.695,9.255,2.135,0.712,1.424,4.984,4.272,0.0,0.712,7.831,-3.406,1.488,-5.873,-3.446,4.699,5.012,-1.527,0.313,-2.428,4.503,-3.132,6.5,3.132,2.897,-6.382,-1.018,1.762,1.84,7.126,9.632,Positive_731,1
3.532,2.619,2.531,2.914,1.177,3.503,1.884,3.208,0.883,4.003,6.093,2.943,1.56,3.974,2.914,4.386,3.326,0.942,1.413,3.767,1.612,1.497,0.748,0.086,5.527,4.116,3.195,2.792,1.67,2.13,3.713,2.274,1.497,2.216,1.007,1.526,2.735,1.18,1.036,1.871,Positive_1219,1
9.75,6.01,2.681,3.308,2.054,4.67,3.61,7.674,2.291,1.837,11.025,1.124,0.843,3.156,6.507,8.388,5.08,1.924,2.227,8.863,-1.953,-1.023,2.372,1.674,1.488,-0.744,0.512,-0.651,0.744,-1.116,0.93,0.0,-0.0,-0.558,1.349,1.023,1.256,0.279,1.256,0.14,Negative_773,0
9.891,7.63,2.826,2.826,1.696,5.934,4.521,9.891,3.674,2.261,12.434,1.978,1.978,3.956,5.652,3.391,6.499,2.261,4.521,10.456,-1.408,-0.365,-3.597,-2.346,2.398,1.825,5.162,2.868,6.204,0.417,-9.124,-3.702,1.512,1.668,2.711,0.991,-4.327,-2.659,-0.574,-1.929,Negative_71,0
5.719,5.026,3.119,4.679,1.56,7.625,3.119,6.066,1.733,5.199,6.239,6.585,3.119,3.639,5.719,7.279,4.679,1.56,3.639,4.852,-0.912,1.367,-4.376,-3.054,2.78,2.416,1.778,-2.051,2.507,4.603,0.775,0.684,0.729,3.965,1.185,3.829,-3.829,-4.649,0.365,0.729,Positive_1037,1
5.424,4.931,3.452,5.424,6.903,5.917,2.465,8.876,0.987,1.479,10.355,5.424,2.465,4.438,4.438,8.876,3.452,1.972,3.945,4.931,-2.452,-3.99,2.404,4.519,0.096,0.24,5.721,10.529,-4.423,-7.115,-3.75,-3.606,6.346,2.644,3.269,0.962,-2.692,-3.606,-1.25,0.0,Negative_763,0
10.274,4.403,2.936,3.914,1.468,4.893,5.871,4.893,1.957,2.446,8.317,5.382,0.979,5.382,4.403,5.382,4.403,2.446,2.936,8.807,2.104,0.549,0.183,1.738,-1.784,1.647,-0.503,-3.202,-1.006,1.235,-1.601,-0.091,7.228,3.339,8.509,3.202,-3.111,-6.542,-0.366,-3.019,Positive_669,1
6.119,7.729,0.966,1.288,0.644,3.22,1.932,3.864,0.644,0.966,5.153,3.543,0.966,0.644,5.475,2.898,0.966,0.966,0.644,0.644,4.607,6.282,3.769,5.149,4.139,5.864,3.893,5.765,-1.478,2.291,2.143,4.065,-1.133,1.527,-1.429,0.69,0.813,1.577,0.887,1.306,Negative_1265,0
8.067,7.058,1.008,1.008,4.033,2.017,2.017,9.075,2.017,5.042,3.025,15.124,4.033,1.008,0.0,6.05,9.075,2.017,4.033,7.058,5.983,1.206,-5.427,1.438,1.623,7.607,4.174,11.224,-11.642,-7.421,4.174,5.195,-4.035,-4.963,-11.688,-0.186,-5.056,-6.215,15.167,6.076,Negative_819,0
3.919,4.454,3.384,3.029,3.029,8.016,5.7,4.632,2.316,3.919,8.195,5.879,4.098,3.384,4.275,5.523,4.81,0.534,3.207,4.275,0.433,1.385,-1.212,-2.727,1.991,2.165,0.779,2.727,2.381,3.853,-2.641,-1.212,0.866,2.338,-0.346,1.775,-0.043,-0.563,-0.043,1.515,Positive_589,1
3.947,3.212,3.029,5.232,1.377,5.599,4.314,3.121,2.019,3.212,7.618,4.589,2.57,2.203,4.589,7.159,6.058,0.275,2.019,3.672,0.569,1.706,1.099,2.995,0.114,1.365,0.303,2.35,2.274,1.099,1.554,3.071,0.152,0.796,-0.834,2.199,1.099,1.895,0.265,0.114,Positive_711,1
9.901,4.951,2.666,1.904,3.046,4.951,2.666,5.331,3.428,2.666,10.282,3.428,1.904,0.381,10.282,14.09,11.043,1.523,1.904,5.331,5.491,3.66,0.356,0.153,0.153,1.983,-3.61,-2.847,3.152,1.729,0.508,-1.627,-2.186,-1.881,-0.712,1.169,-0.864,-2.339,-1.983,-1.983,Negative_511,0
5.81,4.469,3.017,4.357,1.452,4.692,4.58,6.257,2.234,4.804,7.597,4.58,2.011,3.687,5.698,8.715,4.357,0.893,1.899,4.469,0.941,0.856,-0.513,-0.556,-0.214,-0.471,0.899,2.054,0.899,1.583,0.257,0.128,-0.171,0.599,1.412,1.583,-1.155,0.856,2.824,2.61,Positive_350,1
7.952,3.895,3.733,3.733,1.298,6.005,3.408,7.628,0.811,5.843,5.843,5.032,2.11,4.544,4.382,4.544,4.219,0.974,2.11,6.005,-1.135,-0.378,-3.531,-2.606,0.799,1.892,2.774,3.573,-0.42,1.85,1.009,2.48,0.925,0.168,1.597,1.807,3.741,4.288,-1.555,-1.345,Positive_301,1
4.379,3.284,0.547,2.555,0.547,4.379,2.372,3.467,0.183,0.547,8.028,2.007,0.912,0.912,9.67,2.737,1.642,0.365,1.277,1.642,3.036,0.515,5.531,3.422,3.756,2.83,2.804,2.753,4.502,4.296,0.823,0.489,4.399,4.657,0.309,1.621,-0.309,-0.051,1.055,2.11,Positive_996,1
5.829,4.115,6.858,4.115,1.714,6.343,3.428,8.057,1.714,5.315,9.428,6.343,2.228,7.2,5.142,6.685,6.343,3.257,3.428,5.657,2.941,0.258,2.683,0.516,1.858,2.012,-0.774,0.98,0.413,-3.406,-3.922,-2.322,0.568,0.413,-1.703,-2.838,2.632,0.877,-2.632,-1.754,Positive_635,1
8.125,2.576,0.991,0.991,1.387,2.18,2.18,4.757,1.982,0.0,9.711,1.189,1.387,3.369,3.766,4.558,3.567,0.793,1.387,3.567,1.9,0.526,1.842,1.432,3.186,0.877,5.437,3.508,3.449,2.105,0.906,0.555,3.654,2.338,2.923,0.994,4.092,3.011,-0.146,-1.052,Negative_110,0
11.738,6.26,5.477,10.955,4.695,11.738,6.26,4.695,2.347,5.477,17.215,3.912,2.347,3.13,7.043,7.043,5.477,1.565,1.565,10.173,2.905,8.844,-4.003,2.195,13.686,10.781,-5.746,1.162,-5.358,0.452,-3.292,-4.39,-7.876,-2.001,-12.331,-6.262,-7.811,-8.199,-4.39,2.518,Negative_440,0
8.772,6.213,1.462,2.924,3.29,9.138,5.482,3.655,2.193,2.193,11.697,4.387,2.559,5.117,7.676,8.041,5.117,1.462,2.924,5.848,-0.1,-0.501,-4.357,-7.912,-2.804,-2.854,8.012,4.457,0.401,2.454,-0.451,3.155,-4.557,-1.102,-0.701,-0.751,2.604,1.102,0.451,3.305,Negative_619,0
4.956,2.815,2.57,3.549,1.407,4.1,2.264,4.65,0.918,5.079,5.874,3.427,1.53,2.754,2.692,3.549,3.671,0.734,1.469,4.589,4.257,3.255,0.063,-0.469,1.377,1.753,0.939,2.504,2.41,1.659,1.002,0.782,2.66,2.16,2.786,2.942,2.441,1.659,1.972,1.252,Positive_393,1
4.317,2.944,0.196,2.944,0.785,7.653,1.373,3.336,0.393,0.196,3.924,0.589,0.196,0.196,5.887,1.962,1.57,0.589,0.589,1.178,1.306,2.939,1.388,8.061,0.878,3.755,3.408,9.51,-3.408,1.918,0.429,7.347,-0.673,1.878,1.735,7.265,-0.714,1.878,2.184,8.102,Negative_695,0
6.57,3.504,1.971,1.752,1.533,1.533,1.533,5.037,2.19,2.847,7.008,1.095,1.095,2.847,4.38,5.475,2.409,1.752,1.314,4.818,4.823,3.336,2.123,0.94,3.154,0.819,4.701,2.79,1.365,0.576,2.79,1.608,1.001,0.607,1.426,2.093,1.547,0.607,1.759,1.274,Negative_1097,0
3.033,4.412,2.206,1.93,1.103,3.033,1.655,4.136,1.379,1.103,7.169,2.206,1.103,1.93,6.066,6.894,4.412,2.206,0.827,4.964,1.946,2.44,3.675,1.575,4.231,1.204,4.602,3.057,0.371,-0.865,5.127,2.131,3.243,1.019,3.15,2.594,-0.34,-0.587,-0.124,-0.216,Negative_1168,0
2.409,2.693,1.275,0.425,1.984,2.267,0.425,1.417,0.142,0.992,2.551,1.559,0.567,0.425,1.559,1.275,1.134,0.567,0.567,1.275,3.367,3.137,5.446,4.489,4.413,3.533,4.336,3.571,4.234,3.329,2.87,2.092,6.275,5.586,2.793,2.768,4.298,4.4,1.161,2.398,Negative_798,0
6.876,3.929,2.946,3.601,4.747,7.858,3.438,7.366,1.637,2.128,3.274,4.256,1.637,2.946,3.601,7.039,4.093,0.819,2.619,4.584,2.144,3.057,0.04,1.231,2.382,4.962,0.119,2.977,0.318,0.198,-0.754,0.595,-0.0,-0.278,0.635,2.858,0.516,2.541,-2.263,-0.675,Negative_1176,0
4.393,2.196,4.079,6.275,1.883,6.902,4.079,5.647,1.883,6.275,9.726,7.844,3.138,4.706,2.51,7.53,4.079,1.568,3.138,3.765,-3.252,-4.031,-5.176,-4.169,0.092,2.428,4.398,5.772,-0.321,-3.023,-1.145,-2.153,-0.412,3.848,4.902,2.703,4.672,1.97,-0.825,2.107,Positive_727,1
6.797,4.49,5.462,6.19,1.942,5.583,3.884,4.612,2.063,3.763,7.282,5.583,1.942,1.942,6.918,8.617,5.825,1.456,1.335,6.311,0.0,2.99,0.46,1.886,-0.782,1.518,0.23,0.184,-2.116,-0.184,-3.45,-2.254,-0.69,1.564,1.058,2.392,-2.116,0.046,3.128,4.14,Negative_100,0
5.209,2.794,2.984,3.647,1.326,6.251,3.078,4.12,1.468,3.741,5.636,7.009,1.373,2.368,3.836,4.215,3.931,1.279,2.274,5.068,-0.322,1.826,-0.107,1.468,-0.895,2.578,0.644,2.614,-0.251,1.289,2.47,3.187,0.68,2.291,1.575,3.258,0.501,2.256,0.716,2.614,Positive_173,1
1.118,2.236,0.745,2.608,1.863,8.198,1.118,0.745,1.491,0.0,4.099,1.863,0.745,1.118,0.745,1.491,1.863,0.0,0.0,1.863,0.22,7.443,1.289,2.781,-0.576,6.528,2.119,7.748,-0.882,2.865,1.882,8.511,3.069,7.155,-1.0,1.441,1.322,5.612,0.729,7.833,Negative_998,0
4.336,6.307,1.183,2.76,2.76,2.76,3.548,3.548,0.394,1.183,7.884,2.365,1.577,0.788,2.76,3.153,4.336,0.788,1.577,3.153,0.8,1.172,-2.858,-2.801,5.802,5.23,12.689,6.859,-2.201,-1.143,-2.772,-3.458,7.288,5.602,8.202,5.887,-4.544,-2.772,3.287,2.572,Negative_463,0
12.037,8.334,2.778,2.778,3.703,6.482,10.186,3.703,4.629,1.852,11.111,0.926,3.703,1.852,4.629,6.482,0.926,0.0,2.778,6.482,6.915,1.431,-6.533,-5.007,1.526,3.91,-2.814,0.143,0.095,-2.575,-3.815,-4.244,8.202,3.433,7.296,2.194,3.958,-0.62,-6.152,-2.718,Negative_951,0
7.826,4.515,4.816,5.117,0.903,6.02,5.117,6.622,2.709,4.816,14.749,7.826,3.612,4.515,4.214,6.622,7.224,1.505,3.311,4.515,-2.184,1.438,2.025,2.717,0.533,-0.16,0.959,1.385,-0.639,-1.705,-1.492,0.053,-0.32,-0.799,0.959,-0.266,-4.369,-3.623,-1.332,0.266,Positive_225,1
10.293,6.481,2.287,4.575,0.763,3.812,2.287,8.387,3.431,2.669,8.387,1.525,2.669,4.575,7.244,5.718,4.575,2.287,3.05,6.1,4.146,-2.141,-3.69,-4.829,1.503,-0.091,9.157,5.968,2.141,1.048,-1.595,-2.597,4.692,5.968,0.866,-1.321,-0.273,-0.228,-4.328,-5.513,Positive_45,1
17.384,4.742,3.688,4.742,2.107,7.375,3.688,13.17,2.107,4.742,11.063,7.375,4.215,3.688,4.742,10.009,8.955,3.688,1.581,9.482,4.113,1.221,0.129,-1.285,-2.506,-1.414,-0.257,0.321,0.321,-2.571,-2.763,-5.141,-1.093,-1.542,3.342,1.735,-4.049,-5.334,-6.877,-4.884,Negative_351,0
