PAAC1,PAAC2,PAAC3,PAAC4,PAAC5,PAAC6,PAAC7,PAAC8,PAAC9,PAAC10,PAAC11,PAAC12,PAAC13,PAAC14,PAAC15,PAAC16,PAAC17,PAAC18,PAAC19,PAAC20,PAAC21,PAAC22,PAAC23,PAAC24,PAAC25,PAAC26,PAAC27,PAAC28,PAAC29,PAAC30,id,label
5.337,4.303,0.688,2.238,1.836,3.673,2.812,4.074,1.549,0.861,4.074,2.525,0.287,1.893,5.451,4.074,2.468,0.229,1.263,2.238,4.65,4.887,4.676,4.791,5.136,4.477,4.767,5.091,4.811,4.84,Negative_123,0
5.137,3.091,2.214,2.297,1.42,3.133,2.255,4.01,1.337,2.548,5.388,2.214,1.504,2.381,2.005,3.634,2.088,0.459,1.504,4.051,4.685,4.685,4.774,4.477,4.809,4.853,4.753,4.738,4.801,4.756,Positive_189,1
5.749,3.78,1.732,3.071,0.157,1.732,2.441,5.276,0.788,2.126,3.386,0.63,0.472,1.339,3.78,4.017,4.489,0.788,1.732,3.465,4.963,4.81,5.088,4.874,5.062,4.68,4.988,4.685,4.866,5.032,Positive_79,1
2.783,3.223,1.465,2.49,1.611,6.006,1.172,3.076,1.758,1.465,2.93,5.567,0.586,0.586,3.955,7.032,3.076,1.025,0.733,2.783,4.796,4.54,4.65,4.399,4.564,4.551,4.868,4.852,4.607,4.85,Negative_115,0
4.142,2.872,1.603,3.073,0.802,3.54,1.67,4.342,1.603,3.073,3.139,2.739,1.136,1.269,2.605,2.405,2.672,1.069,2.071,2.939,5.172,5.257,4.847,4.989,5.306,5.176,5.098,5.074,5.135,5.181,Positive_148,1
1.807,2.452,1.678,2.065,1.033,2.969,2.84,2.711,2.323,2.582,6.195,2.065,0.904,2.452,3.485,7.099,3.485,0.904,1.549,3.356,4.689,4.57,4.408,4.527,4.484,4.775,4.662,4.67,4.629,4.635,Negative_173,0
3.932,2.458,1.475,3.932,0.0,8.356,5.407,4.424,0.0,2.458,3.441,1.475,1.475,1.475,5.407,3.932,1.966,0.0,0.0,2.949,4.758,4.34,4.04,4.864,4.248,4.406,5.085,4.463,4.826,4.406,Negative_82,0
3.792,2.579,2.73,3.034,0.607,2.579,2.124,4.854,0.91,4.551,5.461,3.186,1.062,1.669,2.882,1.82,2.427,0.0,1.517,3.186,4.906,5.127,4.852,4.964,4.992,5.043,4.799,4.605,5.023,4.72,Positive_61,1
2.911,1.532,2.145,2.145,3.524,3.064,0.613,3.524,0.919,2.451,3.064,4.596,0.766,3.064,4.902,3.524,4.136,0.766,2.145,3.064,4.839,5.024,4.45,5.026,5.013,4.093,4.939,4.72,4.487,4.558,Positive_123,1
4.446,2.141,3.129,2.47,0.659,3.129,3.623,3.129,0.0,3.458,4.94,2.141,1.647,2.799,3.458,1.976,3.788,0.823,1.153,3.293,4.922,5.048,4.729,4.633,4.854,4.701,4.881,4.69,4.682,4.661,Positive_118,1
3.701,2.467,4.023,3.487,0.375,2.628,2.145,3.433,0.805,1.878,4.023,2.092,1.556,2.414,3.165,3.433,3.594,0.697,3.057,2.95,4.878,4.73,4.977,4.87,4.759,4.634,4.803,4.818,4.818,4.79,Positive_171,1
2.043,1.493,4.755,3.458,0.393,2.751,1.69,2.476,0.55,5.266,4.48,4.205,0.982,2.201,2.083,3.891,2.869,0.511,3.105,2.476,4.858,5.013,4.896,4.842,4.969,4.907,4.54,4.837,4.811,4.653,Positive_54,1
3.184,0.988,3.403,4.062,0.0,2.195,2.635,3.842,0.988,2.525,3.513,4.83,1.098,2.635,1.317,4.281,4.391,0.549,2.744,2.744,4.749,5.021,4.572,4.808,4.741,4.746,4.873,4.855,4.873,4.837,Positive_112,1
4.064,3.965,0.694,2.28,0.793,2.974,1.982,4.46,1.09,1.487,5.055,1.784,0.694,1.487,4.262,2.676,2.676,1.09,0.793,4.361,5.366,5.324,4.67,5.3,5.164,5.217,5.336,5.161,4.85,4.945,Negative_94,0
3.928,1.964,1.497,2.806,0.655,7.295,2.899,5.051,1.403,1.59,6.827,1.309,1.029,1.029,4.676,5.611,2.899,0.655,0.561,2.899,4.071,4.317,3.989,4.275,4.227,4.371,4.513,4.685,4.36,4.609,Negative_14,0
4.186,4.745,1.395,3.349,1.395,3.907,5.023,0.558,0.558,2.512,1.674,3.628,2.233,0.837,2.512,1.117,1.395,0.558,3.628,2.791,4.678,5.703,5.443,5.134,5.247,5.021,4.956,5.163,5.475,5.179,Positive_20,1
4.408,3.582,0.964,3.306,0.689,5.235,2.066,3.995,0.964,0.827,4.133,2.342,0.964,0.964,7.301,4.408,2.342,0.689,0.0,3.306,5.044,4.28,4.561,4.771,4.7,4.863,4.905,4.881,4.637,4.871,Negative_126,0
5.317,2.254,2.774,1.85,0.462,2.254,6.415,4.739,1.965,0.809,5.201,2.08,1.676,1.387,6.53,7.224,2.485,0.231,0.809,2.254,3.966,4.198,4.254,4.119,4.154,4.263,4.107,4.081,4.09,4.051,Negative_222,0
5.001,2.607,1.543,1.649,0.266,2.979,4.309,5.373,1.756,1.49,3.298,2.341,1.171,1.171,8.831,6.225,2.713,0.16,1.437,2.873,4.281,4.346,4.141,4.286,4.332,4.432,4.381,4.198,4.192,4.221,Negative_135,0
3.983,2.711,2.102,2.876,0.332,3.928,2.268,4.37,1.272,3.153,3.872,2.655,1.217,1.881,1.992,2.379,2.323,0.608,2.323,2.821,5.125,5.123,5.01,4.872,5.267,5.105,5.142,5.184,5.034,5.069,Positive_83,1
5.246,3.229,0.807,2.287,1.076,2.556,4.439,3.229,1.883,1.21,5.246,1.076,0.538,2.018,4.17,3.632,2.69,0.942,1.749,3.094,4.994,4.636,4.854,4.828,4.992,4.828,5.132,5.061,4.843,4.716,Positive_163,1
2.452,2.697,3.065,1.717,1.839,3.556,2.452,2.943,1.839,2.33,4.537,2.33,1.226,1.839,4.415,4.047,2.82,1.104,1.594,3.311,4.878,5.097,4.711,4.763,4.828,4.711,4.914,4.596,4.75,4.638,Negative_48,0
7.723,4.103,0.724,3.379,0.483,2.172,1.931,4.465,0.724,1.689,5.551,0.966,0.603,1.086,2.655,1.931,2.896,0.483,0.966,4.707,5.165,4.906,5.007,5.076,5.153,5.116,5.091,5.153,5.185,4.911,Positive_110,1
5.082,1.016,2.439,2.033,0.406,3.862,1.423,3.252,1.829,2.643,4.472,1.016,0.813,1.016,6.505,9.96,8.741,0.813,1.219,4.472,3.781,3.718,3.721,3.63,3.444,3.753,3.664,3.702,3.664,3.907,Negative_140,0
5.031,3.645,0.875,1.969,1.021,2.77,1.677,5.468,1.167,0.875,5.76,0.802,0.364,1.896,5.104,4.229,3.354,0.802,0.948,3.864,4.894,4.447,5.012,5.077,5.033,4.721,4.919,4.827,4.736,4.713,Negative_90,0
3.972,2.383,1.986,2.251,1.589,3.707,2.383,3.045,0.927,2.251,4.898,4.634,0.397,1.059,4.502,4.766,2.913,0.927,0.927,2.78,4.722,4.55,4.999,4.856,4.869,4.832,4.717,4.764,4.654,4.743,Negative_102,0
4.019,2.753,1.541,1.487,0.496,1.817,2.257,3.854,1.376,2.147,4.404,2.312,1.101,2.422,7.542,8.533,5.23,0.771,0.44,2.477,4.288,4.447,4.396,4.123,4.385,4.302,4.074,4.396,4.142,4.467,Negative_79,0
2.89,3.016,2.639,2.89,0.88,3.393,2.639,2.513,0.88,2.262,3.016,4.022,1.131,2.011,3.268,4.901,2.513,0.503,1.508,3.896,4.684,5.095,4.899,5.054,5.044,5.044,4.955,5.031,4.668,4.755,Positive_174,1
3.188,2.163,1.821,3.074,0.911,4.44,2.391,2.505,1.025,4.554,6.148,4.782,0.911,1.594,1.708,3.188,2.049,0.114,1.252,2.96,4.801,5.243,4.661,4.905,4.71,5.238,5.159,4.872,4.603,5.03,Positive_152,1
5.067,3.934,1.067,2.6,1.0,3.0,1.6,4.134,0.6,1.8,6.934,2.0,0.6,1.467,4.067,3.534,2.134,0.333,0.333,4.0,4.832,5.116,4.877,4.978,5.083,5.083,5.103,4.963,4.93,4.827,Negative_164,0
5.887,5.063,0.706,2.237,0.706,4.121,1.531,4.827,0.942,0.824,4.003,1.177,0.471,1.531,7.3,5.651,2.119,0.236,0.118,1.766,4.804,5.017,4.615,4.886,5.053,5.06,4.633,5.04,4.784,4.891,Negative_58,0
3.242,1.945,1.296,0.648,4.538,3.89,0.0,6.483,3.242,0.0,1.945,6.483,1.296,2.593,3.89,1.945,2.593,0.648,1.945,1.296,5.192,5.559,4.912,4.206,5.863,4.563,4.59,5.506,5.329,4.361,Negative_216,0
3.988,4.786,1.196,0.798,0.798,1.994,2.792,3.988,2.393,0.798,6.78,1.196,0.399,2.792,4.387,3.191,2.393,0.798,1.196,2.393,4.982,4.862,5.102,4.646,5.261,5.374,4.918,5.502,5.163,5.134,Negative_185,0
3.703,2.91,1.323,3.174,0.264,5.026,2.645,3.174,1.323,2.116,7.671,1.058,0.794,1.587,5.819,4.232,1.587,1.058,0.529,1.851,4.565,4.988,5.115,4.835,4.765,5.068,4.576,4.827,4.622,4.793,Negative_117,0
3.09,2.649,2.501,3.09,1.03,3.532,3.826,2.796,1.766,1.471,4.561,3.973,0.736,1.766,3.237,5.15,3.973,1.324,0.441,1.618,4.339,4.662,4.998,5.014,5.035,5.145,4.904,4.581,4.355,4.439,Negative_31,0
6.255,2.808,1.404,1.404,0.127,4.978,2.042,4.085,1.021,3.574,4.34,2.681,1.277,1.659,2.17,1.149,1.915,0.511,1.787,3.447,5.095,5.462,4.951,4.834,5.189,5.126,5.318,5.075,5.168,5.146,Positive_136,1
3.25,3.151,1.576,2.659,1.182,3.939,3.25,3.644,1.083,1.379,5.514,1.674,0.887,1.576,6.105,6.302,3.151,0.591,0.591,3.053,4.359,4.577,4.517,4.34,4.463,4.724,4.438,4.435,4.853,4.741,Negative_221,0
3.031,2.382,1.083,0.866,2.166,1.949,1.083,4.547,2.815,2.598,7.146,1.732,1.516,3.898,1.732,4.114,2.598,2.166,1.732,3.898,4.921,4.687,4.621,4.149,4.761,5.061,4.496,4.95,4.544,4.759,Negative_209,0
0.0,3.066,0.766,1.533,0.0,4.216,1.916,2.3,2.3,2.683,3.832,5.366,2.3,2.3,4.982,1.916,1.916,1.533,2.3,3.832,4.636,5.799,5.453,5.092,4.913,5.109,4.741,4.903,5.384,4.911,Positive_35,1
4.353,2.763,1.926,2.512,0.921,2.763,1.926,4.103,1.423,3.014,5.274,2.763,1.256,2.093,2.93,2.01,2.763,0.419,1.926,3.433,4.822,5.009,4.9,4.973,5.037,5.09,4.629,4.832,4.935,5.206,Positive_29,1
2.741,4.756,0.403,2.096,2.015,3.305,2.015,5.482,2.66,0.967,3.224,3.224,0.322,1.612,6.449,3.628,2.096,0.322,0.645,1.854,5.448,5.077,4.825,5.248,5.174,4.678,4.935,5.109,4.83,4.857,Negative_205,0
7.531,1.369,1.369,1.369,3.423,2.054,2.054,0.0,1.369,1.369,9.585,5.477,1.369,2.054,2.738,4.793,1.369,1.369,0.685,5.477,4.739,4.08,5.117,4.216,3.856,4.077,4.089,5.103,3.517,4.381,Negative_137,0
3.127,2.189,3.752,1.876,0.469,1.876,1.876,8.442,1.094,1.094,3.283,1.094,3.752,1.563,9.067,5.628,1.72,0.782,1.876,1.876,4.041,4.188,4.47,4.035,4.473,4.478,4.591,4.405,4.43,4.45,Negative_74,0
3.985,2.391,3.188,3.188,1.913,2.072,2.55,3.985,1.753,3.666,3.188,1.275,1.115,1.115,2.231,4.463,3.666,1.435,1.593,3.188,4.723,4.544,4.892,5.12,4.71,4.712,4.99,4.725,5.016,4.611,Negative_124,0
4.728,1.947,1.112,0.835,1.391,3.06,2.781,3.894,0.835,3.06,7.51,4.728,2.225,1.112,3.06,5.841,2.225,0.835,0.278,3.338,4.449,4.562,4.414,4.112,4.559,4.436,5.151,4.34,4.822,4.362,Negative_188,0
4.601,3.473,0.782,1.953,1.042,3.733,2.214,3.473,1.432,1.78,5.425,2.083,0.998,1.606,5.599,5.382,2.344,0.738,1.129,2.387,4.683,4.696,4.625,4.797,4.969,4.946,4.604,4.779,4.748,4.98,Negative_163,0
6.071,3.324,1.734,1.156,0.433,4.336,3.324,6.071,0.578,1.156,2.602,2.891,1.156,0.867,8.094,4.336,2.168,0.723,0.578,3.324,4.177,4.583,4.377,4.487,4.663,4.814,4.605,4.49,4.517,4.364,Negative_64,0
5.473,3.546,0.848,3.16,0.848,4.24,0.925,6.63,1.002,1.156,3.006,3.623,0.617,0.694,5.088,5.011,2.467,0.231,0.462,2.698,4.56,4.852,4.735,4.841,4.816,5.01,4.679,4.984,4.896,4.904,Negative_229,0
3.669,3.891,0.778,2.446,1.445,3.891,4.002,4.002,0.778,2.001,4.224,2.668,1.112,2.001,4.002,4.558,1.89,0.445,0.778,2.557,4.753,5.096,4.743,4.884,4.5,4.978,4.988,4.963,4.815,5.144,Positive_66,1
5.574,3.406,0.722,2.27,1.342,2.787,2.374,4.644,1.548,1.239,6.502,1.342,0.516,1.548,5.677,7.431,2.374,0.413,0.516,1.961,4.595,4.638,4.644,4.644,4.609,4.465,4.424,4.687,4.66,4.449,Negative_104,0
5.483,2.492,3.489,3.489,1.495,2.492,0.498,2.492,0.498,5.483,3.987,1.994,1.495,1.994,3.489,4.984,1.994,0.997,2.492,2.991,4.493,5.042,3.947,3.887,4.697,4.357,4.382,4.857,4.686,5.324,Negative_105,0
5.703,3.38,1.479,1.267,1.69,1.056,2.535,4.436,1.479,1.267,5.069,2.957,1.69,1.479,4.013,5.914,3.591,0.845,0.422,3.591,4.724,4.158,4.551,4.19,4.708,4.36,4.875,4.91,4.845,4.818,Negative_77,0
4.693,3.476,1.911,2.433,0.174,4.345,2.78,2.26,1.216,2.085,4.171,2.607,1.391,1.391,4.171,5.213,5.04,0.0,1.564,2.955,4.259,5.088,4.639,4.332,4.472,4.835,4.622,4.278,4.822,4.779,Negative_34,0
4.457,2.993,1.273,1.91,0.637,3.056,3.311,3.438,2.229,1.655,6.367,1.719,1.082,2.419,2.929,3.757,1.465,0.891,1.528,3.247,4.779,5.119,4.863,4.883,4.943,5.248,4.938,4.913,5.019,4.933,Positive_33,1
3.144,1.965,2.358,2.489,0.655,4.978,0.786,3.93,1.048,2.227,5.895,4.323,0.786,2.882,2.227,2.227,1.572,0.393,2.489,2.751,5.288,5.46,5.158,4.984,5.141,4.822,5.183,5.17,4.684,4.986,Positive_113,1
4.962,1.875,3.528,2.922,0.22,2.04,2.812,4.08,0.551,2.536,4.465,1.929,1.048,2.316,2.37,4.851,5.072,0.772,1.819,4.135,4.583,4.61,4.749,4.469,4.578,4.445,4.6,4.559,4.48,4.624,Positive_167,1
2.515,0.943,1.257,0.943,0.314,3.143,0.0,9.116,0.0,3.772,5.972,0.628,3.143,2.515,1.257,3.143,1.257,1.572,3.458,9.744,4.463,4.509,4.296,4.632,5.116,4.649,4.556,4.602,4.296,4.187,Positive_32,1
2.808,1.685,1.685,1.123,1.123,12.356,4.493,6.178,2.246,0.0,4.493,3.931,1.685,0.562,3.931,6.739,1.685,0.0,0.0,1.123,4.235,3.763,4.165,4.11,4.362,4.324,4.44,3.65,4.752,4.35,Negative_184,0
2.033,3.05,1.627,1.83,0.813,3.05,2.236,3.456,1.627,3.05,5.896,1.627,1.017,3.253,2.236,7.116,2.44,1.83,1.22,2.846,4.83,4.522,4.958,4.64,5.005,4.402,5.029,4.663,4.83,4.87,Negative_227,0
1.95,3.08,1.334,3.182,1.026,3.49,2.669,2.464,1.54,2.361,6.981,3.901,1.54,1.642,1.642,4.004,1.232,0.308,1.745,3.182,4.92,4.962,4.994,4.987,5.253,5.287,4.807,5.403,5.085,5.026,Negative_5,0
3.278,2.595,2.321,2.527,1.707,3.55,2.116,2.527,1.229,2.253,7.647,3.004,1.365,1.297,3.072,4.438,2.936,0.614,1.297,3.004,4.747,4.922,4.491,4.639,4.721,4.932,4.589,4.684,4.993,4.502,Negative_60,0
4.273,2.924,1.912,2.811,0.0,3.824,1.912,3.824,1.799,3.374,3.487,2.362,0.562,3.487,2.362,3.599,3.037,0.562,1.124,2.474,5.011,5.45,4.914,5.03,5.142,4.861,4.948,5.006,4.842,5.088,Positive_141,1
3.086,3.703,1.44,2.674,0.617,3.086,2.057,2.057,1.029,2.469,5.554,3.908,1.44,2.263,1.234,2.674,2.674,0.206,1.851,3.497,5.042,5.191,5.063,5.127,5.731,5.279,5.151,5.027,5.367,5.503,Positive_159,1
2.594,2.594,2.162,3.026,0.865,3.891,1.297,1.729,1.729,2.162,5.62,3.459,0.865,2.162,2.162,5.62,2.162,0.865,2.594,3.891,5.34,5.034,4.105,4.936,4.908,4.656,4.728,4.872,4.826,5.147,Positive_193,1
4.255,3.73,0.758,2.04,0.175,2.506,2.215,5.478,1.632,0.641,6.586,1.165,0.466,2.04,4.079,3.147,2.04,1.457,1.224,3.147,5.166,5.071,5.175,4.863,5.227,5.151,5.246,5.093,4.956,5.273,Negative_17,0
3.051,3.306,2.416,1.399,0.89,3.941,3.433,2.416,1.526,1.78,5.467,4.068,0.509,1.653,3.814,4.196,2.161,0.509,1.526,3.178,4.88,5.142,4.868,4.809,4.673,4.924,5.17,5.088,4.665,4.545,Positive_39,1
9.898,2.7,1.2,2.1,0.3,3.0,0.9,4.199,1.2,3.0,6.599,1.2,1.8,0.0,3.899,4.499,3.299,0.9,0.6,3.299,4.348,4.755,3.876,4.474,4.528,4.804,4.449,4.61,4.992,4.572,Positive_169,1
3.921,3.508,0.929,2.579,1.032,1.341,1.96,4.643,1.754,1.547,4.849,2.992,0.722,1.032,5.675,3.817,3.508,0.929,1.135,4.127,4.812,4.446,5.057,4.654,5.197,4.571,4.968,4.524,4.922,4.851,Negative_29,0
3.591,1.122,1.122,0.673,3.142,1.795,2.693,4.488,2.244,2.019,9.425,0.673,0.225,3.366,3.366,7.63,2.244,2.019,1.122,4.937,4.229,4.377,3.96,4.012,4.273,3.844,4.319,4.49,4.253,4.345,Negative_121,0
6.342,4.497,0.576,2.075,1.268,2.306,2.767,4.151,1.384,1.038,4.958,1.73,1.038,1.038,5.42,7.034,3.113,0.23,0.346,2.652,4.595,4.463,4.56,4.544,4.827,4.8,4.428,4.525,4.7,4.595,Negative_110,0
3.685,5.79,1.579,2.106,1.053,6.141,4.036,3.86,1.404,0.176,3.509,1.755,1.053,0.877,3.334,4.386,2.456,0.702,0.702,1.579,4.87,4.449,4.772,4.662,5.023,5.196,4.77,5.442,5.161,5.472,Negative_138,0
3.175,2.928,1.847,2.319,0.946,3.49,2.905,2.748,1.464,2.229,5.427,2.635,0.788,1.937,3.874,5.968,3.581,0.518,0.946,3.265,4.618,4.708,4.626,4.576,4.838,4.631,4.69,4.801,4.809,4.713,Negative_128,0
5.653,4.684,0.485,2.1,2.423,3.554,1.615,5.976,3.069,0.646,3.231,1.292,0.485,1.938,5.008,4.038,2.423,0.0,0.485,3.069,4.956,4.826,4.756,4.581,5.155,4.714,4.967,5.048,4.03,4.795,Negative_198,0
2.863,2.569,1.982,2.495,0.954,3.963,1.541,3.817,1.248,3.963,4.404,3.523,0.954,2.129,2.789,3.009,3.156,0.22,0.954,4.33,4.669,5.208,4.959,4.667,4.85,4.847,4.71,5.272,5.208,4.748,Positive_28,1
3.045,2.789,2.458,3.302,0.734,5.724,3.339,1.688,0.991,2.422,5.467,5.284,1.504,1.358,1.798,3.119,2.128,0.404,1.211,2.165,4.955,5.032,4.909,4.871,4.95,4.988,4.734,4.912,4.841,4.881,Positive_203,1
2.374,2.883,1.526,3.053,0.169,4.918,0.339,3.222,0.509,3.222,4.409,4.579,1.017,1.526,2.205,3.053,1.865,0.339,2.035,5.596,5.184,4.994,4.491,4.799,5.443,5.665,4.845,5.331,5.509,4.899,Positive_161,1
5.357,3.181,1.841,2.846,0.167,2.176,1.339,3.013,0.837,2.176,6.529,1.339,2.344,2.176,3.683,2.846,2.176,1.339,1.172,3.013,5.039,5.292,4.898,5.26,4.948,4.767,5.396,5.067,4.789,4.992,Positive_50,1
4.598,2.004,2.358,3.066,1.179,3.183,1.533,4.363,1.297,3.773,4.48,3.419,1.887,1.297,1.887,1.651,2.83,0.708,1.768,3.655,5.216,5.03,4.852,4.897,4.926,5.03,4.773,4.788,4.727,4.826,Positive_69,1
6.109,3.491,1.309,1.746,0.873,2.182,0.436,6.982,1.746,4.8,6.545,2.182,0.873,1.746,2.618,5.236,2.182,0.0,0.436,2.618,5.184,4.645,4.402,3.977,4.624,4.726,4.553,4.935,4.388,4.459,Negative_95,0
6.756,4.003,0.125,0.625,7.255,2.001,0.0,2.001,5.129,0.5,3.628,0.25,1.626,0.625,7.255,3.753,3.628,1.376,0.25,5.004,4.988,4.338,4.642,3.682,4.55,4.595,4.104,4.093,4.402,4.812,Negative_204,0
4.042,4.816,0.602,2.58,1.032,3.956,1.548,4.042,0.774,1.376,4.128,2.15,0.258,1.29,6.88,4.988,2.15,0.602,0.602,2.924,5.074,4.757,4.615,4.749,4.955,5.056,5.018,4.866,5.155,5.018,Negative_153,0
2.527,2.155,2.155,2.006,1.635,2.898,2.675,3.047,1.784,3.418,6.465,2.973,1.486,1.932,2.304,4.83,3.567,0.223,1.932,3.716,4.475,4.98,4.47,4.516,4.765,4.583,4.508,4.701,4.551,4.725,Negative_201,0
3.691,2.214,1.476,2.214,0.738,4.428,3.322,1.476,1.107,1.107,5.905,1.845,1.476,3.322,5.167,5.905,1.107,1.845,0.738,2.583,4.513,5.175,4.454,4.255,4.932,5.185,4.942,4.56,4.978,5.34,Negative_200,0
1.398,3.883,2.175,1.087,3.573,4.504,2.485,3.417,3.728,1.708,2.175,6.369,0.466,1.398,1.243,4.349,3.728,0.0,1.864,1.864,4.928,5.362,4.56,5.229,5.321,3.882,4.535,5.476,4.298,4.995,Negative_149,0
6.867,1.526,2.543,2.289,0.0,4.069,3.815,2.543,0.509,2.543,4.832,3.052,1.017,3.306,2.035,3.052,1.526,1.017,1.526,2.798,4.995,4.791,4.687,5.323,5.231,4.987,4.825,4.565,4.934,4.797,Positive_140,1
0.574,2.87,0.0,0.0,13.777,0.574,6.314,9.184,2.296,0.0,1.148,3.444,0.574,0.0,10.907,14.35,1.148,0.0,0.0,0.574,2.814,2.963,3.769,2.374,3.705,3.448,3.421,2.482,3.58,3.708,Negative_231,0
4.584,3.143,1.572,2.882,0.524,3.143,1.441,3.536,0.524,2.619,5.239,3.143,1.31,1.31,1.965,2.882,2.095,0.786,1.31,4.453,5.336,5.578,4.805,4.677,5.302,5.088,4.727,5.462,5.505,5.059,Positive_191,1
4.097,2.652,3.013,2.29,0.482,3.254,1.808,3.254,1.085,2.29,4.459,2.531,0.723,2.772,2.892,3.254,2.652,1.085,1.446,3.736,5.032,5.114,4.958,5.099,5.182,4.938,5.032,5.189,4.997,4.684,Positive_92,1
3.599,2.7,1.6,2.6,1.9,3.8,3.9,2.7,1.4,3.2,3.999,3.2,1.2,2.4,2.6,4.8,2.6,0.3,1.6,2.2,4.78,5.033,4.584,4.871,4.521,4.971,4.801,4.78,4.693,4.673,Positive_221,1
3.13,2.236,1.788,0.447,1.341,8.048,1.341,5.812,0.0,4.024,3.577,1.788,0.447,1.788,4.471,3.577,2.236,0.0,1.788,3.577,5.093,5.057,4.81,5.093,5.553,5.016,4.849,4.401,4.234,4.478,Negative_50,0
3.883,1.195,0.896,3.584,1.195,4.48,0.597,2.688,0.298,2.688,4.182,7.467,1.195,1.493,1.792,3.584,2.091,0.298,1.792,4.182,4.15,4.75,5.124,5.025,5.347,5.263,5.281,4.924,5.223,5.33,Positive_202,1
4.653,3.955,1.163,2.327,0.931,3.722,1.861,3.955,1.628,0.931,3.955,2.559,1.163,0.698,3.024,4.187,2.094,0.233,2.094,3.722,4.316,5.152,4.658,4.578,5.684,5.379,5.377,5.223,5.413,5.364,Negative_100,0
8.273,5.225,0.218,2.612,1.089,3.701,2.612,5.443,0.218,0.653,5.66,0.435,0.218,0.218,5.66,3.266,1.306,0.435,0.218,3.266,4.441,4.908,4.948,4.251,4.545,5.199,5.415,5.029,5.554,4.984,Negative_210,0
5.408,1.957,2.009,2.42,0.103,2.575,2.472,4.584,0.567,3.708,5.254,2.215,2.163,2.781,2.318,3.193,3.451,0.464,1.391,4.996,4.698,4.573,4.565,4.395,4.492,4.749,4.544,4.53,4.714,4.714,Positive_75,1
5.013,2.919,1.459,2.348,2.221,2.284,2.284,3.68,1.396,2.094,5.901,2.157,0.952,2.03,2.284,5.203,2.729,0.698,1.269,3.553,4.699,4.57,4.807,4.948,4.767,5.048,4.898,4.591,4.531,4.665,Negative_223,0
4.559,3.039,2.026,1.52,0.507,3.039,4.052,3.039,1.52,0.0,5.572,4.559,1.52,2.026,5.572,6.078,3.039,0.0,1.52,1.52,5.077,4.653,3.977,5.077,3.66,5.036,4.694,4.313,4.658,4.152,Positive_2,1
5.72,4.004,0.327,1.553,0.899,3.105,1.88,5.966,1.144,0.899,5.312,0.899,0.735,0.572,3.677,3.105,2.697,0.817,1.716,5.066,5.072,4.829,5.205,5.132,4.749,5.433,4.849,4.802,4.952,4.884,Negative_53,0
4.956,1.652,2.596,2.478,0.236,4.72,1.18,4.366,0.59,4.248,3.422,3.776,0.826,1.77,2.006,2.242,2.714,0.708,1.77,3.658,5.158,5.57,4.826,4.717,4.981,5.241,4.801,4.727,5.034,5.034,Positive_60,1
3.107,1.998,1.998,1.775,1.775,4.106,1.775,3.218,1.775,2.996,4.882,4.106,1.221,1.775,2.996,5.104,2.663,0.555,1.775,3.218,4.4,5.023,4.917,4.513,4.579,4.798,4.764,4.672,4.791,4.725,Positive_199,1
0.0,2.375,0.0,0.593,13.654,0.0,5.343,11.873,4.155,0.0,0.593,3.562,0.593,0.0,9.498,15.435,1.187,0.0,0.0,1.187,2.82,2.816,2.837,2.62,2.928,3.1,3.033,2.82,3.25,3.727,Negative_234,0
2.318,2.822,3.225,2.822,1.209,3.024,2.62,4.233,0.907,1.613,3.628,3.628,1.814,1.209,2.318,3.427,2.318,1.411,2.116,2.822,4.847,5.107,4.966,5.151,5.206,5.305,4.592,5.114,5.139,5.087,Positive_88,1
6.072,3.168,1.584,2.376,0.264,2.904,1.584,3.696,1.848,2.112,5.28,1.584,2.904,1.32,3.432,2.64,2.904,0.528,1.056,4.752,4.948,5.289,4.805,4.803,4.966,4.766,4.47,4.675,4.782,4.491,Positive_144,1
3.434,2.837,1.045,4.479,0.448,3.285,1.643,3.285,1.045,3.583,5.226,3.882,0.896,1.643,0.896,3.583,2.986,0.299,1.792,1.941,5.139,5.469,5.158,4.963,5.107,5.102,5.17,5.298,5.151,5.218,Positive_164,1
4.139,3.951,1.693,3.763,0.564,4.076,3.324,3.387,0.752,1.693,3.261,3.324,1.066,1.317,2.383,5.017,2.321,0.439,2.634,2.007,4.697,4.989,4.812,5.145,5.001,4.794,4.644,5.014,4.971,4.82,Negative_8,0
6.986,4.851,0.582,0.97,0.0,6.015,3.299,4.463,0.97,0.194,6.015,1.552,0.582,0.388,5.045,3.493,1.94,0.0,0.0,3.299,4.824,5.298,4.903,5.356,4.887,4.708,4.854,5.082,4.963,4.48,Negative_136,0
2.782,2.461,1.338,2.89,0.803,3.585,2.301,3.104,1.766,2.355,5.726,2.997,1.07,2.087,3.532,4.388,3.371,0.589,1.766,3.371,4.486,4.925,4.737,4.763,4.922,4.909,4.807,4.684,4.893,4.593,Positive_196,1
2.507,2.433,1.769,3.391,1.253,5.16,2.58,3.612,1.032,1.474,5.897,2.212,0.443,1.917,4.349,6.34,2.285,0.958,1.179,1.769,4.749,4.73,4.799,4.644,4.804,4.596,4.649,4.886,4.709,4.872,Negative_80,0
