PAAC1,PAAC2,PAAC3,PAAC4,PAAC5,PAAC6,PAAC7,PAAC8,PAAC9,PAAC10,PAAC11,PAAC12,PAAC13,PAAC14,PAAC15,PAAC16,PAAC17,PAAC18,PAAC19,PAAC20,PAAC21,PAAC22,PAAC23,PAAC24,PAAC25,PAAC26,PAAC27,PAAC28,PAAC29,PAAC30,id,label
1.132,2.264,1.698,5.377,0.283,3.962,1.698,3.396,0.849,3.113,5.094,3.962,1.698,3.396,0.849,3.396,1.132,0.283,0.849,3.679,5.297,5.244,4.999,5.251,5.54,4.821,4.946,4.946,5.316,5.533,Positive_625,1
4.696,3.757,1.879,0.0,1.879,3.757,1.879,0.939,0.939,1.879,3.757,1.879,0.939,2.818,3.757,7.515,0.939,1.879,1.879,1.879,5.131,5.097,4.269,4.931,5.534,5.239,5.769,5.024,5.41,4.753,Negative_299,0
3.042,3.612,1.331,1.711,1.521,3.612,3.042,3.802,2.091,2.851,4.373,1.141,1.521,1.521,5.893,6.084,2.662,0.38,1.521,2.851,4.34,4.384,4.561,4.632,4.321,4.466,4.782,4.739,4.556,4.657,Negative_958,0
4.036,2.69,1.793,2.69,1.121,3.587,2.915,3.363,1.345,1.793,4.484,2.915,1.793,2.242,3.587,2.466,2.466,1.121,1.569,2.915,4.824,4.542,4.842,4.817,4.682,4.959,5.135,5.104,5.102,5.102,Negative_758,0
4.514,3.612,1.505,0.903,0.602,1.505,0.301,4.514,0.301,3.01,9.33,1.505,2.106,1.806,3.612,5.718,4.214,0.0,0.903,5.417,3.868,4.341,4.325,4.488,4.585,4.826,5.111,4.383,4.128,4.568,Negative_1004,0
2.512,2.512,1.057,2.512,2.512,4.098,1.587,3.173,2.644,2.909,5.156,3.173,1.19,1.719,2.776,4.098,3.041,0.264,1.851,3.437,4.797,4.789,4.645,4.88,4.656,4.87,4.828,4.922,4.522,4.87,Negative_941,0
5.996,3.498,0.916,1.582,1.416,4.331,3.081,2.831,0.833,1.666,7.162,2.415,0.916,0.833,5.163,3.831,2.498,0.25,1.416,1.915,4.606,4.979,4.496,4.666,4.721,4.813,4.501,4.837,4.976,4.855,Negative_259,0
4.186,2.302,2.093,2.302,2.511,2.721,1.046,2.93,1.046,3.139,6.069,1.674,1.465,3.349,1.883,4.186,3.349,1.465,2.302,2.93,4.466,5.067,4.834,4.456,4.808,4.744,4.797,4.654,4.49,4.734,Negative_236,0
0.0,2.314,0.0,0.0,5.4,0.0,0.0,16.201,0.771,0.0,2.314,0.0,0.771,2.314,0.771,6.943,0.0,0.771,10.029,0.0,5.553,5.441,5.801,4.659,4.43,5.674,5.062,4.821,5.256,4.7,Negative_1194,0
8.041,1.532,2.68,4.212,1.149,3.829,4.978,1.532,0.766,3.063,6.51,1.914,0.766,1.149,2.298,4.595,3.063,0.0,1.149,1.914,4.281,5.056,4.235,4.003,4.819,4.444,3.906,4.825,4.995,4.298,Negative_624,0
3.278,3.169,2.076,3.169,0.874,2.404,1.639,1.858,0.984,2.95,5.026,2.95,2.076,3.606,2.513,3.497,2.841,0.874,1.967,2.95,5.222,4.799,4.72,4.986,4.773,4.801,4.822,5.123,4.938,5.113,Positive_265,1
1.601,2.722,4.324,1.441,0.8,2.882,2.722,2.882,1.601,3.683,5.124,1.922,1.601,2.242,2.722,4.964,2.722,1.121,1.922,3.523,4.924,4.989,4.743,4.782,4.467,4.803,4.441,4.827,4.9,4.603,Positive_835,1
3.096,6.966,1.548,3.096,0.774,2.322,2.322,2.322,2.322,0.774,2.322,1.548,1.548,0.774,4.644,3.87,3.096,0.0,0.774,3.096,4.401,5.876,5.68,4.955,5.036,5.451,4.627,5.34,5.39,6.025,Negative_50,0
2.74,2.153,1.761,3.131,0.196,2.74,2.153,3.327,2.348,2.74,5.089,3.131,0.196,2.153,3.523,5.676,2.153,1.37,1.565,3.131,5.338,4.638,4.635,5.194,4.712,5.061,4.835,5.102,4.317,4.892,Positive_1171,1
4.508,2.893,2.086,2.96,0.269,3.902,1.682,2.893,0.942,3.7,5.853,3.431,1.816,1.144,2.759,3.028,2.288,0.269,1.48,2.355,5.194,4.908,4.978,4.965,5.031,4.895,4.9,4.89,4.905,5.076,Positive_1099,1
5.453,3.009,1.003,2.695,1.504,2.758,2.821,3.071,1.881,1.316,6.331,1.943,0.501,1.63,2.006,3.26,3.51,1.191,0.689,4.075,4.768,4.968,4.533,5.184,5.209,5.014,5.108,4.981,4.824,4.763,Negative_1169,0
2.838,3.179,2.384,2.724,1.249,3.292,2.952,2.952,3.179,2.498,6.698,2.157,1.817,2.27,1.93,3.292,2.043,0.681,1.135,1.817,4.996,4.991,4.741,4.93,5.096,4.958,4.861,4.874,4.746,4.72,Positive_1199,1
7.107,3.886,0.888,2.776,1.444,2.554,1.332,5.108,1.332,0.444,6.329,0.444,0.444,2.11,3.553,3.331,1.332,0.888,0.333,4.664,4.806,4.701,4.937,4.95,4.859,4.99,5.126,5.003,5.088,5.239,Positive_63,1
3.355,5.591,1.864,1.118,1.491,1.491,1.491,4.1,1.118,1.118,2.982,4.846,0.373,0.373,2.609,2.237,2.982,0.0,1.491,5.591,5.648,5.371,5.128,5.787,4.675,4.705,5.844,5.338,5.565,5.72,Positive_54,1
4.523,1.905,0.714,1.666,1.19,2.381,2.619,5.476,1.666,1.429,5.0,1.905,0.952,1.905,5.476,6.904,2.857,1.905,0.238,3.571,4.164,4.402,4.842,4.959,4.5,4.47,4.674,4.671,4.519,4.516,Negative_25,0
4.887,3.301,0.943,2.53,1.157,3.43,2.701,4.844,1.329,1.115,4.887,1.586,0.729,1.329,6.431,7.202,2.915,0.3,1.072,2.615,4.383,4.294,4.457,4.532,4.56,4.571,4.499,4.491,4.538,4.374,Negative_1098,0
4.013,2.774,1.475,2.243,1.239,2.892,2.243,3.6,2.066,1.534,4.84,1.888,0.531,1.121,7.85,6.669,3.305,0.354,1.77,3.246,4.361,4.335,4.505,4.422,4.475,4.427,4.374,4.5,4.391,4.555,Negative_1113,0
3.383,3.502,2.137,3.561,0.0,3.858,1.603,3.68,0.89,3.502,4.333,3.205,1.781,1.365,1.187,2.077,3.383,0.119,1.187,4.036,5.184,5.169,4.945,5.237,5.223,4.989,5.128,5.072,5.108,5.157,Positive_858,1
5.071,1.79,1.79,1.044,1.64,1.64,1.938,2.983,1.044,3.281,4.176,2.088,1.64,3.281,2.983,5.071,2.834,2.088,2.237,5.667,4.636,4.59,4.381,4.174,4.571,4.443,4.744,4.696,4.717,4.763,Negative_727,0
2.074,3.19,2.233,3.988,1.595,3.031,2.233,3.669,1.595,1.914,4.945,1.755,0.957,2.233,2.233,1.914,3.031,0.798,2.552,3.35,5.289,5.469,4.818,4.616,5.58,5.114,4.966,5.055,4.668,5.134,Positive_688,1
3.242,2.593,2.701,2.918,0.324,2.377,2.809,3.566,1.08,2.701,3.89,2.377,0.864,3.998,3.35,3.566,2.593,0.864,2.593,2.053,4.882,5.013,4.819,5.127,5.061,4.97,4.791,4.728,4.915,5.233,Positive_539,1
3.756,4.097,0.512,2.39,0.512,4.268,1.195,6.146,1.366,0.341,8.195,1.707,0.683,0.683,4.781,4.61,1.536,1.366,0.341,1.707,4.904,5.11,5.215,5.112,4.651,4.932,4.733,4.879,5.045,5.223,Negative_1115,0
3.912,4.138,2.162,2.45,0.577,3.294,2.183,3.994,1.4,2.347,4.282,2.265,1.75,2.574,3.541,3.377,2.45,0.659,1.565,2.656,4.82,5.031,4.533,4.727,4.799,4.698,4.967,4.884,4.941,5.026,Positive_967,1
5.007,2.931,1.709,2.076,1.832,2.809,2.442,5.007,0.977,2.564,4.519,2.32,1.709,2.198,1.588,3.786,2.198,0.489,1.221,3.297,4.647,5.23,5.134,4.896,5.027,5.261,5.139,4.944,4.313,4.728,Positive_333,1
4.304,3.171,0.793,3.171,0.793,4.87,2.492,4.191,1.812,1.359,4.644,1.246,1.133,1.699,3.285,3.398,2.831,1.359,0.566,3.398,4.812,4.733,4.908,5.324,4.915,5.266,5.024,4.726,4.804,4.973,Negative_1263,0
2.834,2.577,1.804,2.834,3.607,3.092,1.288,4.638,0.516,0.773,5.411,2.834,1.288,2.319,2.319,4.638,1.804,1.031,2.062,2.577,5.138,4.799,4.856,4.56,5.422,5.213,4.648,4.851,5.201,5.065,Negative_763,0
4.933,4.384,1.096,0.548,0.548,0.548,0.548,7.125,0.548,1.096,2.74,2.192,2.192,1.644,3.837,7.125,4.933,1.096,1.096,4.384,4.475,4.667,4.556,4.509,4.725,5.367,4.872,5.209,4.551,4.456,Negative_862,0
4.047,2.766,3.238,3.373,0.742,3.373,2.091,3.71,1.282,2.226,3.845,2.833,0.81,1.417,2.563,4.115,2.766,1.282,1.754,2.563,4.907,5.044,4.706,4.747,4.894,5.158,4.884,4.869,4.98,5.018,Positive_1088,1
2.756,3.253,2.078,2.575,0.542,3.344,1.762,2.756,1.988,3.57,4.112,3.344,1.039,2.395,2.078,3.344,1.988,0.858,1.853,2.892,5.202,5.423,5.222,5.018,5.12,4.991,5.122,5.246,5.112,5.018,Positive_636,1
3.543,2.147,1.503,0.859,0.751,2.255,1.074,4.08,0.644,5.368,6.656,2.255,1.503,3.65,2.899,3.758,3.328,0.751,1.933,4.831,4.545,4.704,4.515,4.599,4.642,4.365,4.588,4.693,4.862,4.701,Positive_105,1
4.919,3.193,1.036,2.589,0.777,2.589,2.158,4.402,1.553,2.503,4.488,2.417,0.949,2.071,2.244,3.625,2.071,0.949,1.381,2.762,5.179,5.038,5.063,4.819,5.233,4.953,5.206,5.306,5.308,5.216,Positive_680,1
5.709,3.806,1.142,0.381,1.142,4.186,1.903,6.089,1.903,1.142,6.85,1.142,0.761,0.761,3.806,4.567,2.284,0.381,0.0,4.186,4.786,4.351,5.269,4.987,4.851,4.833,4.695,4.669,4.549,4.872,Negative_1088,0
5.603,4.173,1.192,4.411,0.119,3.338,1.311,4.411,1.192,1.311,4.65,1.311,0.954,2.742,2.265,1.311,1.908,0.715,1.073,2.265,5.521,5.62,5.167,5.204,5.375,5.435,5.257,5.354,5.576,5.236,Positive_550,1
3.459,1.955,2.707,1.805,1.504,1.053,0.902,1.805,0.902,6.166,6.918,3.459,1.354,4.211,2.556,3.76,3.008,0.752,2.556,3.158,4.373,4.489,4.206,4.4,4.894,4.921,4.47,4.751,4.711,4.794,Positive_120,1
1.854,1.933,3.117,3.195,2.485,3.472,2.998,2.683,1.104,1.933,3.945,4.024,1.42,2.131,3.393,5.208,3.945,0.434,1.815,3.235,4.476,4.585,4.748,4.506,4.433,4.577,4.558,4.675,4.482,4.637,Negative_1045,0
5.987,2.595,0.799,1.198,1.397,0.998,1.996,4.59,2.595,0.399,7.983,0.799,0.998,3.593,2.395,2.395,2.395,2.395,1.796,4.79,5.019,4.792,4.347,4.766,4.761,4.824,4.982,4.878,4.696,4.844,Negative_542,0
3.423,2.702,2.072,2.342,1.351,2.522,2.522,4.144,1.351,1.801,5.225,1.621,0.901,1.351,4.053,5.405,3.873,0.991,1.891,4.053,4.649,4.258,4.494,4.585,4.762,4.741,4.802,4.725,4.84,4.548,Negative_1258,0
6.072,3.247,1.177,2.306,0.377,0.989,1.318,4.565,0.612,2.165,5.93,1.036,1.365,2.165,4.142,2.824,3.906,1.412,1.271,4.801,4.778,4.801,4.654,4.718,4.824,4.803,4.897,5.083,4.876,4.889,Positive_24,1
3.463,3.281,0.365,3.099,1.276,3.281,2.188,3.099,1.458,1.094,3.463,4.01,1.276,1.094,3.099,9.297,3.646,0.365,1.276,3.099,4.649,4.593,4.375,4.564,4.538,4.881,4.719,4.546,4.655,5.253,Negative_1293,0
2.25,7.032,1.125,1.125,1.406,1.687,1.687,4.219,0.844,0.0,4.219,1.125,0.562,2.813,7.313,3.938,2.25,1.125,0.281,1.406,5.163,5.332,5.423,5.288,5.478,5.379,5.154,5.796,5.446,5.133,Negative_302,0
2.462,3.518,1.055,2.111,0.586,2.462,1.642,3.87,1.876,2.228,3.049,6.567,1.172,1.993,1.759,2.228,2.697,0.586,1.29,4.104,5.2,5.725,5.056,5.165,5.238,5.394,5.068,4.95,5.33,5.616,Positive_864,1
1.907,3.178,1.907,3.814,1.589,3.178,2.225,3.655,1.589,2.066,4.926,1.907,0.954,2.225,2.066,2.384,2.86,0.795,2.543,3.337,5.257,5.357,4.915,4.599,5.671,5.161,4.969,5.131,4.675,5.161,Positive_689,1
3.819,2.864,1.91,3.733,0.521,3.212,1.649,3.733,2.083,2.17,5.035,3.212,1.215,2.257,2.083,2.257,2.431,0.434,1.996,2.951,4.998,5.291,4.904,4.847,5.152,5.197,5.216,4.874,4.954,5.003,Positive_139,1
6.251,4.341,1.216,2.778,0.521,2.605,2.431,3.647,0.695,2.778,6.251,1.216,1.737,0.695,2.084,2.952,2.952,0.868,0.695,2.952,4.752,5.252,4.795,4.951,4.983,5.239,5.167,5.07,5.209,4.921,Positive_601,1
2.336,0.849,4.034,3.61,0.0,3.503,2.336,3.716,0.956,4.246,4.353,6.476,1.062,0.956,1.487,3.185,2.972,0.425,2.654,2.442,4.737,5.069,4.938,4.571,4.623,4.912,4.804,4.845,4.881,5.023,Positive_807,1
3.974,3.242,2.3,2.824,0.209,5.02,3.032,5.752,0.209,1.882,5.96,2.092,1.568,1.255,0.732,5.647,2.196,0.209,1.255,2.3,5.313,4.665,5.138,4.484,5.034,4.68,4.698,4.931,4.683,4.714,Positive_902,1
4.895,2.545,0.196,2.154,2.35,2.35,3.72,6.658,3.72,1.566,5.874,0.783,0.196,1.371,2.937,2.937,2.545,0.979,0.391,5.091,4.527,4.812,4.73,4.77,4.748,4.474,4.935,4.413,4.62,4.711,Negative_1001,0
3.39,4.201,3.199,2.817,3.103,5.872,1.862,3.581,0.907,1.289,2.387,5.395,1.289,1.766,1.957,3.008,2.244,0.0,1.003,1.528,5.014,4.93,4.752,4.719,4.958,4.699,4.798,5.069,5.209,5.057,Negative_540,0
5.259,3.663,1.409,2.348,0.939,2.254,1.972,3.569,1.221,1.409,5.729,1.878,0.751,1.878,3.569,4.978,1.972,1.033,0.751,3.569,4.752,5.058,4.92,4.983,5.243,5.231,4.988,4.85,4.85,4.975,Negative_667,0
3.657,2.358,2.563,2.256,0.854,2.871,1.846,2.905,1.162,3.896,7.006,2.7,1.504,2.529,1.709,3.759,3.589,0.854,1.572,3.35,4.746,4.841,4.64,4.648,4.717,4.632,4.635,4.741,4.725,4.733,Positive_281,1
5.85,1.721,1.892,3.441,1.032,3.097,1.205,6.882,1.205,2.409,3.785,3.957,1.548,0.86,1.892,2.581,3.269,0.516,0.688,5.161,4.64,4.528,4.51,4.608,4.727,5.207,4.809,4.777,4.74,4.462,Positive_654,1
3.871,1.521,1.383,3.457,1.383,2.903,2.074,4.563,1.797,3.457,4.425,2.903,1.383,1.797,2.627,3.18,2.35,0.553,2.903,3.595,4.822,4.814,4.629,4.467,4.832,4.806,4.741,4.931,5.004,4.827,Positive_580,1
4.931,4.249,0.683,1.669,0.683,4.931,3.641,5.918,0.607,0.683,5.159,2.428,0.683,0.683,3.187,6.069,1.669,0.379,0.759,2.048,4.779,4.884,4.833,4.838,4.838,5.073,4.741,4.991,4.851,5.116,Negative_552,0
3.87,2.277,1.935,2.732,1.48,1.708,1.594,2.39,1.48,4.326,6.033,2.732,1.821,3.187,1.821,4.554,3.301,0.569,1.594,4.326,4.707,4.752,4.384,4.43,4.675,4.779,4.358,4.771,4.752,4.661,Positive_119,1
3.972,2.869,0.883,3.089,1.766,4.414,2.648,4.634,1.545,1.104,6.179,1.545,1.766,0.883,3.531,4.414,3.089,0.662,0.662,3.531,4.914,5.473,4.765,4.425,4.14,4.755,4.911,4.72,4.215,4.499,Negative_179,0
4.007,0.728,3.461,2.55,1.093,2.004,1.093,5.829,0.728,2.004,4.736,4.918,0.728,2.732,0.728,4.007,4.736,0.911,2.186,2.368,5.521,4.219,5.351,4.206,5.116,4.616,5.129,4.523,5.227,4.541,Positive_733,1
4.49,1.829,0.998,1.497,1.996,2.162,1.164,3.16,1.33,3.16,8.814,2.328,1.497,2.827,2.494,3.658,2.661,0.832,3.825,3.493,4.294,4.652,4.107,4.906,4.638,4.635,4.706,4.652,4.551,4.644,Negative_1298,0
3.535,2.668,1.867,3.068,0.8,4.469,2.201,2.801,1.267,1.734,5.069,4.402,1.267,2.201,2.201,3.202,2.001,0.734,1.534,2.868,5.069,5.496,4.802,4.607,5.101,5.022,4.892,5.146,4.974,4.999,Positive_379,1
4.129,1.877,2.065,1.689,1.314,1.314,1.877,3.379,2.44,1.501,8.259,1.689,1.689,4.129,1.689,3.379,3.379,2.816,1.314,3.754,4.571,4.568,4.745,4.786,4.488,4.482,4.445,5.073,4.52,4.643,Negative_238,0
4.272,2.815,1.656,2.186,0.927,2.682,2.351,2.782,1.259,3.709,7.02,2.186,1.192,2.682,2.02,3.742,3.047,0.762,1.292,3.775,4.72,4.958,4.806,4.73,4.817,4.597,4.584,4.741,4.859,4.835,Positive_182,1
4.438,3.994,1.331,1.331,0.444,2.219,3.107,2.219,0.888,2.219,4.438,3.994,0.888,0.0,5.325,6.213,2.219,0.888,1.775,2.219,4.586,4.829,5.153,4.892,5.757,4.423,4.779,5.564,4.927,4.942,Negative_662,0
2.954,2.954,0.656,4.267,0.985,4.924,1.313,2.626,0.656,1.641,11.489,0.656,3.282,1.641,2.626,4.267,1.969,0.656,0.656,2.298,5.013,5.499,4.099,4.412,5.134,4.359,4.792,4.871,4.496,4.806,Negative_141,0
1.98,2.64,2.805,1.98,0.99,4.289,2.145,2.475,1.155,2.145,4.289,3.3,2.145,1.815,2.31,4.454,1.485,1.155,2.475,3.795,5.174,5.179,4.432,4.806,5.229,5.027,4.858,5.404,5.097,4.968,Positive_677,1
3.206,2.405,3.607,1.202,4.408,2.405,2.805,2.805,0.401,2.805,7.214,4.007,2.805,2.405,2.805,4.809,4.408,0.0,0.802,2.405,4.395,4.395,4.112,4.167,4.553,4.279,4.23,4.245,3.815,4.1,Negative_1131,0
7.434,3.305,0.472,1.534,1.534,3.54,2.832,5.075,1.652,0.354,5.192,1.18,1.298,0.354,4.956,6.726,2.36,1.062,0.118,3.068,4.705,4.451,4.594,4.672,4.545,4.813,4.275,4.581,4.518,4.797,Negative_551,0
4.378,1.333,3.427,3.522,0.0,2.094,2.475,4.95,1.047,2.38,3.808,3.522,0.571,2.285,1.618,3.332,3.808,0.476,3.427,3.998,4.744,4.854,4.815,4.681,4.655,4.935,4.789,4.445,4.715,4.917,Positive_561,1
3.974,1.766,1.324,2.429,0.883,3.312,2.649,3.974,1.324,2.208,4.636,3.091,1.104,2.87,2.429,3.091,3.312,1.324,1.766,3.532,4.672,4.868,4.988,4.911,4.758,5.174,4.975,5.1,4.669,4.883,Positive_189,1
7.419,4.521,0.58,1.043,1.391,1.739,1.623,4.753,1.275,0.695,7.651,0.58,0.464,1.623,6.144,2.782,0.811,1.391,0.811,3.014,4.679,4.447,4.928,4.81,4.714,5.29,5.147,5.34,5.27,5.066,Negative_472,0
2.418,2.216,3.156,3.291,0.873,3.022,1.477,3.425,1.545,2.955,4.029,3.492,1.007,2.82,2.418,2.082,2.149,0.94,2.283,3.895,4.932,5.318,5.023,4.9,5.137,5.382,5.016,5.107,4.692,5.003,Positive_639,1
4.91,4.91,0.0,1.227,5.523,0.613,4.296,3.068,1.227,1.841,6.751,1.227,2.455,2.455,2.455,4.296,2.455,1.227,0.0,0.613,3.446,3.846,4.428,4.501,5.096,5.194,5.758,5.447,5.459,5.271,Negative_491,0
3.368,4.811,0.481,2.405,1.924,5.292,2.887,4.811,1.924,1.924,4.33,1.443,0.962,0.962,1.924,2.887,1.443,0.962,0.481,3.368,4.555,5.034,5.09,4.993,5.151,5.214,5.42,5.444,5.551,4.959,Negative_12,0
4.189,3.086,1.543,1.543,0.882,3.527,2.866,3.747,0.882,2.645,6.614,1.763,0.441,2.205,3.307,4.409,2.205,0.441,1.543,3.527,4.353,4.954,4.679,4.851,4.803,5.005,5.319,4.777,4.89,5.005,Positive_382,1
2.792,2.234,1.787,2.569,1.787,2.122,2.457,2.234,1.787,2.569,5.696,2.68,1.452,2.68,2.234,4.356,3.909,1.452,1.675,3.351,4.511,4.757,4.897,5.172,4.939,5.092,5.123,4.718,4.503,4.465,Negative_411,0
5.866,5.356,1.275,3.061,0.765,3.061,1.53,2.805,1.02,1.53,5.866,0.0,0.255,1.275,3.826,2.55,2.295,1.02,0.51,4.081,5.579,5.646,5.293,4.411,5.006,5.085,5.198,5.478,5.397,4.96,Positive_10,1
2.757,2.053,2.229,2.816,0.704,4.752,2.112,2.288,1.232,2.757,4.635,4.107,1.76,2.581,1.936,2.406,2.992,0.704,1.76,3.755,4.737,5.23,4.795,4.903,5.195,5.001,4.961,4.966,5.001,4.875,Positive_988,1
3.19,3.072,2.009,1.536,1.89,2.599,2.363,2.836,1.654,3.072,7.443,1.3,1.3,3.072,2.127,4.135,1.89,1.418,1.418,3.662,4.8,4.993,4.608,4.754,4.655,4.889,4.91,4.465,4.923,5.024,Positive_60,1
2.888,2.521,2.888,2.521,1.238,3.391,1.695,2.383,1.054,3.162,5.591,3.3,1.008,3.208,1.283,3.116,2.75,1.145,1.925,3.529,4.877,5.12,4.88,4.7,4.903,5.163,4.799,4.961,5.017,4.984,Positive_541,1
4.353,2.177,3.516,3.516,0.502,2.177,1.674,4.353,0.502,2.009,4.018,4.52,1.674,2.511,1.674,3.516,3.349,1.004,1.507,1.841,5.057,5.107,4.621,4.8,4.76,5.203,4.908,4.992,4.896,5.261,Positive_584,1
5.589,3.726,0.0,0.932,0.0,2.794,1.863,2.794,1.863,2.794,4.658,3.726,0.932,0.932,3.726,2.794,5.589,0.932,0.0,6.52,5.156,5.125,4.288,5.214,4.937,4.642,4.895,4.582,4.288,4.71,Negative_241,0
3.694,3.232,3.694,4.156,0.924,1.385,2.309,4.156,2.309,3.232,3.694,1.385,1.385,1.385,5.08,5.08,5.08,0.0,0.924,2.309,3.84,4.306,5.239,4.962,4.059,3.76,4.303,4.533,5.02,4.566,Negative_73,0
3.336,2.966,1.854,1.483,4.078,1.854,1.483,2.225,1.483,2.225,6.302,2.595,0.741,0.741,7.785,5.561,2.225,1.483,0.741,5.561,3.914,4.909,4.291,4.172,3.885,3.832,4.382,4.972,4.663,4.26,Negative_787,0
2.555,2.555,2.555,2.091,2.323,6.97,2.788,1.858,2.555,1.858,3.717,1.394,1.394,2.788,4.414,6.04,3.252,0.929,0.929,2.788,4.229,4.823,4.246,4.321,4.115,4.405,4.767,4.639,4.642,4.056,Negative_925,0
3.245,2.503,1.761,2.132,0.834,3.708,1.483,3.894,1.205,3.43,3.708,3.523,1.205,1.576,2.318,2.225,2.874,1.112,2.318,3.801,4.832,5.445,4.976,4.724,5.108,5.316,5.213,5.286,5.062,5.181,Positive_983,1
3.588,4.186,1.495,1.794,1.495,2.99,4.186,2.691,1.196,1.495,7.176,2.093,1.495,2.99,3.887,4.784,1.196,0.598,0.598,2.093,4.458,4.443,4.295,4.682,4.729,4.856,5.085,5.096,5.374,4.958,Negative_1145,0
6.316,1.804,0.451,0.902,1.353,1.128,0.902,4.06,1.128,2.03,8.12,1.353,2.03,4.286,2.707,4.06,2.481,1.579,2.481,4.962,4.428,4.506,4.547,4.98,4.528,4.477,4.482,4.707,4.569,4.644,Negative_955,0
1.235,4.117,1.235,1.235,6.176,1.647,2.47,2.882,0.823,2.059,5.764,2.47,0.823,2.059,4.117,4.117,3.294,1.235,1.235,2.47,4.385,4.658,4.858,4.658,5.221,4.583,4.429,5.165,5.389,5.188,Negative_526,0
8.124,3.159,2.257,1.805,2.257,4.514,3.611,1.805,0.0,0.451,7.673,2.708,1.354,2.257,2.708,4.062,1.805,0.451,0.451,0.903,4.319,4.435,4.864,4.788,4.194,5.233,5.202,4.963,4.542,5.102,Negative_889,0
2.912,2.912,0.0,0.0,0.0,5.824,2.912,2.912,2.912,8.736,5.824,0.0,0.0,0.0,5.824,0.0,8.736,0.0,0.0,5.824,4.955,4.875,4.33,5.306,3.173,5.37,3.486,3.514,4.606,5.055,Negative_1064,0
2.685,2.301,2.301,3.068,0.959,2.876,1.534,3.451,2.301,1.917,4.218,3.451,0.767,2.301,4.027,3.643,2.301,1.534,1.534,2.685,5.15,5.062,5.057,4.611,5.157,5.135,5.12,5.309,4.569,4.978,Positive_832,1
3.13,1.89,2.54,3.071,0.886,4.429,2.244,2.244,1.535,3.071,4.784,3.957,2.126,2.658,1.949,2.362,2.303,0.65,1.89,3.071,4.647,5.135,4.691,4.962,5.168,4.932,4.851,4.965,5.066,4.792,Positive_992,1
4.723,1.453,0.727,3.27,0.0,3.996,1.453,6.177,0.727,2.906,4.723,1.816,1.453,0.727,2.18,6.54,7.267,0.727,0.727,7.267,3.811,3.891,4.358,4.097,4.155,4.114,4.667,3.855,4.049,4.144,Negative_1209,0
5.411,4.638,3.285,1.546,2.126,0.966,2.319,5.217,1.353,2.319,5.797,0.0,0.773,1.932,2.899,2.899,1.739,0.58,0.386,5.411,4.708,5.028,4.938,4.723,5.056,4.914,4.677,5.131,4.824,4.406,Positive_74,1
3.761,4.513,1.88,1.88,0.752,5.265,0.376,3.009,1.504,3.009,5.641,1.504,1.504,1.128,4.137,4.889,4.137,0.752,0.752,2.633,3.932,4.444,5.059,4.772,5.637,4.452,4.759,4.841,4.457,4.621,Negative_959,0
2.379,2.736,3.283,4.523,3.674,2.758,1.843,3.764,1.519,2.792,3.205,1.831,0.782,1.909,2.579,3.785,2.87,1.005,1.843,2.903,4.762,4.899,4.993,4.866,4.764,4.73,4.814,4.728,4.775,4.686,Negative_603,0
2.014,2.517,1.51,3.021,0.0,6.545,2.014,1.51,0.503,2.014,6.545,6.545,1.007,2.517,1.007,3.021,3.021,0.503,0.503,3.021,5.139,5.052,4.441,4.497,6.027,4.71,4.885,5.01,6.089,4.811,Positive_1190,1
2.123,2.801,1.613,2.038,1.104,3.056,2.292,3.821,1.528,2.123,6.282,2.123,1.528,3.311,3.905,2.801,2.547,0.849,2.292,2.717,4.961,5.172,5.075,4.684,4.785,4.717,4.917,4.905,5.024,4.907,Positive_1078,1
5.168,2.146,1.927,2.321,0.526,2.146,5.431,8.41,2.277,0.526,3.986,1.445,1.182,2.015,7.753,6.088,1.577,0.263,0.745,1.884,4.036,4.264,4.293,4.215,4.065,4.313,4.299,4.255,4.183,4.258,Negative_635,0
5.686,4.911,1.809,1.292,0.0,3.618,1.292,2.585,0.775,1.292,4.136,3.618,1.292,1.292,1.809,3.877,1.292,0.517,1.034,4.136,5.145,5.626,5.748,5.422,4.994,5.172,4.955,5.512,5.751,5.411,Positive_896,1
4.444,2.339,1.637,1.637,1.287,1.754,1.053,3.275,0.702,2.807,8.187,1.287,1.287,3.509,2.924,6.199,3.859,0.585,2.105,4.678,4.18,4.469,4.55,4.067,4.48,4.467,4.428,4.564,4.705,4.536,Negative_850,0
4.142,3.561,1.962,3.561,0.726,4.36,2.761,2.325,1.599,1.599,6.54,1.744,1.163,1.526,2.907,4.578,2.689,0.582,0.872,2.544,4.807,5.138,4.742,4.67,4.869,4.954,4.569,4.799,4.902,4.809,Positive_1147,1
3.075,2.306,2.306,1.076,1.845,1.537,2.459,2.459,1.076,4.919,6.61,2.306,1.23,4.766,1.691,3.382,3.228,0.768,2.767,4.305,4.388,4.654,4.367,4.277,4.616,4.635,4.74,4.816,4.434,4.962,Positive_469,1
4.238,1.474,1.843,2.119,0.461,3.409,2.027,4.146,1.198,2.211,5.805,3.501,1.474,2.488,3.593,3.225,2.948,1.105,1.29,3.686,4.548,4.746,4.848,4.506,4.689,5.018,5.054,4.947,4.48,4.924,Positive_1077,1
