_PolarizabilityC1,_PolarizabilityC2,_PolarizabilityC3,_SolventAccessibilityC1,_SolventAccessibilityC2,_SolventAccessibilityC3,_SecondaryStrC1,_SecondaryStrC2,_SecondaryStrC3,_ChargeC1,_ChargeC2,_ChargeC3,_PolarityC1,_PolarityC2,_PolarityC3,_NormalizedVDWVC1,_NormalizedVDWVC2,_NormalizedVDWVC3,_HydrophobicityC1,_HydrophobicityC2,_HydrophobicityC3,_PolarizabilityT12,_PolarizabilityT13,_PolarizabilityT23,_SolventAccessibilityT12,_SolventAccessibilityT13,_SolventAccessibilityT23,_SecondaryStrT12,_SecondaryStrT13,_SecondaryStrT23,_ChargeT12,_ChargeT13,_ChargeT23,_PolarityT12,_PolarityT13,_PolarityT23,_NormalizedVDWVT12,_NormalizedVDWVT13,_NormalizedVDWVT23,_HydrophobicityT12,_HydrophobicityT13,_HydrophobicityT23,_PolarizabilityD1001,_PolarizabilityD1025,_PolarizabilityD1050,_PolarizabilityD1075,_PolarizabilityD1100,_PolarizabilityD2001,_PolarizabilityD2025,_PolarizabilityD2050,_PolarizabilityD2075,_PolarizabilityD2100,_PolarizabilityD3001,_PolarizabilityD3025,_PolarizabilityD3050,_PolarizabilityD3075,_PolarizabilityD3100,_SolventAccessibilityD1001,_SolventAccessibilityD1025,_SolventAccessibilityD1050,_SolventAccessibilityD1075,_SolventAccessibilityD1100,_SolventAccessibilityD2001,_SolventAccessibilityD2025,_SolventAccessibilityD2050,_SolventAccessibilityD2075,_SolventAccessibilityD2100,_SolventAccessibilityD3001,_SolventAccessibilityD3025,_SolventAccessibilityD3050,_SolventAccessibilityD3075,_SolventAccessibilityD3100,_SecondaryStrD1001,_SecondaryStrD1025,_SecondaryStrD1050,_SecondaryStrD1075,_SecondaryStrD1100,_SecondaryStrD2001,_SecondaryStrD2025,_SecondaryStrD2050,_SecondaryStrD2075,_SecondaryStrD2100,_SecondaryStrD3001,_SecondaryStrD3025,_SecondaryStrD3050,_SecondaryStrD3075,_SecondaryStrD3100,_ChargeD1001,_ChargeD1025,_ChargeD1050,_ChargeD1075,_ChargeD1100,_ChargeD2001,_ChargeD2025,_ChargeD2050,_ChargeD2075,_ChargeD2100,_ChargeD3001,_ChargeD3025,_ChargeD3050,_ChargeD3075,_ChargeD3100,_PolarityD1001,_PolarityD1025,_PolarityD1050,_PolarityD1075,_PolarityD1100,_PolarityD2001,_PolarityD2025,_PolarityD2050,_PolarityD2075,_PolarityD2100,_PolarityD3001,_PolarityD3025,_PolarityD3050,_PolarityD3075,_PolarityD3100,_NormalizedVDWVD1001,_NormalizedVDWVD1025,_NormalizedVDWVD1050,_NormalizedVDWVD1075,_NormalizedVDWVD1100,_NormalizedVDWVD2001,_NormalizedVDWVD2025,_NormalizedVDWVD2050,_NormalizedVDWVD2075,_NormalizedVDWVD2100,_NormalizedVDWVD3001,_NormalizedVDWVD3025,_NormalizedVDWVD3050,_NormalizedVDWVD3075,_NormalizedVDWVD3100,_HydrophobicityD1001,_HydrophobicityD1025,_HydrophobicityD1050,_HydrophobicityD1075,_HydrophobicityD1100,_HydrophobicityD2001,_HydrophobicityD2025,_HydrophobicityD2050,_HydrophobicityD2075,_HydrophobicityD2100,_HydrophobicityD3001,_HydrophobicityD3025,_HydrophobicityD3050,_HydrophobicityD3075,_HydrophobicityD3100,id,label
0.292,0.465,0.242,0.396,0.269,0.335,0.438,0.269,0.292,0.104,0.8,0.096,0.315,0.365,0.319,0.481,0.277,0.242,0.269,0.435,0.296,0.297,0.135,0.201,0.193,0.278,0.185,0.255,0.259,0.154,0.154,0.023,0.147,0.228,0.178,0.247,0.309,0.212,0.124,0.251,0.127,0.255,0.769,26.154,50.0,71.538,99.615,1.538,25.0,47.692,74.615,100.0,0.385,21.538,53.462,76.538,97.308,0.769,18.846,42.308,73.846,99.231,1.154,28.462,48.077,82.308,98.077,0.385,27.692,53.462,71.923,100.0,0.385,22.692,52.308,74.231,98.846,2.692,20.385,43.077,73.846,99.231,1.538,26.923,48.846,75.769,100.0,1.154,21.923,44.231,82.308,97.308,0.385,24.615,49.615,73.077,100.0,11.154,28.462,46.538,87.308,98.077,0.385,18.846,46.154,74.231,99.231,0.769,25.769,51.154,71.923,100.0,1.154,28.462,46.538,81.538,98.077,0.769,24.231,46.538,70.385,100.0,3.462,31.538,54.231,77.308,98.077,0.385,21.538,53.462,76.538,97.308,1.154,28.462,48.077,82.308,98.077,0.769,26.154,51.923,71.923,100.0,0.385,18.846,43.077,73.077,99.231,Negative_40,0
0.185,0.479,0.336,0.502,0.234,0.264,0.392,0.392,0.215,0.102,0.826,0.072,0.491,0.219,0.291,0.302,0.362,0.336,0.234,0.313,0.453,0.189,0.114,0.314,0.182,0.254,0.136,0.273,0.193,0.178,0.155,0.011,0.11,0.235,0.235,0.144,0.246,0.216,0.212,0.14,0.178,0.277,0.755,26.415,56.226,76.981,98.868,1.132,19.623,45.66,72.453,100.0,0.377,31.321,52.83,71.698,99.623,0.755,19.245,47.547,70.566,100.0,1.509,32.83,49.434,81.887,99.245,0.377,27.17,53.585,75.472,99.623,0.377,31.321,52.075,71.698,99.623,1.887,20.0,52.453,75.472,100.0,0.755,25.66,41.509,73.962,99.245,1.509,32.453,43.396,84.528,96.604,0.377,22.264,50.189,73.962,100.0,3.774,26.792,44.151,66.415,88.679,0.377,19.245,50.566,70.189,100.0,0.755,25.66,55.094,78.113,98.868,1.509,32.453,47.17,80.377,99.623,0.755,26.792,48.302,76.981,98.868,1.132,19.245,47.925,73.208,100.0,0.377,31.321,52.83,71.698,99.623,1.509,32.83,49.434,81.887,99.245,0.755,25.283,49.811,75.094,99.623,0.377,19.245,47.925,70.943,100.0,Negative_11,0
0.296,0.45,0.255,0.38,0.335,0.285,0.466,0.25,0.284,0.119,0.751,0.13,0.329,0.311,0.36,0.375,0.371,0.255,0.335,0.373,0.293,0.284,0.138,0.233,0.261,0.211,0.181,0.235,0.245,0.14,0.18,0.035,0.182,0.207,0.26,0.207,0.279,0.18,0.191,0.225,0.216,0.223,0.19,27.281,50.57,73.384,99.715,0.57,26.236,50.285,77.471,99.905,0.095,19.677,48.289,69.392,100.0,0.19,24.525,47.909,74.24,99.525,0.665,23.289,48.954,76.996,99.81,0.095,27.662,54.563,73.764,100.0,0.095,23.479,50.665,77.567,100.0,0.475,23.099,44.106,66.54,99.715,0.665,28.042,55.133,75.57,99.905,1.806,20.722,48.289,68.821,99.81,0.095,25.856,50.57,74.715,100.0,0.665,24.144,44.772,75.095,98.764,0.095,23.194,47.624,71.863,99.43,0.19,28.992,54.658,75.856,99.905,0.665,22.433,48.669,76.616,100.0,0.19,28.232,53.042,75.095,99.905,0.57,24.905,48.574,77.186,99.62,0.095,19.677,48.289,69.392,100.0,0.665,23.289,48.954,76.996,99.81,0.19,27.567,52.852,74.335,100.0,0.095,23.384,47.433,73.004,99.43,Positive_153,1
0.352,0.434,0.214,0.459,0.302,0.239,0.47,0.264,0.266,0.113,0.783,0.104,0.308,0.365,0.327,0.426,0.36,0.214,0.302,0.426,0.272,0.32,0.132,0.176,0.253,0.226,0.149,0.226,0.24,0.14,0.163,0.019,0.146,0.256,0.174,0.229,0.328,0.168,0.14,0.264,0.138,0.262,1.923,27.473,50.0,76.923,99.725,0.549,23.077,49.725,72.253,99.176,0.275,23.352,47.802,71.154,100.0,1.923,28.022,50.275,76.923,99.725,1.099,19.505,45.604,71.154,99.176,0.275,22.802,54.121,72.253,100.0,0.275,23.901,54.121,78.571,99.725,0.824,25.824,48.626,69.78,100.0,0.549,24.725,45.879,75.0,99.176,3.571,18.956,40.385,70.879,93.956,0.275,26.374,51.099,75.549,100.0,3.022,18.407,39.56,60.165,97.527,0.275,25.824,50.275,71.703,100.0,0.549,27.473,53.022,77.198,99.725,1.099,22.253,45.879,70.879,99.451,0.549,25.549,50.0,75.275,99.725,1.099,22.527,49.451,73.626,99.176,0.275,23.352,47.802,71.154,100.0,1.099,19.505,45.604,71.154,99.176,0.549,26.099,54.121,77.198,100.0,0.275,25.824,48.901,70.604,98.626,Positive_68,1
0.345,0.461,0.194,0.453,0.265,0.282,0.455,0.201,0.344,0.093,0.807,0.099,0.275,0.426,0.299,0.498,0.308,0.194,0.265,0.469,0.266,0.326,0.122,0.188,0.235,0.263,0.128,0.187,0.29,0.141,0.141,0.025,0.148,0.238,0.158,0.238,0.295,0.173,0.137,0.231,0.131,0.262,0.252,28.007,49.622,75.273,99.916,0.168,24.39,50.21,75.189,99.832,0.084,19.849,48.949,72.75,100.0,0.589,25.399,52.649,77.628,99.916,0.168,29.1,48.36,71.657,100.0,0.084,20.69,45.248,72.33,99.579,0.084,29.857,53.238,75.778,100.0,0.336,23.717,52.817,77.124,99.579,0.252,22.119,43.23,70.9,99.495,0.757,27.25,48.108,68.881,100.0,0.084,24.558,50.799,75.946,99.916,0.168,26.745,46.005,67.788,99.832,0.084,23.213,55.509,80.151,99.664,0.252,23.97,46.341,73.591,99.916,0.168,29.1,49.033,72.33,100.0,0.252,24.979,46.678,72.161,99.916,0.168,29.1,55.593,78.638,99.832,0.084,19.849,48.949,72.75,100.0,0.168,29.1,48.36,71.657,100.0,0.252,23.886,46.678,74.264,99.916,0.084,23.717,55.593,79.226,99.664,Negative_170,0
0.287,0.391,0.322,0.437,0.322,0.241,0.46,0.218,0.322,0.172,0.747,0.08,0.368,0.299,0.333,0.391,0.287,0.322,0.322,0.356,0.322,0.244,0.128,0.244,0.174,0.186,0.174,0.174,0.279,0.14,0.221,0.035,0.128,0.221,0.221,0.128,0.279,0.186,0.186,0.186,0.163,0.256,2.299,9.195,39.08,72.414,98.851,6.897,27.586,49.425,66.667,97.701,1.149,18.391,57.471,80.46,100.0,2.299,21.839,36.782,55.172,100.0,10.345,50.575,65.517,87.356,98.851,1.149,20.69,42.529,72.414,97.701,1.149,18.391,44.828,71.264,96.552,11.494,22.989,42.529,78.161,100.0,3.448,28.736,58.621,73.563,98.851,10.345,17.241,59.77,89.655,96.552,1.149,22.989,41.379,67.816,100.0,54.023,54.023,65.517,87.356,98.851,1.149,26.437,42.529,67.816,100.0,2.299,9.195,37.931,64.368,97.701,10.345,45.977,63.218,79.31,98.851,2.299,21.839,48.276,72.414,98.851,6.897,27.586,44.828,65.517,91.954,1.149,18.391,57.471,80.46,100.0,10.345,50.575,65.517,87.356,98.851,2.299,12.644,37.931,66.667,97.701,1.149,26.437,41.379,57.471,100.0,Positive_27,1
0.299,0.338,0.364,0.416,0.286,0.299,0.442,0.273,0.286,0.169,0.74,0.091,0.286,0.364,0.351,0.468,0.169,0.364,0.286,0.468,0.247,0.158,0.263,0.316,0.289,0.263,0.145,0.224,0.303,0.171,0.276,0.053,0.132,0.237,0.171,0.289,0.184,0.447,0.132,0.276,0.158,0.276,18.182,29.87,54.545,84.416,97.403,2.597,12.987,37.662,61.039,93.506,1.299,20.779,46.753,77.922,100.0,5.195,27.273,53.247,79.221,98.701,3.896,12.987,38.961,61.039,100.0,1.299,23.377,51.948,71.429,97.403,1.299,20.779,46.753,70.13,100.0,5.195,16.883,40.26,67.532,98.701,2.597,27.273,54.545,80.519,94.805,3.896,11.688,33.766,46.753,100.0,1.299,25.974,53.247,75.325,98.701,12.987,12.987,29.87,58.442,93.506,1.299,15.584,37.662,67.532,98.701,2.597,35.065,57.143,81.818,97.403,3.896,19.481,41.558,63.636,100.0,2.597,29.87,53.247,76.623,97.403,10.39,14.286,25.974,49.351,93.506,1.299,20.779,46.753,77.922,100.0,3.896,12.987,38.961,61.039,100.0,2.597,35.065,59.74,80.519,97.403,1.299,14.286,36.364,67.532,98.701,Negative_216,0
0.34,0.421,0.239,0.462,0.254,0.284,0.487,0.249,0.264,0.091,0.807,0.102,0.35,0.36,0.289,0.411,0.35,0.239,0.254,0.416,0.33,0.25,0.179,0.194,0.235,0.235,0.128,0.214,0.276,0.163,0.143,0.02,0.168,0.301,0.194,0.199,0.276,0.224,0.148,0.199,0.163,0.301,3.046,23.858,38.071,57.868,97.97,1.523,22.843,57.36,78.68,100.0,0.508,24.873,56.853,77.157,97.462,1.523,21.827,47.716,69.543,97.462,1.015,26.904,57.36,85.279,100.0,0.508,23.858,44.162,74.112,97.97,0.508,22.335,53.299,73.096,100.0,2.03,21.827,43.655,73.604,97.462,3.046,30.964,49.239,74.619,99.492,1.015,20.305,53.299,61.929,96.447,0.508,23.858,47.716,74.112,99.492,12.69,26.904,54.822,80.711,100.0,0.508,21.827,51.777,72.081,97.462,3.046,21.32,39.594,64.975,97.97,1.015,29.949,58.376,83.249,100.0,3.046,25.381,40.609,64.975,97.97,1.523,22.335,56.345,79.188,100.0,0.508,24.873,56.853,77.157,97.462,1.015,26.904,57.36,85.279,100.0,3.046,24.365,44.162,71.574,97.97,0.508,19.289,51.777,71.066,97.462,Positive_144,1
0.327,0.381,0.291,0.408,0.33,0.261,0.423,0.273,0.303,0.102,0.766,0.132,0.33,0.318,0.351,0.387,0.321,0.291,0.33,0.387,0.282,0.28,0.196,0.223,0.22,0.235,0.184,0.232,0.277,0.193,0.151,0.024,0.205,0.256,0.208,0.196,0.268,0.232,0.187,0.238,0.166,0.256,1.201,28.228,54.354,75.676,99.7,0.601,27.027,49.85,71.772,100.0,0.3,20.12,37.538,75.976,99.099,1.502,24.324,50.15,75.375,100.0,0.601,25.826,47.147,69.369,96.096,0.3,22.523,51.652,76.577,99.7,0.3,18.619,42.042,69.97,98.498,1.201,26.426,53.453,77.477,100.0,0.601,34.535,54.354,78.679,99.399,9.309,20.12,36.336,69.069,95.796,0.3,24.024,49.85,74.474,100.0,6.607,26.126,59.159,78.378,95.195,0.3,22.523,49.85,76.877,100.0,0.901,28.228,52.252,74.474,99.7,0.601,23.423,46.246,69.67,96.396,0.901,32.733,54.054,75.375,99.7,0.601,23.423,49.249,71.772,100.0,0.3,20.12,37.538,75.976,99.099,0.601,25.826,47.147,69.369,96.096,0.901,28.228,54.354,75.976,99.7,0.3,18.318,45.646,74.174,100.0,Positive_89,1
0.244,0.448,0.308,0.384,0.378,0.238,0.483,0.273,0.244,0.163,0.68,0.157,0.326,0.262,0.413,0.372,0.32,0.308,0.378,0.326,0.297,0.222,0.152,0.234,0.339,0.164,0.17,0.281,0.257,0.094,0.251,0.035,0.222,0.14,0.31,0.234,0.234,0.246,0.14,0.234,0.275,0.152,1.744,19.186,53.488,77.326,99.419,1.163,22.674,45.349,70.93,93.023,0.581,27.907,49.419,73.837,100.0,1.744,19.186,43.023,66.86,98.837,3.488,28.488,46.512,70.349,100.0,0.581,22.674,57.558,83.721,99.419,0.581,20.349,42.442,66.86,100.0,2.326,26.744,50.0,68.605,99.419,1.163,23.256,67.442,83.721,95.93,8.14,29.651,44.186,73.837,100.0,0.581,22.674,50.581,75.0,99.419,3.488,21.512,40.116,70.349,91.279,0.581,25.0,45.349,66.86,98.837,1.163,19.186,54.07,83.721,99.419,3.488,27.326,46.512,72.093,100.0,1.163,22.674,53.488,80.233,99.419,2.326,13.953,39.535,66.86,92.442,0.581,27.907,49.419,73.837,100.0,3.488,28.488,46.512,70.349,100.0,1.163,19.186,54.07,83.721,99.419,0.581,20.93,41.279,65.116,98.837,Positive_34,1
0.34,0.408,0.252,0.375,0.324,0.301,0.374,0.288,0.338,0.088,0.794,0.118,0.326,0.334,0.34,0.408,0.34,0.252,0.324,0.408,0.268,0.302,0.181,0.196,0.252,0.225,0.186,0.229,0.256,0.207,0.14,0.022,0.162,0.238,0.216,0.229,0.31,0.218,0.159,0.264,0.175,0.238,0.207,21.384,45.764,72.727,100.0,0.413,26.24,49.897,74.793,99.69,0.103,28.616,56.302,78.409,99.277,0.207,27.583,52.686,76.24,99.793,0.93,22.314,46.074,70.971,99.69,0.103,24.69,51.446,75.103,100.0,0.103,20.868,47.831,73.037,99.793,0.31,28.202,54.236,77.996,100.0,0.413,26.446,48.14,72.831,99.69,3.409,24.07,48.037,72.314,98.967,0.103,26.653,51.446,75.413,100.0,1.963,16.322,40.393,67.459,98.45,0.103,32.438,56.302,79.029,99.277,0.207,21.591,45.764,72.934,100.0,0.93,22.624,46.591,72.107,99.69,0.207,21.694,45.764,72.934,100.0,0.93,27.376,49.897,75.413,99.69,0.103,28.616,56.302,78.409,99.277,0.93,22.314,46.074,70.971,99.69,0.207,22.521,47.211,73.967,100.0,0.103,32.231,56.612,79.029,99.277,Positive_171,1
0.382,0.402,0.216,0.485,0.287,0.228,0.459,0.24,0.302,0.098,0.817,0.086,0.32,0.379,0.302,0.426,0.358,0.216,0.287,0.423,0.29,0.309,0.136,0.181,0.315,0.193,0.148,0.205,0.258,0.122,0.181,0.009,0.163,0.196,0.202,0.255,0.3,0.157,0.16,0.285,0.178,0.202,1.775,23.077,48.521,73.669,99.408,0.888,24.852,49.112,79.29,100.0,0.296,30.178,54.734,72.189,98.225,0.888,24.26,49.704,75.74,100.0,0.592,26.036,53.254,79.29,98.817,0.296,23.964,46.154,68.935,98.521,0.296,25.444,48.521,78.698,100.0,1.479,25.74,55.325,72.189,98.521,1.775,22.781,47.337,73.669,99.408,0.592,34.911,53.846,72.781,96.746,0.296,24.26,49.704,74.852,100.0,8.876,22.485,44.97,69.527,98.817,0.296,24.852,50.592,72.485,100.0,1.775,23.964,48.521,74.26,99.408,0.592,26.036,53.846,78.994,98.817,1.775,23.964,48.225,73.964,99.408,0.888,22.189,51.479,79.29,100.0,0.296,30.178,54.734,72.189,98.225,0.592,26.036,53.254,79.29,98.817,1.775,24.26,49.112,73.077,99.408,0.296,21.598,46.746,74.852,100.0,Positive_175,1
0.402,0.395,0.203,0.399,0.256,0.346,0.418,0.172,0.41,0.11,0.801,0.089,0.227,0.498,0.275,0.56,0.237,0.203,0.256,0.54,0.204,0.298,0.165,0.144,0.213,0.249,0.167,0.122,0.34,0.155,0.157,0.014,0.157,0.222,0.133,0.279,0.275,0.227,0.082,0.268,0.113,0.209,0.437,31.254,55.646,76.232,99.938,0.187,19.588,40.05,72.302,100.0,0.062,29.757,48.409,76.045,99.688,0.187,27.573,50.218,76.045,100.0,0.125,21.896,43.668,72.115,99.563,0.062,23.643,54.648,75.92,99.938,0.062,22.895,45.228,74.548,100.0,0.187,30.755,54.648,73.425,99.875,0.312,24.329,52.838,75.608,99.938,0.125,25.016,41.547,66.064,98.69,0.062,26.263,52.402,75.671,100.0,1.248,17.28,43.231,74.111,99.563,0.062,23.83,47.473,75.359,100.0,0.312,27.074,54.46,75.795,99.938,0.125,22.208,43.793,72.926,99.563,0.312,26.138,54.086,76.544,99.938,0.187,20.212,40.05,71.928,100.0,0.062,29.757,48.409,76.045,99.688,0.125,21.896,43.668,72.115,99.563,0.312,27.137,54.648,76.794,99.938,0.062,22.645,44.105,74.922,100.0,Negative_25,0
0.411,0.395,0.194,0.548,0.21,0.242,0.435,0.234,0.331,0.105,0.823,0.073,0.331,0.427,0.242,0.476,0.331,0.194,0.21,0.468,0.323,0.333,0.187,0.163,0.244,0.22,0.098,0.163,0.317,0.187,0.187,0.024,0.106,0.301,0.154,0.22,0.341,0.236,0.114,0.203,0.138,0.301,1.613,24.194,45.161,75.0,97.581,2.419,21.774,44.355,66.129,100.0,0.806,32.258,51.613,72.581,95.968,2.419,21.774,38.71,59.677,100.0,1.613,28.226,70.968,81.452,99.194,0.806,27.419,63.71,75.0,95.161,0.806,29.032,50.0,78.226,99.194,2.419,21.774,36.29,58.065,100.0,1.613,24.194,57.258,74.194,96.774,6.452,28.226,62.097,81.452,95.968,0.806,23.387,45.161,69.355,100.0,1.613,7.258,68.548,79.032,99.194,0.806,17.742,36.29,51.613,100.0,3.226,27.419,50.0,75.0,97.581,1.613,49.194,68.548,79.032,99.194,1.613,24.194,50.0,75.0,100.0,2.419,21.774,42.742,62.903,99.194,0.806,32.258,51.613,72.581,95.968,1.613,28.226,70.968,81.452,99.194,3.226,29.032,57.258,74.194,97.581,0.806,17.742,36.29,53.226,100.0,Negative_95,0
0.32,0.505,0.175,0.282,0.437,0.282,0.583,0.078,0.34,0.097,0.67,0.233,0.155,0.369,0.476,0.408,0.417,0.175,0.437,0.408,0.155,0.314,0.167,0.137,0.235,0.196,0.137,0.049,0.373,0.088,0.137,0.039,0.176,0.108,0.098,0.333,0.294,0.186,0.118,0.275,0.098,0.108,1.942,16.505,30.097,48.544,100.0,4.854,44.66,62.136,77.67,99.029,0.971,15.534,31.068,42.718,96.117,1.942,18.447,37.864,67.961,89.32,3.883,41.748,60.194,79.612,97.087,0.971,16.505,29.126,46.602,100.0,0.971,33.01,57.282,75.728,97.087,4.854,9.709,36.893,42.718,98.058,1.942,16.505,38.835,69.903,100.0,3.883,6.796,33.01,70.874,96.117,0.971,18.447,38.835,72.816,100.0,28.155,52.427,59.223,75.728,94.175,0.971,31.068,37.864,67.961,74.757,1.942,16.505,35.922,69.903,100.0,3.883,33.01,57.282,78.641,97.087,1.942,16.505,36.893,69.903,100.0,7.767,49.515,61.165,75.728,97.087,0.971,15.534,31.068,42.718,96.117,3.883,41.748,60.194,79.612,97.087,1.942,16.505,29.126,66.99,100.0,0.971,31.068,37.864,67.961,74.757,Negative_184,0
0.353,0.434,0.214,0.505,0.253,0.242,0.418,0.313,0.269,0.077,0.83,0.092,0.386,0.351,0.263,0.398,0.389,0.214,0.253,0.387,0.36,0.293,0.154,0.182,0.246,0.235,0.103,0.26,0.219,0.188,0.123,0.02,0.146,0.281,0.188,0.166,0.303,0.174,0.162,0.179,0.17,0.289,0.667,23.546,50.334,75.119,99.809,0.191,22.402,45.949,72.736,99.714,0.095,31.84,54.528,76.358,100.0,0.381,27.455,48.713,75.691,99.714,0.286,22.593,53.194,71.211,99.809,0.095,22.212,50.143,76.835,100.0,0.095,26.025,51.096,75.5,100.0,0.381,25.262,47.188,73.594,99.714,0.191,21.64,50.715,75.119,99.809,0.763,29.743,56.149,74.166,98.761,0.095,23.928,48.427,75.31,100.0,0.667,25.643,55.767,72.831,99.809,0.095,27.55,48.904,76.168,99.714,0.191,23.546,48.427,76.263,99.619,0.286,23.356,54.051,72.545,100.0,0.191,23.165,48.999,75.119,99.809,0.286,22.879,45.949,72.45,99.714,0.095,31.84,54.528,76.358,100.0,0.286,22.593,53.194,71.211,99.809,0.191,25.834,50.238,76.454,100.0,0.095,26.787,47.378,76.168,99.714,Positive_75,1
0.318,0.394,0.288,0.402,0.379,0.22,0.432,0.333,0.235,0.189,0.705,0.106,0.333,0.288,0.379,0.341,0.371,0.288,0.379,0.303,0.318,0.298,0.16,0.183,0.321,0.16,0.168,0.267,0.198,0.137,0.29,0.015,0.168,0.214,0.26,0.229,0.298,0.176,0.168,0.244,0.244,0.229,1.515,20.455,42.424,62.879,95.455,2.273,29.545,53.03,77.273,100.0,0.758,16.667,50.0,80.303,99.242,3.788,21.212,43.939,74.242,100.0,2.273,28.788,55.303,75.0,99.242,0.758,15.909,42.424,62.879,97.727,0.758,24.242,53.03,76.515,99.242,3.788,31.818,49.242,78.788,100.0,1.515,13.636,35.606,62.879,92.424,3.03,28.788,59.848,80.303,99.242,0.758,21.97,46.212,71.212,100.0,11.364,14.394,53.03,58.333,98.485,0.758,19.697,47.727,82.576,100.0,1.515,21.97,42.424,62.879,95.455,2.273,28.788,55.303,75.0,99.242,1.515,21.97,42.424,65.152,95.455,2.273,27.273,52.273,71.97,100.0,0.758,16.667,50.0,80.303,99.242,2.273,28.788,55.303,75.0,99.242,1.515,21.97,42.424,65.152,97.727,0.758,19.697,47.727,79.545,100.0,Positive_201,1
0.336,0.375,0.289,0.383,0.344,0.273,0.398,0.336,0.266,0.117,0.758,0.125,0.328,0.305,0.367,0.344,0.367,0.289,0.344,0.359,0.297,0.244,0.22,0.213,0.291,0.173,0.197,0.252,0.173,0.189,0.181,0.039,0.197,0.236,0.291,0.213,0.252,0.228,0.205,0.244,0.244,0.22,1.562,25.0,47.656,69.531,100.0,6.25,26.562,55.469,78.125,99.219,0.781,14.844,42.188,63.281,98.438,1.562,25.0,52.344,74.219,100.0,4.688,23.438,40.625,70.312,98.438,0.781,20.312,46.875,75.0,96.875,0.781,16.406,45.312,70.312,100.0,2.344,28.906,50.781,76.562,96.094,3.906,21.094,48.438,73.438,96.875,4.688,15.625,49.219,70.312,98.438,0.781,28.906,50.781,74.219,100.0,6.25,12.5,31.25,67.969,94.531,0.781,18.75,50.0,74.219,99.219,1.562,30.469,52.344,75.0,100.0,4.688,23.438,41.406,70.312,98.438,1.562,30.469,50.781,75.0,100.0,6.25,23.438,53.906,78.125,99.219,0.781,14.844,42.188,63.281,98.438,4.688,23.438,40.625,70.312,98.438,1.562,35.156,52.344,76.562,100.0,0.781,18.75,50.0,72.656,99.219,Positive_81,1
0.341,0.347,0.312,0.418,0.29,0.292,0.513,0.235,0.252,0.175,0.754,0.071,0.252,0.378,0.369,0.478,0.21,0.312,0.29,0.469,0.241,0.237,0.226,0.224,0.239,0.226,0.195,0.246,0.262,0.144,0.277,0.024,0.118,0.222,0.162,0.317,0.204,0.322,0.129,0.306,0.129,0.246,0.664,21.681,49.115,73.894,100.0,1.77,25.664,50.664,75.885,99.779,0.221,23.894,48.894,73.009,99.336,0.442,21.903,46.239,75.885,99.779,2.655,26.327,52.655,74.558,98.673,0.221,27.434,48.894,73.673,100.0,0.221,25.221,48.894,75.885,98.673,0.442,22.788,51.327,73.894,99.779,1.106,24.779,49.336,71.681,100.0,2.655,23.673,47.788,73.009,98.673,0.221,24.779,48.673,75.442,100.0,3.982,19.027,57.301,74.336,98.451,0.221,21.239,46.018,72.124,99.779,0.664,25.0,48.673,74.779,100.0,2.655,26.327,52.655,74.558,98.673,0.664,23.23,47.566,73.451,100.0,1.77,25.664,53.54,78.54,99.779,0.221,23.894,48.894,73.009,99.336,2.655,26.327,52.655,74.558,98.673,0.664,25.0,48.894,74.779,100.0,0.221,22.345,46.018,72.124,99.779,Negative_155,0
0.331,0.408,0.262,0.408,0.331,0.262,0.392,0.346,0.262,0.115,0.777,0.108,0.346,0.3,0.354,0.362,0.377,0.262,0.331,0.346,0.323,0.178,0.194,0.225,0.279,0.217,0.194,0.279,0.171,0.217,0.186,0.023,0.178,0.171,0.302,0.186,0.186,0.202,0.217,0.217,0.256,0.171,5.385,27.692,53.077,67.692,97.692,1.538,21.538,45.385,73.077,99.231,0.769,20.0,46.923,74.615,100.0,1.538,26.154,50.0,66.923,99.231,2.308,18.462,46.154,76.923,100.0,0.769,28.462,46.923,74.615,98.462,0.769,23.846,50.769,76.923,100.0,1.538,19.231,36.154,70.0,99.231,5.385,24.615,54.615,67.692,98.462,6.923,14.615,56.923,81.538,100.0,0.769,26.154,47.692,70.769,99.231,5.385,23.077,60.0,82.308,97.692,0.769,21.538,44.615,71.538,99.231,6.154,33.846,53.077,72.308,98.462,2.308,20.0,48.462,75.385,100.0,5.385,28.462,53.077,72.308,98.462,1.538,19.231,45.385,73.077,99.231,0.769,20.0,46.923,74.615,100.0,2.308,18.462,46.154,76.923,100.0,6.154,33.846,51.538,70.0,98.462,0.769,19.231,44.615,73.077,99.231,Positive_143,1
