_PolarizabilityC1,_PolarizabilityC2,_PolarizabilityC3,_SolventAccessibilityC1,_SolventAccessibilityC2,_SolventAccessibilityC3,_SecondaryStrC1,_SecondaryStrC2,_SecondaryStrC3,_ChargeC1,_ChargeC2,_ChargeC3,_PolarityC1,_PolarityC2,_PolarityC3,_NormalizedVDWVC1,_NormalizedVDWVC2,_NormalizedVDWVC3,_HydrophobicityC1,_HydrophobicityC2,_HydrophobicityC3,_PolarizabilityT12,_PolarizabilityT13,_PolarizabilityT23,_SolventAccessibilityT12,_SolventAccessibilityT13,_SolventAccessibilityT23,_SecondaryStrT12,_SecondaryStrT13,_SecondaryStrT23,_ChargeT12,_ChargeT13,_ChargeT23,_PolarityT12,_PolarityT13,_PolarityT23,_NormalizedVDWVT12,_NormalizedVDWVT13,_NormalizedVDWVT23,_HydrophobicityT12,_HydrophobicityT13,_HydrophobicityT23,_PolarizabilityD1001,_PolarizabilityD1025,_PolarizabilityD1050,_PolarizabilityD1075,_PolarizabilityD1100,_PolarizabilityD2001,_PolarizabilityD2025,_PolarizabilityD2050,_PolarizabilityD2075,_PolarizabilityD2100,_PolarizabilityD3001,_PolarizabilityD3025,_PolarizabilityD3050,_PolarizabilityD3075,_PolarizabilityD3100,_SolventAccessibilityD1001,_SolventAccessibilityD1025,_SolventAccessibilityD1050,_SolventAccessibilityD1075,_SolventAccessibilityD1100,_SolventAccessibilityD2001,_SolventAccessibilityD2025,_SolventAccessibilityD2050,_SolventAccessibilityD2075,_SolventAccessibilityD2100,_SolventAccessibilityD3001,_SolventAccessibilityD3025,_SolventAccessibilityD3050,_SolventAccessibilityD3075,_SolventAccessibilityD3100,_SecondaryStrD1001,_SecondaryStrD1025,_SecondaryStrD1050,_SecondaryStrD1075,_SecondaryStrD1100,_SecondaryStrD2001,_SecondaryStrD2025,_SecondaryStrD2050,_SecondaryStrD2075,_SecondaryStrD2100,_SecondaryStrD3001,_SecondaryStrD3025,_SecondaryStrD3050,_SecondaryStrD3075,_SecondaryStrD3100,_ChargeD1001,_ChargeD1025,_ChargeD1050,_ChargeD1075,_ChargeD1100,_ChargeD2001,_ChargeD2025,_ChargeD2050,_ChargeD2075,_ChargeD2100,_ChargeD3001,_ChargeD3025,_ChargeD3050,_ChargeD3075,_ChargeD3100,_PolarityD1001,_PolarityD1025,_PolarityD1050,_PolarityD1075,_PolarityD1100,_PolarityD2001,_PolarityD2025,_PolarityD2050,_PolarityD2075,_PolarityD2100,_PolarityD3001,_PolarityD3025,_PolarityD3050,_PolarityD3075,_PolarityD3100,_NormalizedVDWVD1001,_NormalizedVDWVD1025,_NormalizedVDWVD1050,_NormalizedVDWVD1075,_NormalizedVDWVD1100,_NormalizedVDWVD2001,_NormalizedVDWVD2025,_NormalizedVDWVD2050,_NormalizedVDWVD2075,_NormalizedVDWVD2100,_NormalizedVDWVD3001,_NormalizedVDWVD3025,_NormalizedVDWVD3050,_NormalizedVDWVD3075,_NormalizedVDWVD3100,_HydrophobicityD1001,_HydrophobicityD1025,_HydrophobicityD1050,_HydrophobicityD1075,_HydrophobicityD1100,_HydrophobicityD2001,_HydrophobicityD2025,_HydrophobicityD2050,_HydrophobicityD2075,_HydrophobicityD2100,_HydrophobicityD3001,_HydrophobicityD3025,_HydrophobicityD3050,_HydrophobicityD3075,_HydrophobicityD3100,id,label
0.256,0.473,0.27,0.457,0.292,0.25,0.523,0.243,0.235,0.111,0.799,0.089,0.384,0.292,0.324,0.332,0.398,0.27,0.292,0.35,0.358,0.249,0.122,0.275,0.295,0.231,0.133,0.249,0.223,0.118,0.191,0.016,0.151,0.231,0.269,0.187,0.291,0.171,0.225,0.209,0.219,0.249,0.398,29.821,49.503,69.98,99.602,0.596,25.249,52.087,74.95,100.0,0.199,23.658,47.714,80.318,99.404,0.398,25.249,50.099,75.348,99.801,0.795,22.664,48.907,72.763,100.0,0.199,26.839,49.702,74.95,99.006,0.199,22.068,48.509,73.559,99.602,1.789,25.845,52.087,76.541,99.801,2.783,26.839,48.31,74.95,100.0,0.795,21.869,46.123,76.342,99.404,0.199,25.845,50.298,75.149,100.0,1.59,19.483,50.696,68.191,95.427,0.199,25.646,50.298,77.535,99.801,0.398,26.64,49.503,71.571,99.602,0.795,22.664,48.111,73.559,100.0,0.398,25.249,49.503,71.372,99.602,0.596,26.243,52.684,75.149,100.0,0.199,23.658,47.714,80.318,99.404,0.795,22.664,48.907,72.763,100.0,0.398,25.447,50.895,73.956,99.602,0.199,25.646,49.105,76.541,99.801,Positive_392,1
0.286,0.444,0.271,0.436,0.271,0.293,0.32,0.38,0.301,0.098,0.831,0.071,0.406,0.293,0.301,0.387,0.342,0.271,0.271,0.38,0.35,0.249,0.162,0.226,0.219,0.242,0.155,0.275,0.189,0.23,0.162,0.011,0.113,0.257,0.245,0.151,0.257,0.223,0.166,0.185,0.189,0.245,1.504,22.932,43.233,66.165,100.0,1.128,28.195,56.767,80.451,99.624,0.376,21.805,47.744,70.301,97.368,1.128,26.316,53.759,75.94,99.624,0.752,22.932,47.744,75.188,100.0,0.376,21.805,43.233,69.925,97.744,0.376,21.053,42.481,72.932,99.624,1.128,26.692,51.88,77.444,98.872,4.887,29.323,54.511,73.684,100.0,0.752,18.421,49.624,75.188,96.992,0.376,26.316,51.504,74.436,99.624,10.15,12.03,36.842,54.511,100.0,0.376,25.188,53.759,82.707,99.624,1.504,24.436,42.481,67.293,97.744,0.752,22.932,46.992,74.812,100.0,1.504,24.436,48.12,68.797,100.0,1.128,24.812,53.008,85.338,99.624,0.376,21.805,47.744,70.301,97.368,0.752,22.932,47.744,75.188,100.0,1.504,26.316,48.12,68.797,97.744,0.376,22.556,50.752,80.451,99.624,Negative_455,0
0.344,0.44,0.216,0.509,0.256,0.235,0.392,0.323,0.285,0.109,0.792,0.099,0.371,0.352,0.277,0.44,0.344,0.216,0.256,0.384,0.36,0.27,0.158,0.179,0.259,0.23,0.115,0.257,0.222,0.217,0.171,0.021,0.16,0.286,0.217,0.174,0.307,0.206,0.131,0.184,0.19,0.297,0.533,26.4,50.933,72.267,98.933,1.867,22.933,45.6,74.667,99.467,0.267,27.2,56.0,81.867,100.0,1.067,24.0,51.467,74.933,100.0,1.6,27.2,49.6,71.467,98.667,0.267,22.933,47.467,77.067,99.733,0.267,23.733,55.467,76.0,99.733,0.8,22.133,46.133,71.2,100.0,0.533,28.267,48.8,74.4,98.133,1.6,23.733,45.067,68.267,98.667,0.267,25.333,49.6,75.2,100.0,4.533,20.0,44.8,70.4,96.267,0.267,24.267,52.267,77.6,100.0,0.533,23.2,48.8,72.267,98.933,1.6,26.667,45.067,72.533,98.667,0.533,25.6,48.8,72.267,98.933,1.867,21.6,46.133,74.667,99.467,0.267,27.2,56.0,81.867,100.0,1.6,27.2,49.6,71.467,98.667,0.533,23.2,48.267,72.267,98.933,0.267,24.0,52.8,77.867,100.0,Positive_41,1
0.381,0.407,0.212,0.381,0.254,0.364,0.407,0.237,0.356,0.11,0.788,0.102,0.297,0.415,0.288,0.508,0.28,0.212,0.254,0.466,0.28,0.274,0.128,0.171,0.137,0.308,0.154,0.179,0.308,0.12,0.137,0.051,0.103,0.197,0.137,0.188,0.214,0.154,0.145,0.205,0.085,0.248,1.695,19.492,50.0,66.102,100.0,2.542,27.119,44.915,67.797,98.305,0.847,35.593,71.186,81.356,93.22,2.542,27.119,49.153,72.034,96.61,6.78,16.949,57.627,79.661,94.068,0.847,22.881,41.525,63.559,100.0,0.847,27.119,52.542,79.661,96.61,3.39,24.576,50.847,72.034,100.0,1.695,20.339,44.915,61.864,99.153,6.78,36.441,66.949,86.441,93.22,0.847,25.424,50.0,72.034,100.0,7.627,9.322,28.814,57.627,92.373,0.847,22.034,48.305,74.576,94.915,1.695,23.729,47.458,62.712,100.0,6.78,22.881,57.627,83.051,94.068,1.695,21.186,47.458,63.559,100.0,2.542,27.119,45.763,69.492,94.915,0.847,35.593,71.186,81.356,93.22,6.78,16.949,57.627,79.661,94.068,1.695,23.729,50.0,68.644,100.0,0.847,22.034,46.61,71.186,94.915,Negative_370,0
0.33,0.463,0.207,0.446,0.319,0.235,0.502,0.235,0.263,0.116,0.758,0.126,0.326,0.34,0.333,0.404,0.389,0.207,0.319,0.379,0.302,0.31,0.12,0.187,0.25,0.239,0.116,0.19,0.261,0.099,0.141,0.042,0.155,0.232,0.183,0.204,0.306,0.144,0.162,0.197,0.169,0.232,0.702,24.912,44.211,71.228,98.596,2.105,25.263,50.526,78.596,100.0,0.351,16.14,57.895,72.982,99.298,4.211,25.965,51.228,77.193,100.0,0.702,16.14,48.772,75.088,99.298,0.351,20.351,48.421,70.877,97.193,0.351,20.0,42.807,73.684,100.0,1.754,24.211,58.246,76.14,97.895,0.702,26.316,45.263,77.544,98.246,2.456,11.579,39.649,64.561,99.298,0.351,26.667,51.228,76.14,100.0,0.702,15.439,49.123,77.895,96.491,0.351,22.456,58.246,77.193,100.0,1.404,27.018,42.456,67.018,98.596,0.702,23.86,48.772,75.088,99.298,0.702,24.561,43.158,71.228,98.596,2.105,25.263,51.93,78.596,100.0,0.351,16.14,57.895,72.982,99.298,0.702,16.14,48.772,75.088,99.298,1.404,28.421,44.211,70.877,98.596,0.351,21.404,57.895,78.596,100.0,Positive_495,1
0.315,0.441,0.244,0.498,0.224,0.279,0.445,0.265,0.29,0.084,0.836,0.08,0.39,0.361,0.249,0.416,0.34,0.244,0.224,0.425,0.352,0.281,0.153,0.169,0.204,0.281,0.126,0.213,0.247,0.14,0.14,0.011,0.126,0.261,0.195,0.167,0.286,0.178,0.144,0.176,0.153,0.284,0.457,17.123,41.781,71.689,98.63,0.913,25.799,49.772,74.658,100.0,0.228,37.9,52.968,76.256,98.858,0.457,29.452,58.447,78.539,99.087,0.685,17.808,35.16,59.132,97.717,0.228,22.831,51.826,73.516,100.0,0.228,25.342,50.913,73.744,98.858,0.913,37.9,53.881,78.311,99.087,0.457,17.123,37.443,71.689,100.0,0.685,31.05,42.009,56.393,91.324,0.228,26.484,53.425,76.027,100.0,1.142,7.763,25.114,41.781,97.717,0.228,38.813,58.904,78.539,99.087,0.457,16.895,45.89,73.288,100.0,0.685,18.95,36.53,59.361,98.858,0.457,17.123,44.292,73.059,100.0,0.913,27.169,50.913,74.201,99.087,0.228,37.9,52.968,76.256,98.858,0.685,17.808,35.16,59.132,97.717,0.457,20.548,49.087,73.288,100.0,0.228,37.671,60.731,78.995,99.087,Negative_815,0
0.3,0.384,0.316,0.437,0.304,0.259,0.394,0.327,0.279,0.123,0.768,0.109,0.374,0.294,0.331,0.368,0.316,0.316,0.304,0.363,0.333,0.262,0.207,0.24,0.244,0.229,0.176,0.275,0.236,0.182,0.195,0.027,0.156,0.246,0.252,0.203,0.25,0.254,0.193,0.217,0.203,0.252,2.534,27.096,47.173,73.489,99.415,0.78,20.273,46.979,69.786,100.0,0.195,28.265,57.895,79.142,99.805,0.78,26.121,49.318,74.074,99.61,0.39,23.587,51.657,75.439,100.0,0.195,23.392,48.538,72.125,99.805,0.195,21.053,45.614,72.515,100.0,1.559,26.901,56.725,77.388,99.805,2.924,27.875,47.368,70.76,99.415,0.39,27.29,58.285,80.507,98.83,0.195,23.977,48.538,74.854,100.0,4.873,25.146,48.928,65.887,93.567,0.195,22.417,50.682,76.218,99.805,2.534,27.096,46.784,71.735,99.415,0.39,24.951,51.657,75.439,100.0,2.534,28.655,48.538,71.735,99.415,0.78,16.569,45.419,70.955,100.0,0.195,28.265,57.895,79.142,99.805,0.39,23.587,51.657,75.439,100.0,2.534,27.68,47.953,71.735,99.805,0.195,22.417,50.487,76.413,99.61,Positive_1195,1
0.406,0.435,0.159,0.429,0.286,0.284,0.473,0.282,0.245,0.068,0.821,0.111,0.276,0.414,0.31,0.461,0.38,0.159,0.286,0.455,0.258,0.367,0.124,0.125,0.235,0.259,0.161,0.267,0.203,0.127,0.098,0.006,0.169,0.259,0.173,0.251,0.384,0.141,0.108,0.251,0.145,0.263,0.994,23.459,58.25,78.131,99.404,0.398,28.032,50.497,75.547,100.0,0.199,20.676,39.761,53.082,97.614,0.994,29.026,55.865,79.92,99.602,0.398,22.664,46.918,70.179,100.0,0.199,19.682,45.924,71.968,99.404,0.199,22.266,49.702,75.746,100.0,1.193,28.429,53.678,73.956,99.404,0.994,25.249,45.328,71.372,98.012,17.694,21.074,31.412,45.726,96.024,0.199,26.64,54.076,77.336,100.0,0.398,12.922,41.948,70.179,99.801,0.199,28.429,49.105,75.944,99.602,0.994,25.249,57.853,77.932,99.404,0.398,21.272,45.129,68.588,100.0,0.994,24.453,54.473,77.137,99.404,0.398,28.429,54.076,77.535,100.0,0.199,20.676,39.761,53.082,97.614,0.398,22.664,46.918,70.179,100.0,0.795,23.26,54.274,76.74,99.404,0.199,28.628,50.895,76.541,99.602,Negative_706,0
0.291,0.436,0.273,0.406,0.339,0.255,0.446,0.281,0.273,0.115,0.76,0.125,0.356,0.281,0.362,0.35,0.376,0.273,0.339,0.352,0.309,0.25,0.151,0.246,0.294,0.206,0.185,0.248,0.236,0.153,0.181,0.024,0.202,0.192,0.27,0.212,0.278,0.175,0.222,0.254,0.224,0.21,0.396,22.376,45.545,70.693,99.01,0.594,25.941,51.683,75.842,99.802,0.198,25.347,50.099,76.634,100.0,0.792,23.96,48.119,72.673,99.802,0.594,25.149,49.505,75.644,100.0,0.198,24.554,52.673,78.416,98.614,0.198,22.574,48.911,71.485,100.0,0.792,28.119,51.287,77.822,99.802,0.396,24.158,48.119,75.644,99.406,1.386,26.931,45.743,73.069,100.0,0.198,24.554,50.693,74.851,99.802,1.98,21.386,45.545,75.644,98.812,0.198,27.723,51.683,75.446,99.802,0.396,22.772,47.921,73.465,99.01,0.594,24.752,49.505,74.653,100.0,0.396,22.376,46.139,73.465,99.01,0.594,26.535,51.683,74.257,99.802,0.198,25.347,50.099,76.634,100.0,0.594,25.149,49.505,75.644,100.0,0.396,22.376,48.713,73.465,99.01,0.198,27.921,50.099,74.851,99.802,Positive_923,1
0.307,0.414,0.279,0.462,0.257,0.281,0.424,0.301,0.275,0.094,0.815,0.09,0.38,0.313,0.307,0.394,0.327,0.279,0.257,0.396,0.347,0.26,0.167,0.215,0.262,0.26,0.149,0.27,0.239,0.147,0.169,0.012,0.145,0.209,0.233,0.229,0.264,0.215,0.167,0.235,0.175,0.268,0.402,24.498,49.197,76.305,98.594,0.602,24.699,51.004,75.301,99.799,0.201,24.297,47.39,69.679,100.0,1.205,25.904,50.803,76.506,100.0,0.402,21.687,54.418,75.703,99.799,0.201,25.703,43.574,68.474,98.594,0.201,22.088,47.189,71.084,99.799,0.803,21.888,45.783,74.498,100.0,0.402,32.129,56.426,78.916,98.193,1.807,17.671,44.177,68.273,98.795,0.201,26.104,49.799,75.301,100.0,0.402,15.863,46.386,67.47,99.799,0.201,25.904,49.398,74.498,100.0,0.803,26.305,49.598,75.301,98.594,0.402,21.687,50.0,71.486,99.799,0.402,25.502,49.197,75.301,99.197,0.602,23.293,51.807,75.703,99.799,0.201,24.297,47.39,69.679,100.0,0.402,21.687,54.418,75.703,99.799,0.803,25.703,46.787,73.092,98.594,0.201,25.904,49.799,74.498,100.0,Negative_430,0
0.357,0.408,0.236,0.363,0.297,0.34,0.439,0.195,0.365,0.138,0.798,0.064,0.253,0.423,0.325,0.473,0.291,0.236,0.297,0.463,0.24,0.281,0.153,0.204,0.234,0.243,0.183,0.168,0.272,0.149,0.215,0.023,0.083,0.183,0.191,0.243,0.257,0.206,0.151,0.249,0.168,0.191,0.849,26.115,50.743,72.399,99.575,0.425,22.93,50.106,75.372,99.788,0.212,23.992,47.134,75.584,100.0,0.849,26.539,54.565,80.042,99.575,0.425,17.197,43.524,70.276,97.665,0.212,24.841,50.743,75.584,100.0,0.212,23.567,54.777,78.769,99.575,1.274,23.992,42.038,69.002,100.0,0.425,25.478,49.469,71.762,99.788,1.699,29.299,47.983,71.975,97.665,0.212,25.053,50.955,76.008,100.0,2.335,7.856,42.887,59.023,86.412,0.212,23.992,48.62,76.645,100.0,0.849,26.539,53.079,80.042,99.788,0.425,18.896,43.524,70.701,97.665,0.849,25.902,50.955,75.159,99.788,0.425,21.656,46.497,73.036,99.151,0.212,23.992,47.134,75.584,100.0,0.425,17.197,43.524,70.276,97.665,0.849,28.025,53.715,78.981,100.0,0.212,23.355,45.011,75.372,99.363,Negative_1048,0
0.279,0.478,0.243,0.559,0.199,0.243,0.463,0.279,0.257,0.096,0.846,0.059,0.463,0.294,0.243,0.426,0.331,0.243,0.199,0.346,0.456,0.289,0.081,0.281,0.17,0.311,0.096,0.289,0.222,0.193,0.141,0.022,0.081,0.326,0.207,0.104,0.267,0.178,0.185,0.126,0.141,0.378,2.206,25.0,49.265,61.029,97.794,1.471,25.735,47.794,72.059,100.0,0.735,13.235,45.588,81.618,98.529,1.471,21.324,47.794,68.382,100.0,7.353,22.059,54.412,80.882,98.529,0.735,26.471,45.588,70.588,95.588,0.735,22.059,49.265,74.265,98.529,2.941,22.794,47.059,75.735,100.0,4.412,25.0,48.529,69.118,95.588,7.353,8.824,30.147,71.324,98.529,0.735,25.0,49.265,73.529,100.0,15.441,34.559,53.676,77.206,92.647,0.735,20.588,47.059,75.735,100.0,2.206,25.0,49.265,61.029,97.794,7.353,26.471,53.676,77.206,98.529,2.206,21.324,46.324,61.765,99.265,1.471,30.882,54.412,75.0,100.0,0.735,13.235,45.588,81.618,98.529,7.353,22.059,54.412,80.882,98.529,2.206,25.0,48.529,64.706,97.794,0.735,20.588,47.059,72.059,100.0,Negative_158,0
0.314,0.4,0.286,0.417,0.366,0.217,0.566,0.189,0.246,0.126,0.709,0.166,0.331,0.263,0.406,0.343,0.371,0.286,0.366,0.343,0.291,0.287,0.167,0.23,0.31,0.172,0.132,0.201,0.253,0.121,0.161,0.046,0.213,0.19,0.287,0.19,0.264,0.178,0.218,0.207,0.236,0.23,1.143,20.0,50.286,69.714,100.0,2.286,24.571,48.571,74.857,98.286,0.571,29.143,48.0,76.0,99.429,2.857,25.714,52.0,74.286,98.286,2.286,30.857,47.429,73.143,100.0,0.571,16.0,48.571,71.429,99.429,0.571,32.571,55.429,76.0,99.429,2.857,16.571,29.143,72.571,97.714,1.143,18.857,46.286,70.857,100.0,3.429,34.286,48.0,69.143,98.857,0.571,19.429,48.571,73.714,99.429,6.857,30.857,50.286,74.857,100.0,0.571,19.429,45.143,74.286,98.286,1.143,18.857,52.0,68.571,97.714,2.286,30.857,49.714,76.0,100.0,1.143,23.429,53.143,70.857,100.0,2.286,19.429,44.571,74.857,98.286,0.571,29.143,48.0,76.0,99.429,2.286,30.857,47.429,73.143,100.0,1.143,18.857,52.0,71.429,99.429,0.571,21.714,51.429,76.571,98.286,Positive_130,1
0.323,0.438,0.24,0.474,0.25,0.276,0.448,0.328,0.224,0.099,0.802,0.099,0.396,0.323,0.281,0.406,0.354,0.24,0.25,0.427,0.323,0.298,0.11,0.22,0.215,0.304,0.131,0.293,0.173,0.141,0.12,0.016,0.162,0.267,0.246,0.12,0.304,0.126,0.204,0.199,0.147,0.325,1.042,14.062,45.833,65.104,99.479,4.688,27.604,51.562,76.042,100.0,0.521,23.438,54.688,77.604,98.958,1.042,27.083,48.958,72.917,100.0,3.125,21.875,35.938,73.958,97.917,0.521,29.688,54.167,75.0,98.958,0.521,25.0,48.438,77.083,99.479,2.083,31.771,53.646,73.438,100.0,2.604,11.979,41.146,65.104,89.583,3.125,9.896,43.229,84.375,96.354,0.521,26.562,51.042,73.438,100.0,10.417,20.312,28.125,67.188,97.917,0.521,31.771,56.771,77.083,100.0,1.042,13.542,46.354,64.062,99.479,3.125,21.875,38.021,75.521,97.917,1.042,19.792,47.917,67.708,99.479,4.688,26.042,48.438,77.083,100.0,0.521,23.438,54.688,77.604,98.958,3.125,21.875,35.938,73.958,97.917,1.042,19.792,49.479,71.875,99.479,0.521,32.292,56.771,77.083,100.0,Negative_960,0
0.333,0.394,0.273,0.44,0.28,0.28,0.39,0.301,0.309,0.096,0.801,0.103,0.355,0.33,0.316,0.422,0.305,0.273,0.28,0.418,0.301,0.253,0.199,0.181,0.235,0.253,0.178,0.214,0.256,0.206,0.171,0.007,0.164,0.235,0.21,0.217,0.26,0.235,0.146,0.238,0.174,0.249,0.709,26.596,51.064,72.34,100.0,1.064,20.922,47.163,76.241,99.645,0.355,23.759,51.773,74.113,98.936,0.709,25.177,53.546,75.532,100.0,1.418,22.695,47.163,78.369,99.645,0.355,24.113,45.745,71.631,98.936,0.355,20.567,50.709,76.596,100.0,2.128,27.305,48.227,74.823,98.936,2.482,26.596,48.582,69.149,99.645,1.418,13.83,50.355,70.922,98.582,0.355,24.468,50.709,73.759,100.0,7.092,29.078,39.716,78.369,96.099,0.355,21.986,51.418,77.305,99.291,0.709,25.177,47.518,67.376,100.0,1.418,24.468,49.291,78.723,99.645,0.709,25.532,49.291,71.277,100.0,1.064,21.277,47.163,77.66,99.645,0.355,23.759,51.773,74.113,98.936,1.418,22.695,47.163,78.369,99.645,0.709,25.532,51.064,71.631,100.0,0.355,19.858,50.709,76.596,99.291,Positive_665,1
0.35,0.414,0.237,0.533,0.203,0.264,0.433,0.294,0.273,0.09,0.846,0.064,0.407,0.373,0.22,0.437,0.326,0.237,0.203,0.42,0.377,0.263,0.16,0.186,0.212,0.259,0.109,0.241,0.261,0.12,0.145,0.013,0.107,0.261,0.154,0.188,0.278,0.201,0.145,0.179,0.141,0.28,0.853,20.256,45.416,69.723,99.787,0.426,22.388,52.878,76.972,98.934,0.213,31.343,51.173,75.267,100.0,0.853,23.881,48.614,71.002,99.787,0.426,22.814,51.173,75.267,98.294,0.213,28.571,50.533,82.303,100.0,0.213,22.388,48.401,73.134,99.787,1.706,29.851,52.665,74.627,100.0,1.066,20.256,45.416,76.759,99.574,2.985,33.262,55.011,68.87,97.868,0.213,25.16,49.467,74.84,100.0,1.066,10.874,30.917,63.113,98.294,0.213,26.866,50.959,73.561,100.0,0.853,20.682,48.614,75.906,99.787,0.426,23.454,51.173,75.693,98.294,0.853,20.896,47.974,74.414,99.787,0.426,21.748,52.026,73.561,98.721,0.213,31.343,51.173,75.267,100.0,0.426,22.814,51.173,75.267,98.294,0.853,23.667,49.467,78.891,100.0,0.213,26.439,49.041,71.642,98.721,Negative_820,0
0.309,0.443,0.248,0.358,0.412,0.23,0.422,0.245,0.333,0.127,0.642,0.231,0.289,0.284,0.427,0.41,0.341,0.248,0.412,0.324,0.264,0.25,0.159,0.208,0.262,0.147,0.206,0.2,0.274,0.146,0.173,0.041,0.252,0.135,0.208,0.264,0.245,0.215,0.152,0.291,0.178,0.146,0.507,17.23,46.959,72.973,98.48,0.338,27.027,52.872,78.716,100.0,0.169,24.324,47.635,73.311,99.831,0.507,22.466,49.493,74.662,97.973,0.338,29.561,53.378,80.912,100.0,0.169,22.297,43.75,66.216,99.493,0.169,24.662,52.365,80.912,100.0,0.845,24.155,43.243,72.128,97.804,0.507,25.845,49.831,68.581,99.493,0.676,24.324,49.324,85.473,99.831,0.169,24.493,45.777,72.128,99.493,0.338,26.858,53.378,80.743,100.0,0.169,22.804,43.243,72.128,97.973,0.507,22.466,50.338,72.297,99.493,0.338,28.716,51.689,79.73,100.0,0.507,21.959,50.0,71.453,99.493,0.338,25.845,51.689,80.236,100.0,0.169,24.324,47.635,73.311,99.831,0.338,29.561,53.378,80.912,100.0,0.507,22.297,45.946,70.608,99.493,0.169,22.804,44.426,73.142,97.973,Positive_500,1
0.285,0.467,0.248,0.42,0.296,0.285,0.504,0.259,0.237,0.106,0.774,0.12,0.35,0.332,0.318,0.394,0.358,0.248,0.296,0.383,0.321,0.297,0.121,0.198,0.267,0.267,0.154,0.227,0.249,0.125,0.161,0.015,0.187,0.227,0.223,0.212,0.3,0.176,0.143,0.238,0.183,0.245,0.73,17.518,56.569,74.818,98.905,1.46,22.263,45.255,67.883,100.0,0.365,34.672,54.38,82.482,99.635,0.73,25.182,55.109,74.818,99.27,1.825,25.912,44.526,72.263,100.0,0.365,20.803,43.796,75.182,97.81,0.365,27.372,46.35,69.343,100.0,2.92,25.182,53.65,82.482,99.27,1.46,22.263,54.015,75.547,98.905,8.029,36.496,52.555,82.847,99.635,0.365,24.818,51.46,75.182,99.27,1.825,11.679,38.686,60.584,100.0,0.365,27.007,53.65,74.088,99.27,0.73,18.613,49.635,75.182,98.905,1.825,25.912,44.526,73.723,100.0,0.73,20.803,51.095,75.182,98.905,1.825,21.533,46.715,65.328,100.0,0.365,34.672,54.38,82.482,99.635,1.825,25.912,44.526,72.263,100.0,0.73,22.263,49.635,75.182,98.905,0.365,26.277,53.65,74.088,99.27,Negative_619,0
0.254,0.456,0.29,0.498,0.215,0.287,0.381,0.408,0.211,0.097,0.852,0.051,0.508,0.266,0.227,0.326,0.384,0.29,0.215,0.329,0.456,0.239,0.13,0.285,0.167,0.279,0.13,0.288,0.179,0.155,0.145,0.024,0.067,0.264,0.191,0.124,0.242,0.182,0.233,0.145,0.152,0.309,0.906,25.076,46.224,77.946,99.094,0.604,22.961,51.964,72.508,100.0,0.302,24.471,52.568,76.737,99.698,0.604,26.284,47.734,72.205,100.0,1.511,25.378,50.151,79.154,99.396,0.302,22.356,48.338,78.248,99.698,0.302,29.305,52.266,75.227,100.0,0.604,21.148,45.015,70.997,98.489,1.511,22.961,51.057,80.06,99.094,6.647,38.369,57.704,87.915,96.979,0.302,23.867,49.245,74.924,100.0,2.417,20.544,35.65,50.151,99.396,0.302,24.169,51.964,73.716,100.0,0.906,25.076,46.224,76.435,99.094,1.511,25.378,52.568,78.852,99.396,0.906,25.076,46.224,73.716,99.094,0.604,22.659,54.079,72.81,100.0,0.302,24.471,52.568,76.737,99.698,1.511,25.378,50.151,79.154,99.396,0.906,24.773,46.224,75.227,99.094,0.302,23.263,52.266,73.414,100.0,Positive_675,1
0.324,0.441,0.235,0.517,0.226,0.257,0.388,0.333,0.279,0.08,0.84,0.08,0.432,0.332,0.237,0.393,0.372,0.235,0.226,0.383,0.392,0.285,0.135,0.199,0.195,0.246,0.117,0.235,0.208,0.184,0.115,0.02,0.122,0.299,0.159,0.157,0.308,0.17,0.164,0.172,0.141,0.31,0.364,19.49,43.169,73.588,98.725,0.546,27.869,53.188,75.046,100.0,0.182,24.59,48.087,74.681,99.636,0.911,27.505,50.455,75.046,99.271,1.457,23.679,45.537,73.406,100.0,0.182,20.583,49.545,74.681,98.725,0.182,23.862,50.455,70.128,99.636,0.729,32.24,53.734,77.231,99.271,0.364,16.029,41.53,78.506,100.0,1.457,22.222,50.82,72.678,99.636,0.182,26.047,50.091,75.228,100.0,1.639,12.933,42.987,62.477,97.996,0.182,28.233,53.552,75.228,99.271,0.364,20.036,46.995,73.588,98.725,1.275,19.854,45.537,73.224,100.0,0.364,20.036,46.084,75.956,99.271,0.911,28.78,52.277,74.317,100.0,0.182,24.59,48.087,74.681,99.636,1.457,23.679,45.537,73.406,100.0,0.364,21.494,49.362,74.499,98.725,0.182,27.869,51.73,75.228,99.271,Negative_75,0
